Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,827.0,730.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,735.0,738.0,744.0,749.0,746.0,749.0,752.0,764.0,766.0,775.0,779.0,784.0,788.0,794.0,800.0,803.0
unmatched_applicants,819.0,726.0,728.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,726.0,728.0,735.0,740.0,737.0,755.0,754.0,761.0,765.0,770.0,773.0,782.0,779.0,796.0,791.0,799.0,805.0
unmatched_applicants,818.0,728.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,728.0,726.0,731.0,731.0,738.0,739.0,745.0,759.0,762.0,763.0,769.0,780.0,775.0,786.0,792.0,800.0,800.0,805.0
unmatched_applicants,818.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,726.0,727.0,729.0,736.0,738.0,741.0,741.0,757.0,767.0,765.0,772.0,779.0,783.0,785.0,795.0,798.0,808.0,801.0
unmatched_applicants,821.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,730.0,728.0,735.0,742.0,743.0,743.0,757.0,758.0,761.0,768.0,778.0,783.0,786.0,789.0,798.0,799.0,818.0
unmatched_applicants,820.0,732.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,737.0,742.0,737.0,747.0,758.0,757.0,765.0,775.0,778.0,782.0,786.0,799.0,797.0,800.0,810.0
unmatched_applicants,816.0,727.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,729.0,730.0,729.0,741.0,740.0,747.0,758.0,759.0,761.0,774.0,776.0,782.0,784.0,787.0,796.0,801.0,819.0
unmatched_applicants,821.0,730.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,728.0,737.0,737.0,745.0,738.0,755.0,753.0,761.0,759.0,771.0,774.0,782.0,789.0,791.0,798.0,802.0,808.0
unmatched_applicants,821.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,728.0,726.0,726.0,737.0,745.0,741.0,753.0,751.0,767.0,762.0,772.0,782.0,782.0,783.0,798.0,792.0,802.0,811.0
unmatched_applicants,821.0,730.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,726.0,727.0,739.0,745.0,754.0,761.0,763.0,760.0,766.0,777.0,780.0,789.0,790.0,790.0,803.0,810.0
unfilled_spots,101.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,18.0,23.0,20.0,23.0,26.0,38.0,40.0,49.0,53.0,58.0,62.0,68.0,74.0,77.0
unfilled_spots,93.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,14.0,11.0,29.0,28.0,35.0,39.0,44.0,47.0,56.0,53.0,70.0,65.0,73.0,79.0
unfilled_spots,92.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,12.0,13.0,19.0,33.0,36.0,37.0,43.0,54.0,49.0,60.0,66.0,74.0,74.0,79.0
unfilled_spots,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,10.0,12.0,15.0,15.0,31.0,41.0,39.0,46.0,53.0,57.0,59.0,69.0,72.0,82.0,75.0
unfilled_spots,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,9.0,16.0,17.0,17.0,31.0,32.0,35.0,42.0,52.0,57.0,60.0,63.0,72.0,73.0,92.0
unfilled_spots,94.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,16.0,11.0,21.0,32.0,31.0,39.0,49.0,52.0,56.0,60.0,73.0,71.0,74.0,84.0
