Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,1005.0,895.0,893.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,903.0,907.0,920.0,950.0,974.0,992.0
unmatched_applicants,1013.0,894.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,896.0,904.0,920.0,952.0,992.0,1003.0
unmatched_applicants,1007.0,894.0,900.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,893.0,895.0,894.0,911.0,941.0,996.0,983.0
unmatched_applicants,1006.0,899.0,896.0,890.0,890.0,890.0,890.0,890.0,890.0,893.0,893.0,895.0,905.0,920.0,948.0,985.0,1002.0
unmatched_applicants,1015.0,894.0,896.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,896.0,893.0,927.0,946.0,956.0,980.0
unmatched_applicants,1005.0,897.0,894.0,891.0,890.0,890.0,890.0,890.0,890.0,890.0,894.0,914.0,900.0,918.0,942.0,971.0,983.0
unmatched_applicants,1010.0,895.0,894.0,893.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,916.0,901.0,910.0,949.0,970.0,997.0
unmatched_applicants,1021.0,895.0,894.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,895.0,895.0,907.0,932.0,957.0,964.0,985.0
unmatched_applicants,1003.0,895.0,898.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,892.0,902.0,895.0,920.0,947.0,981.0,979.0
unmatched_applicants,1029.0,894.0,892.0,892.0,890.0,890.0,890.0,890.0,890.0,890.0,891.0,894.0,899.0,922.0,945.0,976.0,983.0
unfilled_spots,115.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,17.0,30.0,60.0,84.0,102.0
unfilled_spots,123.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,30.0,62.0,102.0,113.0
unfilled_spots,117.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,21.0,51.0,106.0,93.0
unfilled_spots,116.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,15.0,30.0,58.0,95.0,112.0
unfilled_spots,125.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,37.0,56.0,66.0,90.0
unfilled_spots,115.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,10.0,28.0,52.0,81.0,93.0
unfilled_spots,120.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,11.0,20.0,59.0,80.0,107.0
unfilled_spots,131.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,17.0,42.0,67.0,74.0,95.0
unfilled_spots,113.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,5.0,30.0,57.0,91.0,89.0
unfilled_spots,139.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,32.0,55.0,86.0,93.0
reviews_per_program,137.93564356435644,137.93564356435644,137.93564356435644,137.93564356435644,137.93564356435644,136.76980198019803,128.75,106.13613861386139,82.96534653465346,75.43564356435644,81.41336633663366,89.25247524752476,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783
