Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,3102.0,2463.0,2446.0,2445.0,2435.0,2435.0,2452.0,2516.0,2513.0,2600.0,2687.0,2745.0,2837.0,2865.0,2905.0
unmatched_applicants,3132.0,2476.0,2439.0,2437.0,2435.0,2436.0,2459.0,2496.0,2509.0,2597.0,2662.0,2771.0,2820.0,2872.0,2914.0
unmatched_applicants,3135.0,2474.0,2444.0,2437.0,2435.0,2435.0,2450.0,2499.0,2518.0,2608.0,2671.0,2757.0,2820.0,2866.0,2930.0
unmatched_applicants,3094.0,2476.0,2445.0,2438.0,2435.0,2435.0,2445.0,2506.0,2515.0,2609.0,2665.0,2738.0,2791.0,2878.0,2935.0
unmatched_applicants,3130.0,2471.0,2443.0,2435.0,2435.0,2435.0,2465.0,2510.0,2521.0,2596.0,2666.0,2767.0,2812.0,2882.0,2929.0
unmatched_applicants,3111.0,2465.0,2445.0,2439.0,2435.0,2438.0,2451.0,2500.0,2528.0,2598.0,2670.0,2762.0,2835.0,2870.0,2922.0
unmatched_applicants,3121.0,2480.0,2452.0,2436.0,2435.0,2435.0,2464.0,2510.0,2516.0,2572.0,2696.0,2739.0,2836.0,2864.0,2918.0
unmatched_applicants,3108.0,2459.0,2444.0,2439.0,2435.0,2439.0,2459.0,2511.0,2530.0,2605.0,2689.0,2767.0,2817.0,2858.0,2919.0
unmatched_applicants,3128.0,2458.0,2439.0,2437.0,2435.0,2437.0,2447.0,2508.0,2510.0,2593.0,2689.0,2767.0,2817.0,2874.0,2930.0
unmatched_applicants,3115.0,2463.0,2441.0,2437.0,2435.0,2438.0,2452.0,2515.0,2512.0,2609.0,2673.0,2741.0,2816.0,2862.0,2905.0
unfilled_spots,667.0,28.0,11.0,10.0,0.0,0.0,17.0,81.0,78.0,165.0,252.0,310.0,402.0,430.0,470.0
unfilled_spots,697.0,41.0,4.0,2.0,0.0,1.0,24.0,61.0,74.0,162.0,227.0,336.0,385.0,437.0,479.0
unfilled_spots,700.0,39.0,9.0,2.0,0.0,0.0,15.0,64.0,83.0,173.0,236.0,322.0,385.0,431.0,495.0
unfilled_spots,659.0,41.0,10.0,3.0,0.0,0.0,10.0,71.0,80.0,174.0,230.0,303.0,356.0,443.0,500.0
unfilled_spots,695.0,36.0,8.0,0.0,0.0,0.0,30.0,75.0,86.0,161.0,231.0,332.0,377.0,447.0,494.0
