Parameter,0,1,2,3,4,5,6,7,8,9,10,11
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unmatched_applicants,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviews_per_program,443.2,443.2,328.0,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,375.1714285714286,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,345.65714285714284,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,337.7142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,342.8857142857143,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,344.9142857142857,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,344.9428571428571,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,366.14285714285717,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,353.48571428571427,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
reviews_per_program,443.2,443.2,329.6,94.97142857142858,126.62857142857143,158.28571428571428,189.94285714285715,221.6,253.25714285714287,284.9142857142857,316.57142857142856,348.22857142857146
pct_interview_given_signal,0.0,1.0,0.9778880866425993,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685018050541516,0.23866827115924588,0.2148014440433213,0.195274040039383
pct_interview_given_signal,0.0,1.0,0.9756317689530686,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685018050541516,0.23866827115924588,0.2148014440433213,0.195274040039383
pct_interview_given_signal,0.0,1.0,0.9842057761732852,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685018050541516,0.23866827115924588,0.2148014440433213,0.195274040039383
pct_interview_given_signal,0.0,1.0,0.9742779783393501,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685018050541516,0.23866827115924588,0.2148014440433213,0.195274040039383
pct_interview_given_signal,0.0,1.0,0.9828519855595668,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685018050541516,0.23866827115924588,0.2148014440433213,0.195274040039383
pct_interview_given_signal,0.0,1.0,0.980595667870036,0.7160048134777377,0.5370036101083032,0.4296028880866426,0.35800240673886885,0.30685920577617326,0.2685018050541516,0.23866827115924588,0.2148014440433213,0.195274040039383
