Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,1244.0,1003.0,1007.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1001.0,1008.0,1032.0,1043.0,1058.0,1080.0,1105.0,1120.0,1131.0,1150.0,1164.0,1155.0,1185.0
unmatched_applicants,1236.0,1007.0,1003.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1010.0,1034.0,1028.0,1052.0,1084.0,1106.0,1099.0,1122.0,1148.0,1162.0,1184.0,1185.0
unmatched_applicants,1255.0,1004.0,1001.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1015.0,1029.0,1042.0,1055.0,1071.0,1092.0,1108.0,1139.0,1137.0,1165.0,1189.0,1186.0
unmatched_applicants,1230.0,1010.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1014.0,1005.0,1042.0,1040.0,1068.0,1084.0,1091.0,1105.0,1119.0,1138.0,1174.0,1183.0,1183.0
unmatched_applicants,1251.0,1005.0,1007.0,999.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1004.0,1009.0,1028.0,1035.0,1059.0,1080.0,1086.0,1085.0,1143.0,1136.0,1159.0,1199.0,1212.0
unmatched_applicants,1241.0,1004.0,1001.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1002.0,1020.0,1032.0,1028.0,1059.0,1070.0,1095.0,1113.0,1137.0,1162.0,1157.0,1188.0,1184.0
unmatched_applicants,1256.0,1018.0,1008.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,999.0,1006.0,998.0,1020.0,1027.0,1032.0,1066.0,1088.0,1095.0,1118.0,1132.0,1145.0,1154.0,1149.0,1207.0
unmatched_applicants,1259.0,1017.0,1007.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1000.0,998.0,1002.0,1029.0,1024.0,1035.0,1072.0,1097.0,1104.0,1135.0,1156.0,1166.0,1167.0,1183.0
unmatched_applicants,1259.0,1000.0,1001.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1004.0,1014.0,1029.0,1039.0,1063.0,1059.0,1100.0,1102.0,1124.0,1150.0,1175.0,1180.0,1204.0
unmatched_applicants,1256.0,1006.0,1010.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1002.0,1019.0,1023.0,1034.0,1060.0,1073.0,1102.0,1102.0,1111.0,1143.0,1150.0,1177.0,1176.0
unfilled_spots,246.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,34.0,45.0,60.0,82.0,107.0,122.0,133.0,152.0,166.0,157.0,187.0
unfilled_spots,238.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,30.0,54.0,86.0,108.0,101.0,124.0,150.0,164.0,186.0,187.0
unfilled_spots,257.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.0,44.0,57.0,73.0,94.0,110.0,141.0,139.0,167.0,191.0,188.0
unfilled_spots,232.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,44.0,42.0,70.0,86.0,93.0,107.0,121.0,140.0,176.0,185.0,185.0
unfilled_spots,253.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,30.0,37.0,61.0,82.0,88.0,87.0,145.0,138.0,161.0,201.0,214.0
unfilled_spots,243.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,34.0,30.0,61.0,72.0,97.0,115.0,139.0,164.0,159.0,190.0,186.0
unfilled_spots,258.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,22.0,29.0,34.0,68.0,90.0,97.0,120.0,134.0,147.0,156.0,151.0,209.0
unfilled_spots,261.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,31.0,26.0,37.0,74.0,99.0,106.0,137.0,158.0,168.0,169.0,185.0
unfilled_spots,261.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,31.0,41.0,65.0,61.0,102.0,104.0,126.0,152.0,177.0,182.0,206.0
unfilled_spots,258.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,25.0,36.0,62.0,75.0,104.0,104.0,113.0,145.0,152.0,179.0,178.0
reviews_per_program,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,638.032,575.964,454.504,318.264,276.192,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728,559.72,575.712,591.704
reviews_per_program,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,634.776,583.584,436.604,292.912,278.14,289.14,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728,559.72,575.712,591.704
reviews_per_program,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,634.536,589.3,431.56,309.984,282.36,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728,559.72,575.712,591.704
reviews_per_program,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,637.948,572.056,443.892,309.004,280.996,289.424,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728,559.72,575.712,591.704
reviews_per_program,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,629.528,577.252,430.524,307.664,273.344,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728,559.72,575.712,591.704
reviews_per_program,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,639.68,634.632,592.008,439.412,290.308,278.168,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752,511.744,527.736,543.728,559.72,575.712,591.704
