Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,593.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,574.0,573.0,573.0,579.0,582.0
unmatched_applicants,593.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,564.0,566.0,571.0,572.0,571.0,580.0,582.0
unmatched_applicants,596.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,565.0,564.0,568.0,573.0,570.0,575.0,578.0,583.0
unmatched_applicants,593.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,563.0,570.0,571.0,572.0,578.0,577.0,581.0
unmatched_applicants,597.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,563.0,566.0,571.0,572.0,574.0,573.0,578.0,581.0
unmatched_applicants,594.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,569.0,570.0,570.0,575.0,579.0,583.0
unmatched_applicants,591.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,562.0,562.0,567.0,573.0,572.0,574.0,576.0,582.0
unmatched_applicants,591.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,564.0,566.0,573.0,573.0,573.0,578.0,580.0
unmatched_applicants,596.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,571.0,566.0,572.0,574.0,577.0,581.0
unmatched_applicants,592.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,567.0,574.0,570.0,572.0,577.0,582.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,11.0,11.0,17.0,20.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,9.0,10.0,9.0,18.0,20.0
unfilled_spots,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,11.0,8.0,13.0,16.0,21.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,9.0,10.0,16.0,15.0,19.0
unfilled_spots,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,10.0,12.0,11.0,16.0,19.0
unfilled_spots,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,13.0,17.0,21.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,11.0,10.0,12.0,14.0,20.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,11.0,11.0,11.0,16.0,18.0
unfilled_spots,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,10.0,12.0,15.0,19.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,8.0,10.0,15.0,20.0
