Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,272.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,248.0,247.0,252.0,248.0,252.0,255.0,251.0,258.0,259.0,258.0,258.0,260.0,264.0,267.0,266.0,264.0,267.0,271.0
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,247.0,247.0,251.0,251.0,250.0,252.0,254.0,257.0,260.0,259.0,262.0,262.0,265.0,265.0,265.0,266.0,269.0
unmatched_applicants,272.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,248.0,248.0,249.0,250.0,253.0,253.0,256.0,257.0,258.0,260.0,262.0,261.0,266.0,267.0,266.0,267.0,271.0
unmatched_applicants,269.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,249.0,252.0,252.0,256.0,255.0,259.0,259.0,260.0,261.0,264.0,262.0,264.0,267.0,264.0,269.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,252.0,252.0,252.0,256.0,257.0,257.0,259.0,262.0,263.0,264.0,266.0,267.0,267.0,270.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,248.0,249.0,248.0,248.0,251.0,251.0,252.0,253.0,257.0,257.0,256.0,259.0,262.0,264.0,263.0,266.0,265.0,269.0,267.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,247.0,248.0,247.0,249.0,248.0,252.0,254.0,255.0,256.0,262.0,258.0,261.0,264.0,265.0,265.0,264.0,267.0,269.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,249.0,248.0,247.0,248.0,250.0,248.0,253.0,255.0,255.0,258.0,259.0,260.0,262.0,262.0,262.0,268.0,270.0,267.0,269.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,248.0,248.0,249.0,247.0,249.0,252.0,253.0,254.0,256.0,257.0,260.0,259.0,261.0,264.0,265.0,266.0,268.0,270.0,265.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,247.0,248.0,252.0,251.0,256.0,254.0,258.0,258.0,262.0,261.0,262.0,264.0,265.0,268.0,269.0,269.0
unmatched_applicants,270.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,250.0,252.0,251.0,254.0,254.0,258.0,257.0,256.0,262.0,261.0,265.0,264.0,265.0,267.0,269.0,269.0
unmatched_applicants,273.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,249.0,249.0,251.0,251.0,256.0,259.0,253.0,259.0,257.0,262.0,262.0,265.0,266.0,267.0,269.0,270.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,250.0,252.0,251.0,256.0,253.0,256.0,259.0,261.0,261.0,264.0,265.0,266.0,265.0,268.0,270.0
unmatched_applicants,271.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,247.0,250.0,248.0,251.0,252.0,251.0,253.0,254.0,258.0,260.0,261.0,260.0,261.0,262.0,266.0,267.0,267.0,270.0
unmatched_applicants,268.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,247.0,248.0,248.0,248.0,252.0,254.0,256.0,259.0,259.0,262.0,260.0,264.0,264.0,267.0,268.0,268.0,269.0
unmatched_applicants,270.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,248.0,248.0,247.0,249.0,252.0,251.0,255.0,253.0,257.0,259.0,258.0,262.0,263.0,265.0,266.0,268.0,268.0,270.0
unmatched_applicants,272.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,249.0,248.0,248.0,248.0,251.0,253.0,251.0,257.0,255.0,259.0,259.0,262.0,264.0,262.0,264.0,267.0,270.0,268.0
