app_cut,prop_unmatched
1,0.0
2,0.009999999999999998
3,0.10851063829787229
4,0.11791666666666666
5,0.7051063829787235
6,0.04833333333333332
7,0.5483333333333333
8,0.9391489361702132
9,1.0
10,1.0
