app_cut,prop_unmatched
1,0.0
2,0.0
3,0.0003814713896457765
4,0.0
5,0.046839237057220685
6,2.7247956403269754e-05
7,0.07435197817189632
8,0.5797547683923705
9,0.9999455040871935
10,1.0
