signal,n_sims,match_rate_mean,match_rate_ci_low,match_rate_ci_high,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,applicant_pref_rank_mean,applicant_pref_rank_ci_low,applicant_pref_rank_ci_high,program_pref_rank_mean,program_pref_rank_ci_low,program_pref_rank_ci_high,matched_app_quality_mean,matched_app_quality_ci_low,matched_app_quality_ci_high,matched_prog_quality_mean,matched_prog_quality_ci_low,matched_prog_quality_ci_high
0,50,0.21384156446801456,0.2129840381841131,0.214699090751916,0.35742936288088634,0.35599603501466437,0.3588626907471083,0.16862272909407516,0.16649391679421255,0.17075154139393778,0.564833340843336,0.5626715518685508,0.5669951298181213,0.10690918467417566,0.10647429553940245,0.10734407380894888,0.2051572441978338,0.20273577776261997,0.20757871063304761
1,50,0.5946171693735498,0.5941460000757615,0.5950883386713381,0.9938836565096955,0.9930961120379906,0.9946712009814003,1.303448480115474e-05,-5.5001238061588655e-06,3.156909340846835e-05,0.037459135297337826,0.03742507084135391,0.03749319975332174,0.3260920532498556,0.32535096253129936,0.3268331439684118,0.5002336577304418,0.4998710729274414,0.5005962425334423
2,50,0.5980178985747431,0.5979114441548745,0.5981243529946116,0.9995678670360111,0.9993899318644082,0.999745802207614,0.3054362767209218,0.30240625593132275,0.3084662975105208,0.08075733114399702,0.0805946791835967,0.08091998310439735,0.31909562502548483,0.3186606854002653,0.31953056465070434,0.4996820901784742,0.49933009529099387,0.5000340850659546
3,50,0.5982764335432549,0.5982764335432549,0.5982764335432549,1.0,1.0,1.0,0.36269776328731473,0.36069698687903756,0.3646985396955919,0.12322286170273633,0.12297730000784522,0.12346842339762744,0.3132964135873678,0.3129432086185678,0.31364961855616785,0.4999148936170213,0.49961297146881994,0.5002168157652227
4,50,0.5982764335432549,0.5982764335432549,0.5982764335432549,1.0,1.0,1.0,0.3949976016281164,0.3932804486975024,0.39671475455873045,0.16502336046127877,0.1646285234707696,0.16541819745178796,0.30893667384292084,0.30873491938205966,0.309138428303782,0.5000323569281546,0.4997405112245853,0.500324202631724
5,50,0.5982764335432549,0.5982764335432549,0.5982764335432549,1.0,1.0,1.0,0.41562466625703026,0.4142446980663113,0.4170046344477492,0.20631843489978383,0.20592912439020503,0.20670774540936263,0.30629610131009505,0.30612353496460715,0.30646866765558295,0.4997776860965403,0.49950250129249607,0.5000528709005845
6,50,0.5982764335432549,0.5982764335432549,0.5982764335432549,1.0,1.0,1.0,0.42911633082359496,0.42794955584596583,0.4302831058012241,0.24807709241565473,0.24771651551677557,0.2484376693145339,0.30437086048920997,0.3041997654801226,0.3045419554982973,0.5001110980137914,0.4998305455590151,0.5003916504685676
7,50,0.5982764335432549,0.5982764335432549,0.5982764335432549,1.0,1.0,1.0,0.4387552305804383,0.4375011770924182,0.4400092840684584,0.28964371723266674,0.2891247393160781,0.29016269514925536,0.30331832810421977,0.3031901705068069,0.30344648570163263,0.5000601166971179,0.4997865441674344,0.5003336892268014
8,50,0.5982698044414981,0.5982564827627634,0.5982831261202328,0.9999889196675901,0.9999666529059599,1.0000111864292203,0.4467984023348526,0.44566384611742055,0.4479329585522846,0.3310756468945485,0.33042154711075344,0.33172974667834354,0.3022945941150588,0.3022024088738107,0.3023867793563069,0.5002556843746638,0.49999392430150535,0.5005174444478223
9,50,0.5980775604905536,0.5979105644098718,0.5982445565712354,0.9996675900277009,0.999388461398661,0.9999467186567408,0.4516395776796559,0.4505549562672719,0.4527241990920399,0.3727029864627914,0.3720872193845998,0.37331875354098293,0.30167432873185984,0.3015517188693393,0.3017969385943804,0.4998184772139637,0.49944702764331644,0.500189926784611
