,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.8596637353069215,0.13816180493152877,0.0021744597615499257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.49841403654383576,0.46723256966503934,0.03435339379112505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.18992472546112438,0.5660390805807314,0.23781113654056352,0.006225057417580925,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.06046616850354549,0.3295691370478144,0.5431332672380459,0.06617022502480198,0.0006612021857923498,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.013159199760640016,0.11009458875779607,0.5133553031480036,0.3441806527512212,0.019210255582339294,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0013061872025383397,0.023349146931763327,0.2201089914152622,0.6180384876792037,0.13428750494503824,0.0029096818261942535,0.0,0.0,0.0,0.0
prog_cut_7,0.0003225806451612903,0.0059604699717404645,0.07194651535295686,0.40874690705171574,0.47757547353894,0.035140361131793064,0.0003076923076923077,0.0,0.0,0.0
prog_cut_8,0.0,0.0009841443411700381,0.01619558269523658,0.14277397709771164,0.5677481834479322,0.26473822446490275,0.007559887953046826,0.0,0.0,0.0
prog_cut_9,0.0,0.0,0.003583097051245826,0.04667893023159166,0.2947309873231626,0.5670703790620152,0.08761402568682344,0.0003225806451612903,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.013202100838526808,0.12345232650151546,0.5103823579678598,0.3370830874388288,0.015880127253269018,0.0,0.0
