,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.9014390223396431,0.09742530392984886,0.001135673730507797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.5820903380341894,0.40749004316556586,0.010419618800244786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.24327904795000607,0.6493263379429258,0.1068945452270574,0.0005000688800110208,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.08090373647629784,0.4511995887341562,0.45391658539238244,0.013980089397163482,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.02485766754647895,0.17909510812774465,0.6544840534525785,0.13833629982262116,0.003226871050576845,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.004654889495437478,0.060442649373225736,0.412312112866848,0.5058840199291036,0.01670632833538513,0.0,0.0,0.0,0.0,0.0
prog_cut_7,0.0003362294271385181,0.018944604254039252,0.16505561978396482,0.631443405346421,0.18304600720327968,0.001174133985156928,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0038471087739512873,0.051992607620090475,0.3830666548112333,0.5312750277619748,0.029818601032750313,0.0,0.0,0.0,0.0
prog_cut_9,0.0,0.00017241379310344826,0.013276469986379144,0.14168184513842452,0.6264238012785366,0.2174437330686182,0.001001736734938316,0.0,0.0,0.0
prog_cut_10,0.0,0.0,0.0037435007287997617,0.046117997559695756,0.3557244677085072,0.561312454976452,0.032765420834455036,0.0003361581920903955,0.0,0.0
