,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.846672157529768,0.1524611827414024,0.0008666597288292101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.37783028233215177,0.5749839403102692,0.047055907227709276,0.00012987012987012987,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.1013842621236853,0.444368338412914,0.4376263328682441,0.01662106659515658,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.02278971073339247,0.1410165107236995,0.5758118167870285,0.25670942433114563,0.0036725374247338865,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.0028415944653413343,0.036854709367445594,0.22644611310112686,0.6162747957994168,0.11660113641064532,0.0009816508560238594,0.0,0.0,0.0,0.0
prog_cut_6,0.000775171103064293,0.0075494641310055385,0.0527425286529826,0.3475752274378,0.5586460160223801,0.03258338752456224,0.0001282051282051282,0.0,0.0,0.0
prog_cut_7,0.0,0.0007416095252877163,0.01034480568306752,0.09028481525929583,0.48352984378508984,0.4028292484008621,0.012269677346396684,0.0,0.0,0.0
prog_cut_8,0.0,0.00013422818791946307,0.0012136886857664032,0.020902487704028153,0.15506833598007902,0.6103763941883432,0.21113370755851243,0.0011711576953512437,0.0,0.0
prog_cut_9,0.0,0.0001626016260162602,0.00013513513513513514,0.0036155498587301885,0.046305257134141124,0.285276689930122,0.5978705039706633,0.06650003415727235,0.00013422818791946307,0.0
prog_cut_10,0.0,0.0,0.00019047619047619048,0.0005583516483516483,0.00861392587395046,0.09604778381086146,0.5290519155792939,0.35850167067571775,0.007035876221348459,0.0
