app_cut,prop_unmatched
1,0.0
2,0.0
3,0.00012578616352201257
4,0.002264150943396226
5,0.031194968553459115
6,0.3023899371069183
7,0.8826415094339619
8,0.9984905660377359
9,1.0
10,1.0
