,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.9966302091501521,0.003369790849847705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.2764394110464276,0.7235605889535721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.0012127287907808997,0.47479013119498004,0.5234250716989243,0.0005720683153145266,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.0,0.05780738353383673,0.646447140527987,0.29574547593817646,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.0,0.016192898485724874,0.10671457383372611,0.8236125745953973,0.05347995308515194,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0,0.0,6.349206349206349e-05,0.10019660459036527,0.7355346827200886,0.16420522062605417,0.0,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.0,0.04987535990610859,0.41694470142875284,0.5331799386651387,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.0,0.005364217479723087,0.062329865744626234,0.4579963547829593,0.427178097893408,0.0471314640992833,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.09064666405631489,0.6058294338346518,0.3035239021090336,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.030086746164667205,0.23752881337690035,0.7129451583145224,0.019439282143909997,0.0
