signal,n_sims,match_rate_mean,match_rate_ci_low,match_rate_ci_high,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,applicant_pref_rank_mean,applicant_pref_rank_ci_low,applicant_pref_rank_ci_high,program_pref_rank_mean,program_pref_rank_ci_low,program_pref_rank_ci_high,matched_app_quality_mean,matched_app_quality_ci_low,matched_app_quality_ci_high,matched_prog_quality_mean,matched_prog_quality_ci_low,matched_prog_quality_ci_high
10,50,0.6813286713286711,0.6808793168692877,0.6817780257880546,0.9992820512820512,0.9986229980749555,0.9999411044891469,0.6793461456029047,0.6758929389093844,0.6827993522964251,0.20941103399982633,0.20652162561998408,0.21230044237966858,0.3504370722359775,0.3497083270458065,0.35116581742614844,0.49986406514092,0.49810882957344965,0.5016193007083904
11,50,0.6797902097902098,0.6788682574247812,0.6807121621556383,0.997025641025641,0.9956734442230124,0.9983778378282695,0.687991906482642,0.6844655151092981,0.6915182978559858,0.2206310706382672,0.21766961949966654,0.22359252177686786,0.35064839765285927,0.34965986895061785,0.3516369263551007,0.5013459400358162,0.4995602977984117,0.5031315822732207
12,50,0.679160839160839,0.6781863930287098,0.6801352852929683,0.9961025641025641,0.994673376442108,0.9975317517630203,0.6349786563634582,0.632228448162828,0.6377288645640884,0.2788525814304209,0.27600498065172346,0.28170018220911835,0.34582415954550116,0.3450050013415454,0.34664331774945695,0.4995634634348345,0.4979450716906869,0.5011818551789821
13,50,0.6781118881118882,0.6770231643409765,0.6792006118827998,0.9945641025641027,0.9929673077000989,0.9961608974281064,0.6346479513028197,0.6298688585136466,0.6394270440919928,0.2901006977610533,0.2858590670728254,0.2943423284492812,0.3454348544489252,0.3446593541417477,0.3462103547561027,0.5001767832938476,0.49801770642939663,0.5023358601582986
14,50,0.6737062937062938,0.6722525041838222,0.6751600832287653,0.9881025641025641,0.9859703394696059,0.9902347887355224,0.6332298611094265,0.6284191050475163,0.6380406171713366,0.2929195241436041,0.28839125606994503,0.2974477922172632,0.34416787546169336,0.34333724726978865,0.3449985036535981,0.5016182295399838,0.49987842046159037,0.5033580386183772
15,50,0.6706293706293707,0.6691270445493941,0.6721316967093472,0.9835897435897436,0.981386332005778,0.9857931551737092,0.6247741910378259,0.6206486572220958,0.628899724853556,0.29583554573530774,0.29137329878641804,0.30029779268419743,0.34381684327539375,0.34298086762082863,0.34465281892995886,0.504705642430292,0.5027787439045268,0.5066325409560573
16,50,0.6663636363636363,0.6643957079795952,0.6683315647476773,0.9773333333333335,0.9744470383700733,0.9802196282965937,0.5804192838884348,0.575154779342204,0.5856837884346655,0.34107542579554156,0.33537085257866095,0.3467799990124222,0.34003895473030277,0.3392517002797482,0.3408262091808573,0.5069605536917375,0.5050181338735376,0.5089029735099375
17,50,0.662027972027972,0.6600344057790125,0.6640215382769316,0.9709743589743589,0.9680504618092183,0.9738982561394995,0.5772830937053813,0.5716475526548821,0.5829186347558806,0.3439736883393276,0.33884503610726746,0.3491023405713878,0.3383080177043288,0.33749265549071844,0.3391233799179391,0.5066260414832952,0.5048713504892522,0.5083807324773381
18,50,0.6558741258741259,0.6537392024853873,0.6580090492628644,0.9619487179487178,0.958817496978568,0.9650799389188677,0.5754175892938683,0.5681602434127977,0.582674935174939,0.3386117407681181,0.3320418951069702,0.34518158642926605,0.3366577548317924,0.3356609191210944,0.33765459054249036,0.5099708881085173,0.5078641324478637,0.512077643769171
19,50,0.6530769230769231,0.6512228824337902,0.654930963720056,0.9578461538461538,0.9551268942362255,0.960565413456082,0.5642159868140697,0.5576802401027128,0.5707517335254266,0.3399235083045772,0.3339380081600894,0.34590900844906497,0.33579229066006183,0.33498690060668546,0.3365976807134382,0.5108952762688583,0.5088822200555192,0.5129083324821975
20,50,0.6491608391608392,0.6466245413792407,0.6516971369424377,0.9521025641025642,0.9483826606895531,0.9558224675155753,0.5313340372352734,0.5250142565209244,0.5376538179496224,0.3820460976526084,0.37551857859680093,0.38857361670841584,0.33321026817535143,0.3322197516786121,0.33420078467209074,0.5127703009144986,0.510913853762513,0.5146267480664842
21,50,0.6444055944055944,0.6422881100865144,0.6465230787246744,0.9451282051282051,0.9420225614602211,0.948233848796189,0.5277949790406502,0.5226524252890846,0.5329375327922158,0.3822479622789631,0.3764128666230382,0.38808305793488806,0.3321742799444678,0.33143469874965503,0.33291386113928056,0.5137173969798542,0.5114785598990168,0.5159562340606916
22,50,0.6438461538461538,0.6415925753037918,0.6460997323885159,0.9443076923076923,0.9410024437788946,0.94761294083649,0.5142947715992109,0.5078879147834714,0.5207016284149504,0.38924549503027367,0.3831810150619642,0.3953099749985831,0.33246402765538796,0.3314417835290321,0.33348627178174384,0.5158198318202952,0.5134740334602012,0.5181656301803893
23,50,0.6367132867132868,0.634713261591481,0.6387133118350925,0.9338461538461539,0.9309127836675054,0.9367795240248024,0.5186504015628666,0.5128586333408621,0.524442169784871,0.37436017724648984,0.3686830958169317,0.380037258676048,0.3306961841146004,0.32987485306606545,0.3315175151631353,0.5195836648581564,0.5173323671513212,0.5218349625649916
24,50,0.6321678321678322,0.6299233032786608,0.6344123610570037,0.9271794871794872,0.9238875114753691,0.9304714628836053,0.4819117686265008,0.4742282937964282,0.4895952434565734,0.4239048212810962,0.4164855131793668,0.4313241293828256,0.3284513924159457,0.3276173163833711,0.32928546844852025,0.5176720918518979,0.5154274641254842,0.5199167195783115
25,50,0.6272727272727273,0.6245054862098319,0.6300399683356227,0.92,0.9159413797744201,0.9240586202255799,0.488974668960578,0.4841255803644802,0.4938237575566758,0.4116896555044315,0.40706690667085366,0.4163124043380093,0.3274385730433886,0.32636406418801156,0.3285130818987656,0.5218981280629726,0.5200747962480429,0.5237214598779024
26,50,0.6174825174825176,0.6148116224140051,0.6201534125510301,0.9056410256410257,0.901723712873874,0.9095583384081773,0.4720378086344386,0.4660092816614036,0.47806633560747364,0.41793731696483005,0.4125623350434018,0.4233122988862583,0.3257594933613601,0.3249494855812002,0.32656950114152006,0.5230941081080339,0.5214130470723657,0.5247751691437021
27,50,0.6084615384615385,0.6060483619550879,0.6108747149679891,0.8924102564102566,0.8888709308674624,0.8959495819530509,0.46244974705845565,0.4564346332835744,0.4684648608333369,0.42362367395587447,0.4178327213575444,0.42941462655420454,0.3241558635456254,0.3232550118335066,0.32505671525774427,0.5239577068443055,0.5223803723072773,0.5255350413813338
28,50,0.5958041958041956,0.5930079776048999,0.5986004140034914,0.8738461538461538,0.86974503382052,0.8779472738717876,0.44500676778506987,0.4395254563420955,0.45048807922804424,0.4416654220030214,0.4368751054109781,0.44645573859506466,0.3227702175393632,0.32184543552315736,0.323694999555569,0.5276235439461034,0.5257882899060843,0.5294587979861226
29,50,0.58,0.5771776711468434,0.5828223288531565,0.8506666666666667,0.8465272510153703,0.8548060823179631,0.44117470629167294,0.43688969761583096,0.4454597149675149,0.43114969287620886,0.4266545706140375,0.4356448151383802,0.32221731558093497,0.3207514141796014,0.32368321698226854,0.5311020849104274,0.5288034622130199,0.533400707607835
30,50,0.5695804195804196,0.5672456779354105,0.5719151612254287,0.8353846153846153,0.831960327638602,0.8388089031306286,0.4315610598215746,0.42726902205169626,0.43585309759145296,0.43187826032203264,0.42787315033625506,0.4358833703078102,0.3232184172507977,0.321791096739685,0.3246457377619104,0.5343018379886844,0.5322765828924039,0.5363270930849648
31,50,0.5534965034965035,0.5508540532757851,0.5561389537172219,0.8117948717948715,0.8079192781378178,0.8156704654519252,0.42296737457046013,0.4173446194274319,0.42859012971348837,0.42276980620022137,0.4188415330015656,0.4266980793988771,0.32582823839257613,0.3244112532790372,0.32724522350611507,0.5382170645023361,0.5358991095548424,0.5405350194498297
32,50,0.5437062937062938,0.5412619203342187,0.5461506670783688,0.7974358974358975,0.7938508164901874,0.8010209783816076,0.4124856154111971,0.40826550253594834,0.41670572828644586,0.44272677287237217,0.43973188361314713,0.4457216621315972,0.3291789198284225,0.32757016774338577,0.33078767191345926,0.5447535204004845,0.5425850370198889,0.5469220037810801
33,50,0.5306993006993007,0.5282137243655982,0.5331848770330032,0.7783589743589743,0.7747134624028773,0.7820044863150712,0.408065069214583,0.40305746937451004,0.413072669054656,0.43620189644697066,0.4325615937668445,0.4398421991270968,0.3309442690605779,0.32943534492131066,0.3324531931998451,0.5461522579106465,0.5440352756996051,0.5482692401216879
34,50,0.5203496503496503,0.5176287480348493,0.5230705526644513,0.7631794871794871,0.7591888304511123,0.767170143907862,0.4022130284071556,0.3972395010452575,0.4071865557690537,0.4331938508499792,0.42964266196825807,0.4367450397317003,0.33396794867194574,0.3324850700072107,0.33545082733668075,0.550320791687867,0.5481831691481169,0.552458414227617
35,50,0.5074825174825175,0.5053389277613023,0.5096261072037327,0.7443076923076923,0.7411637607165767,0.7474516238988079,0.40485832534332294,0.40055244860969036,0.40916420207695553,0.42286754697066603,0.4204336645691681,0.425301429372164,0.33667282768007945,0.33501471278731976,0.33833094257283913,0.5529094891183246,0.5507634554658023,0.5550555227708469
36,50,0.4941258741258742,0.49155148657214354,0.4967002616796049,0.7247179487179488,0.7209421803058105,0.7284937171300871,0.3859357828135181,0.3808518518862633,0.3910197137407729,0.44349562806826603,0.4409797117002588,0.4460115444362733,0.33810861510156953,0.33648535540280067,0.3397318748003384,0.5549178751068523,0.5525636090328693,0.5572721411808353
37,50,0.4875524475524476,0.4849724301807958,0.4901324649240994,0.715076923076923,0.7112928975985003,0.7188609485553458,0.3904940303362468,0.38594868243941244,0.39503937823308116,0.43602863237179745,0.43311151264291037,0.43894575210068454,0.3431189510118385,0.3418468998451079,0.34439100217856905,0.5604414625168397,0.5586550245405824,0.562227900493097
38,50,0.48013986013986015,0.4780016356372415,0.4822780846424788,0.7042051282051282,0.7010690656012875,0.7073411908089688,0.40073294646708424,0.39718273115687397,0.4042831617772945,0.42416683403370053,0.4220001607706555,0.4263335072967456,0.348669432201321,0.34733269070412454,0.3500061736985175,0.5686524792133768,0.5670439746363717,0.5702609837903819
39,50,0.4647552447552447,0.4619314882481685,0.46757900126232094,0.6816410256410257,0.677499516097314,0.6857825351847374,0.40922147897712224,0.40408079768302774,0.41436216027121675,0.4069864179953726,0.40448241027744425,0.40949042571330097,0.353954187712084,0.35238119407026747,0.3555271813539005,0.5741788848104804,0.5719049761211507,0.5764527934998102
