n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,applicants_per_position,minimum_unmatched,spots_per_program,simulations_per_s,study_min_signal,study_max_signal,result_file_prefix,best_signal_rpp,reviews_per_program_best_rpp,unmatched_applicants_best_rpp,unfilled_spots_best_rpp,pct_interview_given_signal_best_rpp,pct_interview_given_nosignal_best_rpp,pct_interview_given_application_best_rpp,pct_of_app_match_via_signal_given_matched_best_rpp,best_signal_ua,reviews_per_program_best_ua,unmatched_applicants_best_ua,unfilled_spots_best_ua,pct_interview_given_signal_best_ua,pct_interview_given_nosignal_best_ua,pct_interview_given_application_best_ua,pct_of_app_match_via_signal_given_matched_best_ua,best_signal_ufs,reviews_per_program_best_ufs,unmatched_applicants_best_ufs,unfilled_spots_best_ufs,pct_interview_given_signal_best_ufs,pct_interview_given_nosignal_best_ufs,pct_interview_given_application_best_ufs,pct_of_app_match_via_signal_given_matched_best_ufs,best_signal_pigs,reviews_per_program_best_pigs,unmatched_applicants_best_pigs,unfilled_spots_best_pigs,pct_interview_given_signal_best_pigs,pct_interview_given_nosignal_best_pigs,pct_interview_given_application_best_pigs,pct_of_app_match_via_signal_given_matched_best_pigs,best_signal_pigns,reviews_per_program_best_pigns,unmatched_applicants_best_pigns,unfilled_spots_best_pigns,pct_interview_given_signal_best_pigns,pct_interview_given_nosignal_best_pigns,pct_interview_given_application_best_pigns,pct_of_app_match_via_signal_given_matched_best_pigns,best_signal_piga,reviews_per_program_best_piga,unmatched_applicants_best_piga,unfilled_spots_best_piga,pct_interview_given_signal_best_piga,pct_interview_given_nosignal_best_piga,pct_interview_given_application_best_piga,pct_of_app_match_via_signal_given_matched_best_piga,best_signal_pamgs,reviews_per_program_best_pamgs,unmatched_applicants_best_pamgs,unfilled_spots_best_pamgs,pct_interview_given_signal_best_pamgs,pct_interview_given_nosignal_best_pamgs,pct_interview_given_application_best_pamgs,pct_of_app_match_via_signal_given_matched_best_pamgs
333,5858,16086,11,25,2.7459883919426424,10228,17,20,0,24,heatmap_np333_npos5858_napp16086_ips11_max_app25,5,242.7034534534534,10228.0,0.0,0.8011432301380083,6.372000497326868e-06,0.1602337436279995,1.0,1,1207.657657657658,10228.0,0.0,1.0,0.1252434829458328,0.1602337436279995,1.0,1,1207.657657657658,10228.0,0.0,1.0,0.1252434829458328,0.1602337436279995,1.0,1,1207.657657657658,10228.0,0.0,1.0,0.1252434829458328,0.1602337436279995,1.0,0,1207.657657657658,10773.65,545.65,0.0,0.1602337436279995,0.1602337436279995,0.0,0,1207.657657657658,10773.65,545.65,0.0,0.1602337436279995,0.1602337436279995,0.0,1,1207.657657657658,10228.0,0.0,1.0,0.1252434829458328,0.1602337436279995,1.0
214,7128,10799,9,32,1.5150112233445567,3671,33,20,0,31,heatmap_np214_npos7128_napp10799_ips9_max_app32,7,354.73014018691583,3671.0,0.0,0.8486228883626794,7.593295675525511e-06,0.1856421890915825,1.0,3,1614.8037383177573,3671.0,0.0,1.0,0.1013982776182979,0.1856421890915825,1.0,3,1614.8037383177573,3671.0,0.0,1.0,0.1013982776182979,0.1856421890915825,1.0,1,1614.8037383177573,3671.5,0.5,1.0,0.1593725822880852,0.1856421890915825,0.9998526798204675,0,1614.8037383177573,5149.8,1478.8,0.0,0.1856421890915825,0.1856421890915825,0.0,0,1614.8037383177573,5149.8,1478.8,0.0,0.1856421890915825,0.1856421890915825,0.0,3,1614.8037383177573,3671.0,0.0,1.0,0.1013982776182979,0.1856421890915825,1.0
562,3806,3126,16,56,0.8213347346295323,0,6,20,0,40,heatmap_np562_npos3806_napp3126_ips16_max_app56,24,136.55729537366545,78.3,758.3,0.8111131104713157,0.000430362284069,0.347865825792889,1.0,5,311.4875444839857,0.0,680.0,1.0,0.2839311028314076,0.347865825792889,1.0,5,311.4875444839857,0.0,680.0,1.0,0.2839311028314076,0.347865825792889,1.0,1,311.4875444839857,65.8,745.8,1.0,0.3360088408073053,0.347865825792889,0.932606097870828,0,311.4875444839857,624.95,1304.95,0.0,0.347865825792889,0.347865825792889,0.0,0,311.4875444839857,624.95,1304.95,0.0,0.347865825792889,0.347865825792889,0.0,4,311.4875444839857,0.25,680.25,1.0,0.2977016585461883,0.347865825792889,1.0
692,9877,15303,6,41,1.549357092234484,5426,14,20,0,40,heatmap_np692_npos9877_napp15303_ips6_max_app41,5,115.5372832369942,5426.2,0.2,0.7742939292949096,3.06766284025645e-05,0.0944530245145619,1.0,3,894.731647398844,5426.0,0.0,0.9994598009104968,0.0230051211148828,0.0944530245145619,1.0,3,894.731647398844,5426.0,0.0,0.9994598009104968,0.0230051211148828,0.0944530245145619,1.0,1,906.6806358381504,5468.3,42.3,1.0,0.071814350127426,0.0944530245145619,0.999689841328144,0,906.6806358381504,10309.35,4883.35,0.0,0.0944530245145619,0.0944530245145619,0.0,0,906.6806358381504,10309.35,4883.35,0.0,0.0944530245145619,0.0944530245145619,0.0,2,906.6806358381504,5433.2,7.2,1.0,0.0480147180794112,0.0944530245145619,1.0
147,964,7664,19,16,7.950207468879668,6700,6,20,0,15,heatmap_np147_npos964_napp7664_ips19_max_app16,3,166.15340136054422,6700.0,0.0,0.7961921537926235,9.986751244580055e-05,0.1493671711899791,1.0,0,834.1768707482992,6700.0,0.0,0.0,0.1493671711899791,0.1493671711899791,0.0,0,834.1768707482992,6700.0,0.0,0.0,0.1493671711899791,0.1493671711899791,0.0,1,834.1768707482992,6700.0,0.0,1.0,0.0926583159359777,0.1493671711899791,1.0,0,834.1768707482992,6700.0,0.0,0.0,0.1493671711899791,0.1493671711899791,0.0,0,834.1768707482992,6700.0,0.0,0.0,0.1493671711899791,0.1493671711899791,0.0,1,834.1768707482992,6700.0,0.0,1.0,0.0926583159359777,0.1493671711899791,1.0
121,10448,11991,12,52,1.1476837672281777,1543,86,20,0,40,heatmap_np121_npos10448_napp11991_ips12_max_app52,12,1189.1900826446283,1543.0,0.0,0.871320156784255,0.0,0.201073882334828,1.0,4,5153.157024793388,1543.0,0.0,1.0,0.1344967058627303,0.201073882334828,1.0,4,5153.157024793388,1543.0,0.0,1.0,0.1344967058627303,0.201073882334828,1.0,1,5153.157024793388,1565.7,22.7,1.0,0.1854086643413933,0.201073882334828,0.9971560846236952,0,5153.157024793388,5647.65,4104.65,0.0,0.201073882334828,0.201073882334828,0.0,0,5153.157024793388,5647.65,4104.65,0.0,0.201073882334828,0.201073882334828,0.0,4,5153.157024793388,1543.0,0.0,1.0,0.1344967058627303,0.201073882334828,1.0
667,1142,2211,13,19,1.936077057793345,1069,1,20,0,18,heatmap_np667_npos1142_napp2211_ips13_max_app19,9,34.75269865067467,1071.0,2.0,0.7299562792100105,0.0145002261420171,0.3534004618058034,1.0,5,50.99362818590704,1069.0,0.0,0.9298507462686564,0.1475253602119273,0.3534004618058034,1.0,5,50.99362818590704,1069.0,0.0,0.9298507462686564,0.1475253602119273,0.3534004618058034,1.0,1,62.98200899550224,1069.3,0.3,1.0,0.3174782652394592,0.3534004618058034,0.9176227262471393,0,62.98200899550224,1101.95,32.95,0.0,0.3534004618058034,0.3534004618058034,0.0,0,62.98200899550224,1101.95,32.95,0.0,0.3534004618058034,0.3534004618058034,0.0,5,50.99362818590704,1069.0,0.0,0.9298507462686564,0.1475253602119273,0.3534004618058034,1.0
586,7295,16499,7,7,2.261686086360521,9204,12,20,0,6,heatmap_np586_npos7295_napp16499_ips7_max_app7,4,113.35127986348122,9204.0,0.0,0.7734241469179951,0.000446491706568,0.4421480089702407,1.0,1,197.08703071672352,9204.0,0.0,1.0,0.3491726771319473,0.4421480089702407,0.9999520219328308,1,197.08703071672352,9204.0,0.0,1.0,0.3491726771319473,0.4421480089702407,0.9999520219328308,1,197.08703071672352,9204.0,0.0,1.0,0.3491726771319473,0.4421480089702407,0.9999520219328308,0,197.08703071672352,9219.25,15.25,0.0,0.4421480089702407,0.4421480089702407,0.0,0,197.08703071672352,9219.25,15.25,0.0,0.4421480089702407,0.4421480089702407,0.0,2,197.0511945392491,9204.0,0.0,0.999996969513304,0.2190084247530153,0.4421480089702407,1.0
238,4389,6753,18,38,1.5386192754613808,2364,18,20,0,37,heatmap_np238_npos4389_napp6753_ips18_max_app38,13,393.0813025210084,2364.0,0.0,0.8991348574422764,0.0004018954538723,0.3078631719235895,1.0,3,1078.2100840336134,2364.0,0.0,1.0,0.2485371580884686,0.3078631719235895,1.0,3,1078.2100840336134,2364.0,0.0,1.0,0.2485371580884686,0.3078631719235895,1.0,1,1078.2100840336134,2365.35,1.35,1.0,0.2891567711647677,0.3078631719235895,0.99824508670257,0,1078.2100840336134,2729.45,365.45,0.0,0.3078631719235895,0.3078631719235895,0.0,0,1078.2100840336134,2729.45,365.45,0.0,0.3078631719235895,0.3078631719235895,0.0,3,1078.2100840336134,2364.0,0.0,1.0,0.2485371580884686,0.3078631719235895,1.0
309,8551,2415,20,45,0.2824231084083733,0,27,20,0,40,heatmap_np309_npos8551_napp2415_ips20_max_app45,0,351.6990291262136,0.0,6136.0,0.0,1.0,1.0,0.0,0,351.6990291262136,0.0,6136.0,0.0,1.0,1.0,0.0,0,351.6990291262136,0.0,6136.0,0.0,1.0,1.0,0.0,1,351.6990291262136,0.0,6136.0,1.0,1.0,1.0,1.0,0,351.6990291262136,0.0,6136.0,0.0,1.0,1.0,0.0,0,351.6990291262136,0.0,6136.0,0.0,1.0,1.0,0.0,1,351.6990291262136,0.0,6136.0,1.0,1.0,1.0,1.0
456,5287,10650,5,15,2.014374881785512,5363,11,20,0,14,heatmap_np456_npos5287_napp10650_ips5_max_app15,3,89.27872807017545,5363.35,0.35,0.823546165884194,0.0009600938967136,0.1654773082942097,1.0,2,328.84747807017544,5363.0,0.0,0.9953474178403754,0.0378049837486457,0.1654773082942097,1.0,2,328.84747807017544,5363.0,0.0,0.9953474178403754,0.0378049837486457,0.1654773082942097,1.0,1,350.328947368421,5363.8,0.8,1.0,0.1058685446009389,0.1654773082942097,0.9997351601825692,0,350.328947368421,6080.95,717.95,0.0,0.1654773082942097,0.1654773082942097,0.0,0,350.328947368421,6080.95,717.95,0.0,0.1654773082942097,0.1654773082942097,0.0,2,328.84747807017544,5363.0,0.0,0.9953474178403754,0.0378049837486457,0.1654773082942097,1.0
795,11393,6970,15,26,0.6117791626437286,0,14,20,0,25,heatmap_np795_npos11393_napp6970_ips15_max_app26,24,220.88572327044025,0.0,4423.0,0.97976237446198,0.3899784791965567,0.9343943825184856,1.0,1,227.9496855345912,0.0,4423.0,1.0,0.9320212338593972,0.934635801787882,0.993342898134864,1,227.9496855345912,0.0,4423.0,1.0,0.9320212338593972,0.934635801787882,0.993342898134864,1,227.9496855345912,0.0,4423.0,1.0,0.9320212338593972,0.934635801787882,0.993342898134864,0,227.9496855345912,0.3,4423.3,0.0,0.93435051318839,0.93435051318839,0.0,1,227.9496855345912,0.0,4423.0,1.0,0.9320212338593972,0.934635801787882,0.993342898134864,4,227.9496855345912,0.0,4423.0,1.0,0.9226157558367029,0.9345210241695178,1.0
55,2538,15171,10,55,5.9775413711583925,12633,46,20,0,40,heatmap_np55_npos2538_napp15171_ips10_max_app55,2,551.6727272727273,12633.0,0.0,0.8364643069013249,0.0,0.0304168838873209,1.0,1,15171.0,12633.0,0.0,1.0,0.0124616409963453,0.0304168838873209,1.0,1,15171.0,12633.0,0.0,1.0,0.0124616409963453,0.0304168838873209,1.0,1,15171.0,12633.0,0.0,1.0,0.0124616409963453,0.0304168838873209,1.0,0,15171.0,14701.0,2068.0,0.0,0.0304168838873209,0.0304168838873209,0.0,0,15171.0,14701.0,2068.0,0.0,0.0304168838873209,0.0304168838873209,0.0,1,15171.0,12633.0,0.0,1.0,0.0124616409963453,0.0304168838873209,1.0
78,6390,8254,6,23,1.2917057902973397,1864,81,20,0,22,heatmap_np78_npos6390_napp8254_ips6_max_app23,6,634.9230769230768,1864.0,0.0,0.7741700993457719,0.0,0.2019574172206361,1.0,4,2431.266666666668,1864.0,0.0,0.9999939423309911,0.0339497277237192,0.2019574172206361,1.0,4,2431.266666666668,1864.0,0.0,0.9999939423309911,0.0339497277237192,0.2019574172206361,1.0,1,2433.8717948717954,1864.25,0.25,1.0,0.1656827543670286,0.2019574172206361,0.9997652582159624,0,2433.8717948717954,3106.55,1242.55,0.0,0.2019574172206361,0.2019574172206361,0.0,0,2433.8717948717954,3106.55,1242.55,0.0,0.2019574172206361,0.2019574172206361,0.0,4,2431.266666666668,1864.0,0.0,0.9999939423309911,0.0339497277237192,0.2019574172206361,1.0
722,3701,13540,19,47,3.658470683599028,9839,5,20,0,40,heatmap_np722_npos3701_napp13540_ips19_max_app47,7,135.9222299168975,9839.0,0.0,0.7417097488921713,3.646602658788773e-05,0.1104984443257173,1.0,1,881.4127423822716,9839.0,0.0,1.0,0.091161453984972,0.1104984443257173,1.0,1,881.4127423822716,9839.0,0.0,1.0,0.091161453984972,0.1104984443257173,1.0,1,881.4127423822716,9839.0,0.0,1.0,0.091161453984972,0.1104984443257173,1.0,0,881.4127423822716,10215.75,376.75,0.0,0.1104984443257173,0.1104984443257173,0.0,0,881.4127423822716,10215.75,376.75,0.0,0.1104984443257173,0.1104984443257173,0.0,1,881.4127423822716,9839.0,0.0,1.0,0.091161453984972,0.1104984443257173,1.0
432,9631,3800,9,35,0.394559235801059,0,22,20,0,34,heatmap_np432_npos9631_napp3800_ips9_max_app35,25,227.85775462962965,2.1,5833.1,0.9095289473684212,0.007203947368421,0.651721804511278,1.0,1,307.8703703703704,0.0,5831.0,1.0,0.6414783281733745,0.651721804511278,1.0,1,307.8703703703704,0.0,5831.0,1.0,0.6414783281733745,0.651721804511278,1.0,1,307.8703703703704,0.0,5831.0,1.0,0.6414783281733745,0.651721804511278,1.0,0,307.8703703703704,327.0,6158.0,0.0,0.651721804511278,0.651721804511278,0.0,0,307.8703703703704,327.0,6158.0,0.0,0.651721804511278,0.651721804511278,0.0,1,307.8703703703704,0.0,5831.0,1.0,0.6414783281733745,0.651721804511278,1.0
381,554,9050,16,10,16.335740072202167,8496,1,20,0,9,heatmap_np381_npos554_napp9050_ips16_max_app10,2,48.15590551181102,8496.0,0.0,0.4895828729281767,3.522099447513812e-05,0.0979447513812154,1.0,1,119.52860892388452,8496.0,0.0,0.8187292817679559,0.0178575813382443,0.0979447513812154,1.0,1,119.52860892388452,8496.0,0.0,0.8187292817679559,0.0178575813382443,0.0979447513812154,1.0,1,119.52860892388452,8496.0,0.0,0.8187292817679559,0.0178575813382443,0.0979447513812154,1.0,0,237.5328083989501,8496.25,0.25,0.0,0.0979447513812154,0.0979447513812154,0.0,0,237.5328083989501,8496.25,0.25,0.0,0.0979447513812154,0.0979447513812154,0.0,1,119.52860892388452,8496.0,0.0,0.8187292817679559,0.0178575813382443,0.0979447513812154,1.0
266,10536,17813,14,17,1.690679574791192,7277,39,20,0,16,heatmap_np266_npos10536_napp17813_ips14_max_app17,9,615.3791353383459,7277.0,0.0,0.919669155485694,0.0004589344860495,0.4870996397211553,1.0,1,1138.4248120300754,7277.0,0.0,1.0,0.4550433672037275,0.4870996397211553,1.0,1,1138.4248120300754,7277.0,0.0,1.0,0.4550433672037275,0.4870996397211553,1.0,1,1138.4248120300754,7277.0,0.0,1.0,0.4550433672037275,0.4870996397211553,1.0,0,1138.4248120300754,7284.2,7.2,0.0,0.4870996397211553,0.4870996397211553,0.0,0,1138.4248120300754,7284.2,7.2,0.0,0.4870996397211553,0.4870996397211553,0.0,1,1138.4248120300754,7277.0,0.0,1.0,0.4550433672037275,0.4870996397211553,1.0
511,1803,5082,11,43,2.818635607321132,3279,3,20,0,40,heatmap_np511_npos1803_napp5082_ips11_max_app43,6,61.945107632093936,3279.0,0.0,0.6501049455594909,5.3181871363689534e-05,0.0907580791301721,1.0,2,426.42729941291583,3279.0,0.0,0.9997835497835498,0.0464153732446415,0.0907580791301721,1.0,2,426.42729941291583,3279.0,0.0,0.9997835497835498,0.0464153732446415,0.0907580791301721,1.0,1,427.6438356164384,3279.6,0.6,1.0,0.0691094619666048,0.0907580791301721,0.9975033747758087,0,427.6438356164384,3659.4,380.4,0.0,0.0907580791301721,0.0907580791301721,0.0,0,427.6438356164384,3659.4,380.4,0.0,0.0907580791301721,0.0907580791301721,0.0,2,426.42729941291583,3279.0,0.0,0.9997835497835498,0.0464153732446415,0.0907580791301721,1.0
641,7781,13345,17,54,1.715075183138414,5564,12,20,0,40,heatmap_np641_npos7781_napp13345_ips17_max_app54,12,254.1327613104524,5564.0,0.0,0.82589515424004,3.2382379703473744e-05,0.1835574427931115,1.0,3,1124.2277691107645,5564.0,0.0,1.0,0.1355314100162358,0.1835574427931115,1.0,3,1124.2277691107645,5564.0,0.0,1.0,0.1355314100162358,0.1835574427931115,1.0,1,1124.2277691107645,5570.25,6.25,1.0,0.1681528662420382,0.1835574427931115,0.9984952409491392,0,1124.2277691107645,6841.55,1277.55,0.0,0.1835574427931115,0.1835574427931115,0.0,0,1124.2277691107645,6841.55,1277.55,0.0,0.1835574427931115,0.1835574427931115,0.0,3,1124.2277691107645,5564.0,0.0,1.0,0.1355314100162358,0.1835574427931115,1.0
197,4652,650,8,30,0.1397248495270851,0,23,20,0,29,heatmap_np197_npos4652_napp650_ips8_max_app30,0,98.98477157360408,0.0,4002.0,0.0,1.0,1.0,0.0,0,98.98477157360408,0.0,4002.0,0.0,1.0,1.0,0.0,0,98.98477157360408,0.0,4002.0,0.0,1.0,1.0,0.0,1,98.98477157360408,0.0,4002.0,1.0,1.0,1.0,1.0,0,98.98477157360408,0.0,4002.0,0.0,1.0,1.0,0.0,0,98.98477157360408,0.0,4002.0,0.0,1.0,1.0,0.0,1,98.98477157360408,0.0,4002.0,1.0,1.0,1.0,1.0
187,10886,6072,10,45,0.5577806356788536,0,58,20,0,40,heatmap_np187_npos10886_napp6072_ips10_max_app45,20,651.6556149732621,85.6,4899.6,0.8963726943346509,2.964426877470356e-05,0.3984043331869419,1.0,1,1461.1764705882351,0.0,4814.0,1.0,0.384731704395736,0.3984043331869419,1.0,1,1461.1764705882351,0.0,4814.0,1.0,0.384731704395736,0.3984043331869419,1.0,1,1461.1764705882351,0.0,4814.0,1.0,0.384731704395736,0.3984043331869419,1.0,0,1461.1764705882351,1154.15,5968.15,0.0,0.3984043331869419,0.3984043331869419,0.0,0,1461.1764705882351,1154.15,5968.15,0.0,0.3984043331869419,0.3984043331869419,0.0,1,1461.1764705882351,0.0,4814.0,1.0,0.384731704395736,0.3984043331869419,1.0
