app_cut,prop_unmatched
1,0.0
2,0.004843049327354263
3,0.08843049327354262
4,0.12699551569506726
5,0.7841255605381166
6,0.04215246636771299
7,0.6162331838565023
8,0.9831390134529149
9,1.0
10,1.0
