,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.6360408980876545,0.3639591019123455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.027413956026923002,0.764356012322398,0.20823003165067921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.00043897974479837335,0.40673344543975726,0.5920689459317042,0.0007586288837402722,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.00033272631871354057,0.12947626269953244,0.7124546598335746,0.15618865326939116,0.0015476978787886345,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0,0.0,0.08477799624806207,0.8245583617615835,0.09055375188046463,0.0001098901098901099,0.0,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.036780339113211116,0.5659241982834383,0.393681990598939,0.003613472004411677,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.0023159142662441674,0.08608462307836467,0.31191279571232816,0.5563192661231448,0.04336740081991833,0.0,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.001983256997431404,0.7674011089330994,0.23039704830740507,0.00021858576206402295,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.000584922930608685,0.3340506914439522,0.6243220802208982,0.04104230540454083,0.0,0.0
