signal,n_sims,match_rate_mean,match_rate_ci_low,match_rate_ci_high,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,applicant_pref_rank_mean,applicant_pref_rank_ci_low,applicant_pref_rank_ci_high,program_pref_rank_mean,program_pref_rank_ci_low,program_pref_rank_ci_high,matched_app_quality_mean,matched_app_quality_ci_low,matched_app_quality_ci_high,matched_prog_quality_mean,matched_prog_quality_ci_low,matched_prog_quality_ci_high
0,50,0.29111111111111115,0.29019737245111915,0.29202484977110316,0.3561082138200782,0.35499046245405796,0.3572259651860984,0.16723098465869835,0.16517306675680413,0.16928890256059256,0.565376340765392,0.5631345764495846,0.5676181050811994,0.14562651347837793,0.14516023513631734,0.14609279182043852,0.20410423264276456,0.20224865103026746,0.20595981425526166
1,50,0.7777458033573141,0.7765184954482534,0.7789731112663749,0.9513950456323337,0.9498937136301482,0.9528963776345192,5.7634659069277165e-05,2.2143956714233634e-05,9.31253614243207e-05,0.036584864814877605,0.036522642268266674,0.036647087361488535,0.41145763942758334,0.4109435421728752,0.4119717366822915,0.5001033569697912,0.4996203155981098,0.5005863983414727
2,50,0.7951398880895283,0.7941435419787283,0.7961362342003283,0.9726727509778357,0.9714539481897547,0.9738915537659166,0.2861002160132359,0.28440576321445143,0.2877946688120203,0.07851308371070118,0.07836746045973686,0.07865870696166549,0.41703280066175535,0.4164926582495207,0.41757294307399,0.488728557491084,0.48815632858434205,0.489300786397826
3,50,0.8080415667466027,0.807416728793292,0.8086664046999134,0.9884550195567146,0.9876906724775831,0.989219366635846,0.3569713723582396,0.3556638747468612,0.35827886996961805,0.1218977779471267,0.12168516978182388,0.12211038611242951,0.420228131960741,0.41990060216935987,0.4205556617521221,0.49508315528318425,0.49471728641466345,0.49544902415170505
4,50,0.8137969624300561,0.8132708323596743,0.8143230925004378,0.9954954367666232,0.9948518363252469,0.9961390372079996,0.3914377118762122,0.3903409686576001,0.39253445509482426,0.16429464235654975,0.16402308614183508,0.16456619857126442,0.41930211618317403,0.4189786719422938,0.41962556042405424,0.4980304579639762,0.49768391341883933,0.4983770025091131
5,50,0.8163495869970689,0.816074395459261,0.8166247785348769,0.9986179921773143,0.998281357939572,0.9989546264150566,0.4124583013519214,0.4114863381740323,0.4134302645298105,0.20655317478406904,0.20624036490614184,0.20686598466199624,0.4174659373996523,0.4172243426103273,0.4177075321889773,0.4992562511505911,0.49899699395788066,0.4995155083433015
6,50,0.8171649347188915,0.8170318350686078,0.8172980343691753,0.9996153846153847,0.9994525674747344,0.9997782017560349,0.42751106191355914,0.4265425561949955,0.4284795676321228,0.247922177137142,0.24754173443908772,0.2483026198351963,0.41585139085605954,0.4157009306000308,0.41600185111208826,0.49981121983275634,0.49958170907293703,0.5000407305925757
7,50,0.8173940847322143,0.8173401252402678,0.8174480442241608,0.9998956975228162,0.9998296903607317,0.9999617046849006,0.4367730475329924,0.43582251379245274,0.43772358127353206,0.290357787337106,0.2899289665928528,0.2907866080813592,0.41436611890669545,0.41424695636815667,0.4144852814452342,0.49988894333997175,0.4996258548901478,0.5001520317897957
8,50,0.8174367172928324,0.8173874750824304,0.8174859595032344,0.9999478487614081,0.9998876121200656,1.0000080854027507,0.44448328367949663,0.44365387228883846,0.4453126950701548,0.33212843851454266,0.331670702380215,0.3325861746488703,0.41327097812851094,0.4131457551256273,0.4133962011313946,0.4998726876149469,0.4996531460365014,0.5000922291933924
9,50,0.8173727684519051,0.8172962744000178,0.8174492625037924,0.9998696219035201,0.9997760488341809,0.9999631949728593,0.4507646179986551,0.44999405161569317,0.451535184381617,0.3735703234236606,0.37307503940923964,0.37406560743808154,0.41241524528011375,0.4122880204730486,0.4125424700871789,0.5000113059248248,0.49978163860316727,0.5002409732464823
10,50,0.8156354916067147,0.8152567602935259,0.8160142229199034,0.9977444589308995,0.9972811673342901,0.9982077505275089,0.45507721446712074,0.45436751230775774,0.45578691662648374,0.4138258545712173,0.4133897674669236,0.414261941675511,0.410961073180663,0.4107729254235941,0.4111492209377319,0.49876003662079454,0.49847300269178685,0.49904707054980224
11,50,0.807220889954703,0.8063135724683953,0.8081282074410107,0.9874511082138201,0.9863412116929229,0.9885610047347173,0.4534116642733141,0.4525447797681739,0.45427854877845425,0.4491946189713799,0.4484457399435389,0.4499434979992209,0.4060366962819381,0.4055410242594579,0.4065323683044183,0.4941080529382977,0.4934849322985314,0.49473117357806395
12,50,0.7890860644817479,0.7877606929456086,0.7904114360178872,0.9652672750977835,0.9636459845583015,0.9668885656372656,0.4458757965205696,0.444928315565109,0.4468232774760302,0.47675190108121684,0.4758484127627419,0.47765538939969177,0.3963869353983779,0.3957004630492778,0.39707340774747796,0.48462791219487344,0.4837091169688078,0.4855467074209391
13,50,0.7607300826005863,0.759133170377893,0.7623269948232796,0.9305801825293352,0.9286267237380158,0.9325336413206545,0.43195710028694284,0.43088918935759735,0.43302501121628834,0.4945603764808081,0.4934283061778232,0.495692446783793,0.3817418369773541,0.38092302443181636,0.3825606495228918,0.46910096549573843,0.4680153302679888,0.47018660072348806
14,50,0.7278763655742074,0.7263494676531157,0.7294032634952992,0.8903911342894392,0.888523322067191,0.8922589465116874,0.4139230603447418,0.41286416383797997,0.41498195685150363,0.5081753504221485,0.5069346406345516,0.5094160602097453,0.3650446132841658,0.3642670700262834,0.36582215654204825,0.4509601577720615,0.44996323011407297,0.45195708543005003
