signal,n_sims,match_rate_mean,match_rate_ci_low,match_rate_ci_high,fill_rate_mean,fill_rate_ci_low,fill_rate_ci_high,applicant_pref_rank_mean,applicant_pref_rank_ci_low,applicant_pref_rank_ci_high,program_pref_rank_mean,program_pref_rank_ci_low,program_pref_rank_ci_high,matched_app_quality_mean,matched_app_quality_ci_low,matched_app_quality_ci_high,matched_prog_quality_mean,matched_prog_quality_ci_low,matched_prog_quality_ci_high
0,50,0.2856643356643357,0.28326153630010725,0.2880671350285641,0.4189743589743589,0.41545025324015716,0.4224984647085607,0.2295907810551582,0.22267379770086967,0.23650776440944674,0.5874871122149549,0.5814157078302621,0.5935585165996476,0.14177589299861462,0.14055476641196407,0.14299701958526517,0.2566871758033443,0.25199947207961015,0.2613748795270785
1,50,0.6186713286713287,0.61484423907297,0.6224984182696873,0.9073846153846153,0.901771550640356,0.9129976801288747,0.010453071452890332,0.008595240208622457,0.012310902697158208,0.04511356770624964,0.042386477692205674,0.04784065772029361,0.36996525294480676,0.3671803391303689,0.3727501667592446,0.491751228013554,0.48835183277856714,0.4951506232485408
2,50,0.6606993006993008,0.6575959361278637,0.663802665270738,0.969025641025641,0.9644740396542,0.9735772423970821,0.29985757807769514,0.2913018126068856,0.3084133435485047,0.06329493922183298,0.06230083027511737,0.06428904816854858,0.3675850992689286,0.3655812523196179,0.36958894621823923,0.4912958818465563,0.48858979865548413,0.4940019650376285
3,50,0.6734965034965035,0.6718181721220485,0.6751748348709584,0.9877948717948718,0.9853333191123378,0.9902564244774058,0.3602393713060018,0.3539947518487727,0.3664839907632309,0.10405623242586039,0.10311871701763992,0.10499374783408086,0.36224759753358504,0.3606568658826776,0.3638383291844925,0.496651713833052,0.4943694599426269,0.49893396772347715
4,50,0.678041958041958,0.6768569828283374,0.6792269332555786,0.9944615384615385,0.992723574814895,0.996199502108182,0.384080213364533,0.37943197274249973,0.3887284539865663,0.1464141703801547,0.14504550484352027,0.14778283591678912,0.35674725537253626,0.35542236304001906,0.35807214770505347,0.49651203838470465,0.4947029474330416,0.4983211293363677
5,50,0.681188811188811,0.6807099316003856,0.6816676907772364,0.999076923076923,0.9983745663472324,0.9997792798066135,0.4151276107259944,0.41047448766275973,0.4197807337892291,0.18816119945868773,0.18657746389974028,0.18974493501763517,0.3539946009281881,0.3529389591472788,0.35505024270909735,0.49994123448618394,0.49793948177150854,0.5019429872008593
6,50,0.6812587412587411,0.6807939557404815,0.6817235267770007,0.9991794871794872,0.9984978017527064,0.9998611726062681,0.42828881413847414,0.422510533183961,0.4340670950929873,0.23046535983809124,0.22847675914053805,0.23245396053564443,0.3498195793365383,0.34905615425596037,0.3505830044171162,0.49961431115578864,0.497366648223218,0.5018619740883592
7,50,0.6805594405594404,0.6798423144574919,0.6812765666613889,0.9981538461538462,0.9971020612043217,0.9992056311033707,0.43913565337674126,0.43518078877184224,0.4430905179816403,0.27158269516532657,0.26925606753131764,0.2739093227993355,0.3474349893055766,0.346508217817029,0.3483617607941242,0.49846106135109125,0.4965106716717163,0.5004114510304661
8,50,0.6786013986013987,0.6775232768179031,0.6796795203848942,0.9952820512820512,0.9937008059995911,0.9968632965645112,0.449050086403008,0.44537372071714326,0.4527264520888727,0.311565043156853,0.30907334604301034,0.3140567402706957,0.3444619218924992,0.34373420061224275,0.34518964317275563,0.4977601797628283,0.4953854956249586,0.5001348639006981
9,50,0.6718881118881118,0.6696948040123022,0.6740814197639214,0.9854358974358974,0.98221904588471,0.9886527489870849,0.44835154915576125,0.4446773695583278,0.4520257287531947,0.3479443469925026,0.3453362917608253,0.3505524022241799,0.3401009373080863,0.3388301485638093,0.3413717260523634,0.4948534960071804,0.4920515416257483,0.49765545038861253
