app_cut,prop_unmatched
1,0.0
2,0.0012578616352201257
3,0.03823899371069182
4,0.03937106918238993
5,0.5633962264150945
6,0.027295597484276728
7,0.5251572327044023
8,0.9630188679245291
9,1.0
10,1.0
