,app_cut_1,app_cut_2,app_cut_3,app_cut_4,app_cut_5,app_cut_6,app_cut_7,app_cut_8,app_cut_9,app_cut_10
prog_cut_1,0.9980476190476191,0.0019523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_2,0.43771003265740094,0.562289967342599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_3,0.002105263157894737,0.6720741191213329,0.3206410020148411,0.005179615705931495,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_4,0.0,0.2219053017434697,0.7245679671355403,0.053526731120990094,0.0,0.0,0.0,0.0,0.0,0.0
prog_cut_5,0.0,0.019963192294461644,0.38576996507104866,0.5920377404673071,0.0022291021671826624,0.0,0.0,0.0,0.0,0.0
prog_cut_6,0.0,0.0,0.016756664388243338,0.6180753243256948,0.35087142311331304,0.014296588172749165,0.0,0.0,0.0,0.0
prog_cut_7,0.0,0.0,0.0,0.24581503689472467,0.612064647008516,0.1421203160967598,0.0,0.0,0.0,0.0
prog_cut_8,0.0,0.0,0.0,0.009125465178096757,0.205285866180603,0.6712399939242046,0.10933864965443912,0.005010025062656642,0.0,0.0
prog_cut_9,0.0,0.0,0.0,0.0,0.0,0.5000322456144235,0.4675425048321805,0.032425249553396006,0.0,0.0
prog_cut_10,0.0,0.0,0.0,0.0,0.0,0.14856049437318783,0.6377041992235494,0.21373530640326302,0.0,0.0
