n_programs,simulated_positions,n_applicants,interviews_per_spot,max_applications,result_file_prefix,signal_value,reviews
746,7460,15613,19,25,heatmap_np746_npos7560_napp15613_ips19_max_app25,22,460.4369973190349
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,0,3596.6666666666665
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,1,71.93333333333335
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,2,143.8666666666667
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,3,215.80000000000004
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,4,287.73333333333335
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,5,359.66666666666674
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,6,431.6000000000001
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,7,503.5333333333333
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,8,575.4666666666668
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,9,647.3999999999999
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,10,719.3333333333335
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,11,791.2666666666667
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,12,863.2000000000002
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,13,935.1333333333332
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,14,1007.0666666666666
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,15,1079.0
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,16,1150.9333333333336
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,17,1222.8666666666663
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,18,1294.7999999999997
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,19,1366.7333333333331
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,20,1438.666666666667
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,21,1510.5999999999997
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,22,1582.5333333333333
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,23,1654.4666666666667
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,24,1726.4000000000003
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,25,1798.3333333333333
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,26,1870.266666666667
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,27,1942.1999999999996
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,28,2014.1333333333328
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,29,2086.0666666666666
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,30,2158.0
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,31,2229.9333333333334
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,32,2301.8666666666672
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,33,2373.8000000000006
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,34,2445.7333333333327
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,35,2517.666666666666
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,36,2589.5999999999995
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,37,2661.5333333333333
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,38,2733.4666666666667
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,39,2805.4000000000005
105,210,7553,6,50,heatmap_np105_npos304_napp7553_ips6_max_app50,40,2877.3333333333335
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,0,13703.586206896554
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,1,13703.586206896554
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,2,13703.586206896554
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,3,13703.586206896554
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,4,13703.586206896554
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,5,7738.803448275862
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,6,2936.4827586206893
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,7,3425.8965517241386
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,8,3915.3103448275847
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,9,4404.7241379310335
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,10,4894.137931034482
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,11,5383.55172413793
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,12,5872.9655172413795
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,13,6362.379310344828
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,14,6851.793103448277
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,15,7341.206896551722
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,16,7830.620689655169
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,17,8320.03448275862
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,18,8809.448275862067
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,19,9298.862068965516
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,20,9788.275862068964
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,21,10277.68965517241
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,22,10767.10344827586
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,23,11256.517241379308
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,24,11745.931034482759
29,7279,14193,10,28,heatmap_np29_npos7280_napp14193_ips10_max_app28,25,12235.344827586207
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,0,670.0168393782385
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,1,670.0168393782385
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,2,670.0168393782385
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,3,670.0168393782385
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,4,670.0168393782385
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,5,670.0168393782385
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,6,666.5371761658032
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,7,593.9240932642488
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,8,351.8051165803109
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,9,159.2648316062176
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,10,118.20064766839377
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,11,125.27370466321247
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,12,136.27461139896374
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,13,147.630829015544
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,14,158.9870466321244
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,15,170.34326424870466
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,16,181.6994818652849
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,17,193.05569948186528
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,18,204.41191709844557
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,19,215.76813471502587
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,20,227.12435233160622
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,21,238.48056994818654
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,22,249.83678756476692
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,23,261.1930051813471
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,24,272.5492227979275
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,25,283.90544041450784
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,26,295.261658031088
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,27,306.6178756476684
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,28,317.9740932642488
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,29,329.33031088082896
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,30,340.6865284974093
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,31,352.04274611398966
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,32,363.3989637305701
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,33,374.75518134715026
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,34,386.11139896373055
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,35,397.46761658031096
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,36,408.82383419689114
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,37,420.18005181347155
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,38,431.53626943005173
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,39,442.89248704663225
772,4632,8767,15,59,heatmap_np772_npos4878_napp8767_ips15_max_app59,40,454.24870466321244
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,0,882.9272349272348
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,1,882.9272349272348
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,2,882.9272349272348
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,3,882.9272349272348
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,4,867.9962577962576
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,5,471.04324324324324
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,6,136.5170478170478
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,7,140.5400207900208
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,8,160.53222453222452
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,9,180.59875259875258
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,10,200.66528066528065
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,11,220.73180873180883
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,12,240.79833679833683
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,13,260.8648648648649
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,14,280.9313929313929
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,15,300.99792099792097
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,16,321.06444906444904
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,17,341.13097713097716
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,18,361.19750519750517
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,19,381.26403326403323
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,20,401.3305613305613
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,21,421.39708939708936
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,22,441.4636174636174
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,23,461.53014553014555
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,24,481.59667359667367
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,25,501.66320166320156
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,26,521.7297297297298
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,27,541.7962577962577
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,28,561.8627858627858
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,29,581.9293139293138
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,30,601.9958419958419
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,31,622.0623700623698
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,32,642.1288981288981
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,33,662.1954261954263
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,34,682.2619542619543
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,35,702.3284823284824
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,36,722.3950103950103
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,37,742.4615384615386
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,38,762.5280665280665
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,39,782.5945945945947
481,9620,9652,5,44,heatmap_np481_npos9966_napp9652_ips5_max_app44,40,802.6611226611226
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,0,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,1,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,2,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,3,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,4,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,5,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,6,154.51359516616316
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,7,154.44395770392748
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,8,151.79546827794564
331,1986,4262,20,12,heatmap_np331_npos2270_napp4262_ips20_max_app12,9,140.44018126888218
216,8208,4629,18,5,heatmap_np216_npos8236_napp4629_ips18_max_app5,0,107.15277777777776
216,8208,4629,18,5,heatmap_np216_npos8236_napp4629_ips18_max_app5,1,107.15277777777776
216,8208,4629,18,5,heatmap_np216_npos8236_napp4629_ips18_max_app5,2,107.15277777777776
216,8208,4629,18,5,heatmap_np216_npos8236_napp4629_ips18_max_app5,3,107.15277777777776
216,8208,4629,18,5,heatmap_np216_npos8236_napp4629_ips18_max_app5,4,107.15277777777776
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,0,1135.72192513369
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,1,30.695187165775412
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,2,61.390374331550824
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,3,92.08556149732618
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,4,122.78074866310165
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,5,153.475935828877
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,6,184.17112299465236
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,7,214.86631016042784
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,8,245.5614973262033
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,9,276.25668449197855
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,10,306.951871657754
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,11,337.64705882352945
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,12,368.34224598930473
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,13,399.0374331550802
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,14,429.7326203208556
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,15,460.42780748663097
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,16,491.1229946524066
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,17,521.8181818181819
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,18,552.5133689839571
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,19,583.2085561497328
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,20,613.903743315508
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,21,644.5989304812833
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,22,675.2941176470589
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,23,705.9893048128342
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,24,736.6844919786095
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,25,767.3796791443851
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,26,798.0748663101605
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,27,828.7700534759357
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,28,859.4652406417114
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,29,890.1604278074867
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,30,920.8556149732619
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,31,951.5508021390375
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,32,982.2459893048132
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,33,1012.9411764705883
561,561,17220,7,37,heatmap_np561_npos799_napp17220_ips7_max_app37,34,1043.6363636363635
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,0,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,1,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,2,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,3,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,4,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,5,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,6,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,7,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,8,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,9,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,10,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,11,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,12,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,13,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,14,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,15,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,16,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,17,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,18,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,19,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,20,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,21,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,22,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,23,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,24,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,25,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,26,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,27,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,28,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,29,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,30,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,31,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,32,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,33,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,34,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,35,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,36,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,37,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,38,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,39,8.440579710144927
690,5520,112,13,52,heatmap_np690_npos5926_napp112_ips13_max_app52,40,8.440579710144927
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,0,1882.7837837837844
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,1,1882.7837837837844
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,2,1882.7837837837844
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,3,879.808445945946
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,4,342.32432432432427
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,5,427.9054054054053
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,6,513.4864864864865
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,7,599.0675675675677
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,8,684.6486486486485
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,9,770.2297297297298
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,10,855.8108108108106
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,11,941.3918918918922
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,12,1026.972972972973
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,13,1112.5540540540537
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,14,1198.1351351351354
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,15,1283.7162162162165
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,16,1369.297297297297
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,17,1454.8783783783788
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,18,1540.4594594594596
148,3108,12666,12,22,heatmap_np148_npos3187_napp12666_ips12_max_app22,19,1626.0405405405404
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,0,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,1,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,2,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,3,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,4,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,5,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,6,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,7,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,8,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,9,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,10,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,11,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,12,2779.229508196722
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,13,2765.242213114754
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,14,1964.216393442623
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,15,1028.3721311475408
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,16,1058.7540983606557
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,17,1124.926229508197
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,18,1191.098360655738
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,19,1257.2704918032791
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,20,1323.44262295082
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,21,1389.6147540983611
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,22,1455.7868852459019
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,23,1521.959016393443
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,24,1588.1311475409834
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,25,1654.3032786885244
122,5978,8073,19,42,heatmap_np122_npos6095_napp8073_ips19_max_app42,26,1720.4754098360656
