n_programs,simulated_positions,n_applicants,interviews_per_spot,max_applications,result_file_prefix,signal_value,reviews
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,0,840.1297989031078
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,1,840.1297989031078
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,2,840.1297989031078
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,3,840.1297989031078
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,4,838.9889396709325
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,5,740.8629798903108
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,6,312.05813528336375
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,7,117.88510054844608
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,8,114.04908592321756
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,9,128.1553930530164
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,10,142.39488117001832
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,11,156.6343692870201
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,12,170.87385740402198
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,13,185.11334552102377
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,14,199.35283363802557
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,15,213.59232175502743
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,16,227.83180987202928
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,17,242.0712979890311
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,18,256.3107861060328
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,19,270.55027422303476
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,20,284.78976234003665
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,21,299.02925045703853
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,22,313.2687385740402
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,23,327.50822669104207
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,24,341.74771480804395
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,25,355.98720292504566
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,26,370.2266910420476
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,27,384.46617915904943
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,28,398.70566727605114
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,29,412.945155393053
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,30,427.18464351005485
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,31,441.4241316270566
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,32,455.66361974405856
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,33,469.9031078610604
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,34,484.1425959780622
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,35,498.38208409506416
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,36,512.6215722120656
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,37,526.8610603290675
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,38,541.1005484460695
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,39,555.3400365630713
547,4923,7789,9,59,heatmap_np547_npos5136_napp7789_ips9_max_app59,40,569.5795246800733
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,0,1504.691275167785
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,1,1504.691275167785
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,2,1504.691275167785
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,3,371.9721476510067
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,4,207.54362416107384
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,5,259.42953020134235
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,6,311.3154362416107
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,7,363.2013422818792
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,8,415.0872483221477
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,9,466.97315436241615
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,10,518.8590604026847
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,11,570.744966442953
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,12,622.6308724832214
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,13,674.51677852349
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,14,726.4026845637584
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,15,778.2885906040267
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,16,830.1744966442953
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,17,882.0604026845638
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,18,933.9463087248323
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,19,985.8322147651008
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,20,1037.7181208053694
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,21,1089.6040268456377
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,22,1141.489932885906
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,23,1193.3758389261743
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,24,1245.2617449664428
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,25,1297.1476510067114
298,2682,15462,16,29,heatmap_np298_npos2728_napp15462_ips16_max_app29,26,1349.03355704698
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,0,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,1,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,2,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,3,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,4,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,5,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,6,647.509234828496
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,7,645.3266490765172
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,8,499.46358839050134
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,9,297.42889182058053
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,10,308.47031662269126
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,11,339.17150395778367
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,12,370.00527704485484
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,13,400.8390501319262
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,14,431.6728232189973
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,15,462.5065963060685
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,16,493.34036939313984
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,17,524.1741424802111
379,6822,11686,14,21,heatmap_np379_npos6822_napp11686_ips14_max_app21,18,555.0079155672825
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,0,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,1,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,2,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,3,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,4,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,5,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,6,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,7,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,8,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,9,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,10,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,11,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,12,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,13,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,14,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,15,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,16,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,17,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,18,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,19,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,20,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,21,167.8126463700234
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,22,167.7709601873536
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,23,167.67798594847773
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,24,167.26498829039812
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,25,166.32341920374705
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,26,163.95901639344262
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,27,160.25456674473065
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,28,154.56088992974236
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,29,146.7583138173302
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,30,138.2434426229508
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,31,130.27669789227167
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,32,123.68419203747071
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,33,119.1059718969555
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,34,117.24601873536301
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,35,116.74074941451991
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,36,118.0677985948478
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,37,120.1854800936768
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,38,122.91697892271664
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,39,126.02564402810306
427,3843,1378,11,52,heatmap_np427_npos4087_napp1378_ips11_max_app52,40,129.13138173302104
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,0,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,1,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,2,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,3,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,4,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,5,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,6,845.4739726027398
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,7,845.4281506849317
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,8,827.7713698630135
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,9,587.8679452054795
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,10,281.402602739726
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,11,247.08246575342469
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,12,266.9917808219178
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,13,289.241095890411
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,14,311.49041095890414
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,15,333.7397260273973
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,16,355.98904109589046
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,17,378.2383561643836
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,18,400.4876712328768
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,19,422.7369863013699
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,20,444.98630136986304
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,21,467.2356164383562
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,22,489.48493150684936
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,23,511.7342465753425
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,24,533.9835616438356
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,25,556.2328767123288
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,26,578.482191780822
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,27,600.7315068493151
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,28,622.9808219178083
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,29,645.2301369863014
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,30,667.4794520547946
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,31,689.7287671232878
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,32,711.9780821917809
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,33,734.2273972602741
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,34,756.4767123287672
730,8760,16242,17,38,heatmap_np730_npos9215_napp16242_ips17_max_app38,35,778.7260273972604
89,1691,5900,8,5,heatmap_np89_npos1772_napp5900_ips8_max_app5,0,331.46067415730334
89,1691,5900,8,5,heatmap_np89_npos1772_napp5900_ips8_max_app5,1,331.46067415730334
89,1691,5900,8,5,heatmap_np89_npos1772_napp5900_ips8_max_app5,2,322.1348314606742
89,1691,5900,8,5,heatmap_np89_npos1772_napp5900_ips8_max_app5,3,198.876404494382
89,1691,5900,8,5,heatmap_np89_npos1772_napp5900_ips8_max_app5,4,265.16853932584274
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,0,102.0871862615588
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,1,102.0871862615588
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,2,102.0871862615588
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,3,102.0871862615588
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,4,102.0871862615588
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,5,102.01862615587848
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,6,100.9023778071334
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,7,93.32060766182299
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,8,78.32939233817702
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,9,67.07278731836195
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,10,65.94828269484807
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,11,70.4319682959049
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,12,76.59392338177017
757,3028,4830,13,16,heatmap_np757_npos3370_napp4830_ips13_max_app16,13,82.9458388375165
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,0,769.4642857142858
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,1,769.4642857142858
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,2,769.4642857142858
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,3,769.3952380952381
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,4,697.6724206349206
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,5,207.90892857142853
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,6,149.05079365079365
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,7,173.75
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,8,198.57142857142853
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,9,223.39285714285717
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,10,248.21428571428564
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,11,273.03571428571433
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,12,297.8571428571429
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,13,322.67857142857144
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,14,347.5
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,15,372.32142857142856
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,16,397.14285714285717
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,17,421.96428571428567
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,18,446.78571428571433
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,19,471.60714285714283
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,20,496.4285714285713
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,21,521.25
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,22,546.0714285714287
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,23,570.8928571428571
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,24,595.7142857142858
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,25,620.5357142857142
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,26,645.3571428571429
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,27,670.1785714285713
504,8064,12510,7,31,heatmap_np504_npos8351_napp12510_ips7_max_app31,28,695.0
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,0,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,1,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,2,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,3,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,4,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,5,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,6,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,7,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,8,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,9,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,10,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,11,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,12,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,13,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,14,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,15,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,16,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,17,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,18,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,19,54.7457627118644
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,20,54.7228813559322
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,21,54.733050847457626
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,22,54.72330508474575
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,23,54.71186440677966
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,24,54.64096045197741
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,25,54.48841807909605
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,26,54.32217514124294
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,27,54.09180790960452
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,28,53.724152542372885
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,29,53.21850282485876
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,30,52.71313559322034
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,31,51.84943502824859
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,32,50.943220338983046
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,33,49.85466101694915
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,34,48.79350282485875
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,35,47.84971751412429
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,36,46.536299435028255
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,37,45.56694915254238
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,38,44.68785310734463
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,39,44.05310734463277
354,708,340,18,57,heatmap_np354_npos762_napp340_ips18_max_app57,40,43.458474576271186
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,0,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,1,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,2,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,3,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,4,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,5,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,6,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,7,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,8,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,9,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,10,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,11,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,12,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,13,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,14,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,15,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,16,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,17,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,18,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,19,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,20,1868.5625
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,21,1855.4957589285714
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,22,1649.8600446428572
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,23,1123.5276785714284
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,24,934.5125000000002
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,25,953.5620535714286
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,26,991.4821428571425
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,27,1029.6160714285713
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,28,1067.75
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,29,1105.8839285714287
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,30,1144.0178571428573
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,31,1182.1517857142858
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,32,1220.2857142857142
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,33,1258.4196428571427
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,34,1296.5535714285713
224,9632,8542,20,49,heatmap_np224_npos9705_napp8542_ips20_max_app49,35,1334.6875
