n_programs,n_positions,n_applicants,interviews_per_spot,max_applications,result_file_prefix,signal_value,reviews
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,3,852.3497652582158
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,4,852.3497652582158
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,5,852.3497652582158
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,6,849.4678403755868
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,7,643.3001173708919
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,8,321.13685446009384
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,9,333.5281690140845
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,10,370.58685446009383
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,11,407.6455399061033
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,12,444.70422535211276
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,13,481.76291079812216
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,14,518.8215962441316
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,15,555.8802816901408
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,16,592.9389671361502
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,17,629.9976525821597
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,18,667.056338028169
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,19,704.1150234741783
426,8732,15787,13,23,heatmap_np426_npos8732_napp15787_ips13_max_app23,20,741.1737089201877
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,0,752.6266666666668
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,1,744.2182666666666
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,2,409.3014666666666
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,3,62.59746666666668
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,4,64.05333333333331
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,5,80.06666666666665
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,6,96.07999999999998
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,7,112.09333333333332
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,8,128.10666666666663
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,9,144.11999999999998
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,10,160.1333333333333
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,11,176.14666666666665
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,12,192.15999999999997
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,13,208.17333333333332
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,14,224.18666666666664
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,15,240.19999999999996
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,16,256.21333333333325
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,17,272.22666666666663
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,18,288.23999999999995
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,19,304.2533333333333
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,20,320.2666666666666
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,21,336.2799999999999
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,22,352.29333333333324
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,23,368.3066666666666
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,24,384.31999999999994
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,25,400.33333333333326
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,26,416.34666666666664
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,27,432.36
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,28,448.3733333333333
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,29,464.38666666666666
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,30,480.3999999999999
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,31,496.4133333333334
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,32,512.4266666666665
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,33,528.4400000000002
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,34,544.4533333333333
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,35,560.4666666666668
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,36,576.4799999999999
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,37,592.4933333333335
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,38,608.5066666666665
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,39,624.5200000000001
375,1006,6005,12,47,heatmap_np375_npos1006_napp6005_ips12_max_app47,40,640.5333333333332
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,0,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,1,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,2,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,3,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,4,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,5,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,6,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,7,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,8,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,9,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,10,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,11,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,12,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,13,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,14,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,15,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,16,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,17,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,18,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,19,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,20,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,21,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,22,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,23,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,24,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,25,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,26,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,27,528.8716216216217
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,28,528.5008445945947
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,29,526.7091216216215
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,30,517.2432432432432
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,31,497.777027027027
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,32,457.3641891891892
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,33,409.53513513513514
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,34,374.59510135135133
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,35,357.1643581081081
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,36,356.68412162162167
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,37,363.2829391891892
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,38,372.2783783783784
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,39,381.96283783783775
296,9481,2899,10,54,heatmap_np296_npos9481_napp2899_ips10_max_app54,40,391.7567567567568
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,0,634.8136531365312
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,1,634.8136531365312
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,2,596.9299815498155
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,3,245.08164206642067
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,4,83.77666051660518
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,5,102.38929889298893
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,6,122.86715867158674
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,7,143.34501845018448
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,8,163.82287822878232
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,9,184.30073800738006
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,10,204.77859778597792
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,11,225.25645756457567
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,12,245.73431734317347
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,13,266.21217712177133
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,14,286.69003690036897
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,15,307.1678966789668
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,16,327.64575645756463
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,17,348.1236162361623
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,18,368.6014760147601
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,19,389.0793357933579
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,20,409.55719557195573
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,21,430.0350553505535
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,22,450.51291512915134
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,23,470.99077490774897
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,24,491.46863468634695
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,25,511.9464944649446
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,26,532.4243542435427
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,27,552.9022140221402
542,2052,11099,15,31,heatmap_np542_npos2052_napp11099_ips15_max_app31,28,573.3800738007379
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,0,204.25081967213114
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,1,204.25081967213114
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,2,204.25081967213114
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,3,204.15713114754095
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,4,192.14139344262296
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,5,121.51663934426229
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,6,79.04663934426229
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,7,84.22040983606558
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,8,96.11803278688521
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,9,108.1327868852459
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,10,120.14754098360656
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,11,132.16229508196724
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,12,144.17704918032783
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,13,156.1918032786885
610,7190,7329,5,17,heatmap_np610_npos7190_napp7329_ips5_max_app17,14,168.2065573770492
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,0,3914.5508982035935
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,1,3914.5508982035935
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,2,3914.5508982035935
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,3,3914.5508982035935
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,4,3914.5508982035935
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,5,3906.285928143713
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,6,932.7931137724551
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,7,652.4251497005988
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,8,745.62874251497
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,9,838.8323353293414
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,10,932.0359281437126
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,11,1025.2395209580839
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,12,1118.4431137724546
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,13,1211.6467065868267
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,14,1304.8502994011976
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,15,1398.0538922155688
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,16,1491.25748502994
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,17,1584.4610778443116
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,18,1677.6646706586828
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,19,1770.868263473054
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,20,1864.071856287425
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,21,1957.2754491017968
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,22,2050.4790419161677
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,23,2143.682634730539
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,24,2236.886227544909
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,25,2330.089820359281
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,26,2423.2934131736533
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,27,2516.4970059880234
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,28,2609.7005988023952
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,29,2702.9041916167653
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,30,2796.1077844311376
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,31,2889.3113772455094
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,32,2982.51497005988
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,33,3075.718562874252
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,34,3168.922155688623
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,35,3262.1257485029937
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,36,3355.3293413173656
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,37,3448.532934131736
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,38,3541.736526946108
167,4421,15565,20,42,heatmap_np167_npos4421_napp15565_ips20_max_app42,39,3634.9401197604793
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,0,2340.0
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,1,2340.0
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,2,2340.0
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,3,2340.0
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,4,2340.0
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,5,2324.1981132075475
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,6,940.7795597484276
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,7,311.66823899371076
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,8,353.2075471698114
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,9,397.35849056603763
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,10,441.5094339622641
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,11,485.6603773584905
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,12,529.8113207547171
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,13,573.9622641509434
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,14,618.11320754717
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,15,662.2641509433962
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,16,706.4150943396228
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,17,750.566037735849
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,18,794.7169811320753
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,19,838.8679245283017
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,20,883.0188679245282
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,21,927.1698113207545
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,22,971.3207547169811
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,23,1015.4716981132076
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,24,1059.6226415094343
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,25,1103.77358490566
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,26,1147.9245283018868
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,27,1192.0754716981132
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,28,1236.22641509434
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,29,1280.3773584905657
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,30,1324.5283018867924
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,31,1368.679245283019
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,32,1412.8301886792456
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,33,1456.9811320754716
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,34,1501.132075471698
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,35,1545.2830188679247
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,36,1589.4339622641505
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,37,1633.5849056603772
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,38,1677.7358490566035
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,39,1721.8867924528302
159,5852,7020,7,53,heatmap_np159_npos5852_napp7020_ips7_max_app53,40,1766.0377358490564
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,0,523.7871287128712
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,1,523.7871287128712
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,2,523.7871287128712
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,3,511.2440594059406
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,4,265.75338283828387
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,5,133.61138613861388
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,6,149.65346534653466
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,7,174.59570957095713
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,8,199.53795379537956
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,9,224.480198019802
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,10,249.42244224422447
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,11,274.36468646864694
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,12,299.3069306930693
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,13,324.2491749174917
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,14,349.19141914191425
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,15,374.1336633663367
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,16,399.0759075907591
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,17,424.0181518151815
606,3259,15115,18,21,heatmap_np606_npos3259_napp15115_ips18_max_app21,18,448.960396039604
550,8162,2497,12,6,heatmap_np550_npos8162_napp2497_ips12_max_app6,0,27.24
550,8162,2497,12,6,heatmap_np550_npos8162_napp2497_ips12_max_app6,1,27.24
550,8162,2497,12,6,heatmap_np550_npos8162_napp2497_ips12_max_app6,2,27.24
550,8162,2497,12,6,heatmap_np550_npos8162_napp2497_ips12_max_app6,3,27.24
550,8162,2497,12,6,heatmap_np550_npos8162_napp2497_ips12_max_app6,4,27.24
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,0,1262.6312292358807
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,1,835.7885382059801
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,2,70.14617940199335
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,3,105.21926910299003
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,4,140.2923588039867
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,5,175.36544850498336
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,6,210.43853820598005
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,7,245.5116279069768
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,8,280.5847176079734
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,9,315.6578073089702
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,10,350.7308970099667
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,11,385.80398671096344
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,12,420.8770764119601
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,13,455.95016611295677
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,14,491.0232558139536
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,15,526.0963455149501
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,16,561.1694352159468
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,17,596.2425249169434
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,18,631.3156146179404
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,19,666.3887043189369
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,20,701.4617940199334
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,21,736.5348837209301
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,22,771.607973421927
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,23,806.6810631229235
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,24,841.7541528239202
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,25,876.8272425249168
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,26,911.9003322259135
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,27,946.9734219269106
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,28,982.0465116279072
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,29,1017.1196013289039
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,30,1052.1926910299003
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,31,1087.265780730897
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,32,1122.3388704318936
301,871,10557,13,36,heatmap_np301_npos871_napp10557_ips13_max_app36,33,1157.4119601328903
370,9892,16578,15,43,heatmap_np370_npos9892_napp16578_ips15_max_app43,0,1926.6324324324319
370,9892,16578,15,43,heatmap_np370_npos9892_napp16578_ips15_max_app43,1,1926.6324324324319
370,9892,16578,15,43,heatmap_np370_npos9892_napp16578_ips15_max_app43,2,1926.6324324324319
