Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,3846.0,2445.0,2441.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2438.0,2438.0,2464.0,2491.0,2561.0,2659.0,2768.0,2903.0,3022.0,3131.0,3288.0,3396.0,3510.0
unmatched_applicants,3826.0,2441.0,2446.0,2438.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2446.0,2467.0,2519.0,2585.0,2707.0,2784.0,2911.0,3031.0,3172.0,3280.0,3378.0,3517.0
unmatched_applicants,3844.0,2446.0,2457.0,2439.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2451.0,2464.0,2534.0,2633.0,2718.0,2803.0,2925.0,3035.0,3190.0,3266.0,3434.0,3511.0
unmatched_applicants,3822.0,2445.0,2454.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2436.0,2449.0,2457.0,2527.0,2592.0,2676.0,2775.0,2909.0,3028.0,3168.0,3310.0,3384.0,3542.0
unmatched_applicants,3843.0,2446.0,2443.0,2436.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2437.0,2443.0,2478.0,2509.0,2563.0,2702.0,2806.0,2896.0,3038.0,3126.0,3296.0,3368.0,3513.0
unmatched_applicants,3843.0,2439.0,2448.0,2436.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2440.0,2475.0,2507.0,2557.0,2688.0,2790.0,2921.0,3056.0,3193.0,3291.0,3414.0,3502.0
unmatched_applicants,3806.0,2455.0,2449.0,2438.0,2436.0,2437.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2466.0,2485.0,2583.0,2668.0,2812.0,2901.0,3047.0,3195.0,3309.0,3398.0,3560.0
unmatched_applicants,3815.0,2445.0,2440.0,2436.0,2436.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2447.0,2449.0,2468.0,2496.0,2590.0,2681.0,2783.0,2893.0,3015.0,3132.0,3264.0,3408.0,3460.0
unmatched_applicants,3832.0,2448.0,2443.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2439.0,2448.0,2462.0,2519.0,2567.0,2684.0,2815.0,2903.0,3063.0,3177.0,3307.0,3393.0,3517.0
unmatched_applicants,3813.0,2450.0,2450.0,2444.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2435.0,2436.0,2438.0,2468.0,2480.0,2572.0,2664.0,2798.0,2951.0,3070.0,3151.0,3293.0,3410.0,3506.0
unfilled_spots,1411.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,29.0,56.0,126.0,224.0,333.0,468.0,587.0,696.0,853.0,961.0,1075.0
unfilled_spots,1391.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,32.0,84.0,150.0,272.0,349.0,476.0,596.0,737.0,845.0,943.0,1082.0
unfilled_spots,1409.0,11.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,99.0,198.0,283.0,368.0,490.0,600.0,755.0,831.0,999.0,1076.0
unfilled_spots,1387.0,10.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,22.0,92.0,157.0,241.0,340.0,474.0,593.0,733.0,875.0,949.0,1107.0
unfilled_spots,1408.0,11.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,43.0,74.0,128.0,267.0,371.0,461.0,603.0,691.0,861.0,933.0,1078.0
unfilled_spots,1408.0,4.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,72.0,122.0,253.0,355.0,486.0,621.0,758.0,856.0,979.0,1067.0
unfilled_spots,1371.0,20.0,14.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,50.0,148.0,233.0,377.0,466.0,612.0,760.0,874.0,963.0,1125.0
unfilled_spots,1380.0,10.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,33.0,61.0,155.0,246.0,348.0,458.0,580.0,697.0,829.0,973.0,1025.0
unfilled_spots,1397.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,27.0,84.0,132.0,249.0,380.0,468.0,628.0,742.0,872.0,958.0,1082.0
unfilled_spots,1378.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.0,45.0,137.0,229.0,363.0,516.0,635.0,716.0,858.0,975.0,1071.0
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,277.3892288861689,275.4957160342717,257.61444308445533,217.75275397796818,170.84332925336597,149.91187270501837,146.11260709914322,152.98531211750307,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.15055079559363,274.5593635250918,257.9767441860465,213.23990208078337,172.81640146878826,146.41615667074663,146.41003671970626,152.81517747858018,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,274.4871481028152,254.89351285189719,217.12729498164015,166.97307221542226,146.25826193390452,146.73072215422278,153.08078335373318,161.76621787025704,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.1909424724602,274.11383108935127,255.734394124847,214.2766217870257,170.86780905752755,149.7001223990208,145.4357405140759,152.82252141982863,161.7906976744186,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,277.9547123623011,276.2093023255814,257.4051407588739,214.99632802937577,168.13953488372093,148.56670746634026,144.97429620563037,152.8372093023256,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,273.76009791921666,257.30232558139534,213.56670746634026,168.45899632802937,148.1003671970624,146.14198286413708,153.48102815177478,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
reviews_per_program,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,278.3929008567931,276.0342717258262,255.83353733170134,214.88494492044063,169.3794369645043,151.23990208078337,146.55079559363526,152.9706242350061,161.64749082007344,170.62790697674419,179.60832313341493,188.58873929008567,197.56915544675644,206.54957160342718,215.52998776009792,224.51040391676867,233.4908200734394,242.47123623011015,251.4516523867809
