Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,1933.0,1260.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1265.0,1295.0,1351.0,1390.0,1441.0,1517.0,1592.0,1650.0,1740.0,1764.0
unmatched_applicants,1925.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1268.0,1284.0,1328.0,1394.0,1449.0,1529.0,1564.0,1644.0,1697.0,1776.0
unmatched_applicants,1928.0,1261.0,1266.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1264.0,1273.0,1293.0,1334.0,1374.0,1441.0,1510.0,1587.0,1661.0,1715.0,1791.0
unmatched_applicants,1926.0,1262.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1258.0,1272.0,1300.0,1361.0,1413.0,1445.0,1528.0,1574.0,1672.0,1722.0,1778.0
unmatched_applicants,1942.0,1261.0,1264.0,1263.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1268.0,1287.0,1330.0,1414.0,1490.0,1510.0,1579.0,1650.0,1724.0,1766.0
unmatched_applicants,1921.0,1267.0,1263.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1266.0,1287.0,1333.0,1381.0,1443.0,1511.0,1596.0,1648.0,1708.0,1771.0
unmatched_applicants,1920.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1282.0,1295.0,1332.0,1374.0,1456.0,1534.0,1594.0,1652.0,1708.0,1749.0
unmatched_applicants,1937.0,1259.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1263.0,1274.0,1293.0,1337.0,1370.0,1447.0,1510.0,1584.0,1664.0,1715.0,1765.0
unmatched_applicants,1961.0,1265.0,1263.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1259.0,1276.0,1293.0,1336.0,1380.0,1457.0,1531.0,1611.0,1652.0,1732.0,1762.0
unmatched_applicants,1929.0,1268.0,1265.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1270.0,1286.0,1359.0,1423.0,1428.0,1529.0,1591.0,1661.0,1724.0,1770.0
unfilled_spots,675.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,37.0,93.0,132.0,183.0,259.0,334.0,392.0,482.0,506.0
