Parameter,0,1,2,3,4,5,6,7,8,9,10
unmatched_applicants,1484.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1263.0,1271.0,1301.0
unmatched_applicants,1524.0,1268.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1270.0,1323.0
unmatched_applicants,1478.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1265.0,1264.0,1282.0
unmatched_applicants,1502.0,1259.0,1259.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1271.0,1302.0
unmatched_applicants,1506.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1272.0,1297.0
unmatched_applicants,1502.0,1258.0,1258.0,1258.0,1259.0,1258.0,1258.0,1258.0,1258.0,1276.0,1275.0
unmatched_applicants,1503.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1263.0,1312.0
unmatched_applicants,1514.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1263.0,1307.0
unmatched_applicants,1492.0,1258.0,1264.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1266.0,1294.0
unmatched_applicants,1508.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1260.0,1263.0,1284.0
unfilled_spots,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,43.0
unfilled_spots,266.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,65.0
unfilled_spots,220.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,24.0
unfilled_spots,244.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,44.0
unfilled_spots,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,39.0
unfilled_spots,244.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,17.0
unfilled_spots,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,54.0
unfilled_spots,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0
unfilled_spots,234.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0
unfilled_spots,250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,26.0
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.14603960396039,93.04950495049505,75.51237623762377,68.96534653465346,73.28217821782178,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,103.96782178217822,94.27475247524752,76.32673267326733,69.4009900990099,73.43316831683168,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.36881188118812,95.44554455445545,75.3440594059406,69.2450495049505,73.72524752475248,81.20297029702971
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.16336633663366,95.03217821782178,75.52722772277228,69.63366336633663,73.12871287128714,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.10643564356435,93.94554455445545,76.17079207920793,69.62623762376238,73.5519801980198,81.19059405940594
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.72772277227723,95.94059405940594,76.07178217821782,68.02475247524752,73.68069306930693,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.49257425742574,94.5519801980198,76.46782178217822,68.79702970297029,73.25742574257426,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.5519801980198,94.83168316831683,76.41831683168317,68.58168316831683,73.66336633663366,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.24257425742574,93.73267326732673,76.07920792079207,68.93564356435644,73.29455445544555,81.13861386138613
reviews_per_program,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,105.48019801980197,104.70049504950495,93.3069306930693,74.32425742574257,69.24257425742574,73.10396039603961,81.13861386138613
pct_interview_given_signal,0.0,1.0137278828553997,1.009914582062233,1.010372178157413,1.0077028676021964,1.0026845637583892,0.9856619890176938,0.9301403294691886,0.8411760219646126,0.7527964205816555,0.6778523489932886
pct_interview_given_signal,0.0,1.0128126906650396,1.012660158633313,1.0081350416920887,1.0058724832214765,1.0028065893837705,0.9870347773032336,0.9331038089427351,0.8402608297742525,0.7525591485323029,0.6778523489932886
pct_interview_given_signal,0.0,1.0137278828553997,1.0106772422208663,1.010270490136262,1.0070164734594265,1.0025015253203173,0.988712629652227,0.9311426828205351,0.8414810860280659,0.7522201884617992,0.6777303233679073
pct_interview_given_signal,0.0,1.0118974984746796,1.0111348383160463,1.009456985967053,1.0068639414276999,1.0039658328248933,0.9882041895464714,0.9343676457770418,0.8403752287980476,0.7531353806521591,0.6778523489932886
pct_interview_given_signal,0.0,1.0118974984746796,1.0134228187919463,1.009456985967053,1.0055674191580233,1.0015253203172667,0.9870347773032336,0.9328859060402684,0.8404133618059793,0.7525252525252525,0.6777608297742526
pct_interview_given_signal,0.0,1.0134228187919463,1.0111348383160463,1.0079316656497865,1.0064063453325198,1.0030506406345332,0.989271913768558,0.9303146517911619,0.8430826723611958,0.7522201884617992,0.6778523489932886
pct_interview_given_signal,0.0,1.0118974984746796,1.0118974984746796,1.0088468578401464,1.0057199511897499,1.0033557046979866,0.985509456985967,0.9305325546936285,0.8420149481391093,0.7528981086028066,0.6778523489932886
pct_interview_given_signal,0.0,1.0146430750457596,1.0137278828553997,1.0086434817978442,1.0057199511897499,1.0028065893837705,0.9866280252186292,0.9293994596008018,0.8420149481391093,0.7521523964476985,0.6778523489932886
pct_interview_given_signal,0.0,1.0158633312995728,1.012660158633313,1.010270490136262,1.0064063453325198,1.0037827943868212,0.9878991254830181,0.9293558790203086,0.841137888956681,0.7525930445393533,0.6778523489932886
pct_interview_given_signal,0.0,1.0118974984746796,1.0115924344112264,1.009558673988204,1.0065588773642464,1.0043929225137278,0.9872381533455359,0.9328859060402684,0.8419768151311775,0.7531353806521591,0.6778523489932886
pct_interview_given_nosignal,0.5214248838409912,0.48039963392312385,0.4326085750734927,0.37474069554606465,0.3053013355026778,0.22063758389261745,0.12350736511810337,0.04459019727476103,0.009823062843197072,0.0008389261744966443,0.0
pct_interview_given_nosignal,0.5214248838409912,0.4804758999389872,0.43210937933329635,0.375411836485662,0.30611483967188663,0.22056131787675412,0.12233068944478341,0.04113280455562335,0.011287370347773032,0.0013727882855399634,0.0
pct_interview_given_nosignal,0.5214248838409912,0.48039963392312385,0.43246990959010484,0.37477120195241,0.3056063995661311,0.22075198291641246,0.12089253028850344,0.04342078503152329,0.009334960341671751,0.0021354484441732766,0.0004067520846044336
pct_interview_given_nosignal,0.5214248838409912,0.4805521659548505,0.4323867103000721,0.3750152532031727,0.30567419158023185,0.21983679072605247,0.12132833609343677,0.03965832824893228,0.011104331909701037,7.62660158633313e-05,0.0
pct_interview_given_nosignal,0.5214248838409912,0.4805521659548505,0.4319707138499085,0.3750152532031727,0.30625042370008815,0.2213621110433191,0.12233068944478341,0.04138702460850112,0.011043319097010371,0.0014490543014032947,0.0003050640634533252
pct_interview_given_nosignal,0.5214248838409912,0.4804250559284116,0.4323867103000721,0.3754728492983527,0.30587756762253404,0.22040878584502746,0.1204131439030768,0.044386821232458816,0.006772422208663819,0.0021354484441732766,0.0
pct_interview_given_nosignal,0.5214248838409912,0.4805521659548505,0.4322480448166842,0.3751982916412447,0.3061826316859874,0.22021812080536912,0.12363810685958337,0.044132601179581045,0.00848078096400244,0.0006101281269066504,0.0
pct_interview_given_nosignal,0.5214248838409912,0.48032336790726055,0.4319152476565533,0.37525930445393535,0.3061826316859874,0.22056131787675412,0.12267933408873007,0.045454545454545456,0.00848078096400244,0.002287980475899939,0.0
pct_interview_given_nosignal,0.5214248838409912,0.4802216798861094,0.43210937933329635,0.37477120195241,0.30587756762253404,0.21995118974984748,0.12158981957639675,0.04550538946512101,0.009884075655887736,0.0012965222696766322,0.0
