Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,368.0,243.0,237.0,235.0,234.0,238.0,240.0,245.0,257.0,273.0,282.0,298.0,308.0,319.0,327.0,331.0,342.0,341.0,346.0
unmatched_applicants,368.0,237.0,234.0,234.0,234.0,237.0,237.0,255.0,256.0,273.0,290.0,294.0,307.0,319.0,325.0,337.0,343.0,345.0,351.0
unmatched_applicants,368.0,239.0,234.0,236.0,234.0,234.0,240.0,251.0,264.0,273.0,290.0,297.0,307.0,314.0,327.0,328.0,334.0,348.0,357.0
unmatched_applicants,361.0,239.0,235.0,234.0,235.0,238.0,239.0,248.0,267.0,272.0,289.0,303.0,306.0,309.0,327.0,327.0,335.0,349.0,344.0
unmatched_applicants,363.0,243.0,237.0,234.0,234.0,237.0,238.0,248.0,260.0,274.0,290.0,302.0,307.0,314.0,324.0,340.0,340.0,346.0,353.0
unmatched_applicants,363.0,238.0,234.0,235.0,234.0,234.0,248.0,254.0,262.0,271.0,289.0,291.0,306.0,311.0,319.0,331.0,337.0,340.0,352.0
unmatched_applicants,363.0,235.0,237.0,234.0,234.0,238.0,242.0,252.0,256.0,266.0,287.0,294.0,311.0,313.0,328.0,327.0,340.0,345.0,354.0
unmatched_applicants,364.0,240.0,235.0,234.0,236.0,240.0,244.0,251.0,264.0,277.0,288.0,297.0,306.0,321.0,320.0,329.0,336.0,344.0,350.0
unmatched_applicants,367.0,236.0,236.0,234.0,234.0,234.0,245.0,254.0,264.0,271.0,282.0,301.0,308.0,314.0,318.0,336.0,345.0,342.0,352.0
unmatched_applicants,362.0,240.0,235.0,236.0,236.0,235.0,241.0,248.0,260.0,271.0,286.0,297.0,309.0,318.0,326.0,331.0,335.0,342.0,347.0
unfilled_spots,134.0,9.0,3.0,1.0,0.0,4.0,6.0,11.0,23.0,39.0,48.0,64.0,74.0,85.0,93.0,97.0,108.0,107.0,112.0
unfilled_spots,134.0,3.0,0.0,0.0,0.0,3.0,3.0,21.0,22.0,39.0,56.0,60.0,73.0,85.0,91.0,103.0,109.0,111.0,117.0
unfilled_spots,134.0,5.0,0.0,2.0,0.0,0.0,6.0,17.0,30.0,39.0,56.0,63.0,73.0,80.0,93.0,94.0,100.0,114.0,123.0
unfilled_spots,127.0,5.0,1.0,0.0,1.0,4.0,5.0,14.0,33.0,38.0,55.0,69.0,72.0,75.0,93.0,93.0,101.0,115.0,110.0
