Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
unmatched_applicants,448.0,217.0,204.0,202.0,202.0,205.0,214.0,250.0,273.0,277.0,315.0,345.0,367.0,371.0,391.0,403.0,405.0,421.0,424.0,437.0,450.0,458.0
unmatched_applicants,454.0,219.0,202.0,201.0,203.0,216.0,238.0,252.0,276.0,299.0,321.0,344.0,360.0,373.0,394.0,390.0,409.0,419.0,433.0,449.0,452.0,454.0
unmatched_applicants,460.0,219.0,204.0,201.0,201.0,206.0,231.0,237.0,290.0,303.0,338.0,347.0,363.0,370.0,391.0,410.0,405.0,421.0,421.0,440.0,449.0,452.0
unmatched_applicants,459.0,220.0,204.0,201.0,201.0,208.0,220.0,251.0,272.0,306.0,315.0,341.0,361.0,373.0,392.0,411.0,409.0,424.0,434.0,437.0,454.0,450.0
unmatched_applicants,455.0,217.0,204.0,201.0,203.0,210.0,222.0,242.0,281.0,290.0,330.0,337.0,356.0,376.0,385.0,402.0,414.0,424.0,425.0,435.0,445.0,458.0
unmatched_applicants,459.0,212.0,206.0,201.0,205.0,211.0,232.0,251.0,280.0,303.0,338.0,353.0,358.0,378.0,389.0,393.0,405.0,426.0,426.0,439.0,445.0,451.0
unmatched_applicants,458.0,215.0,202.0,201.0,201.0,203.0,229.0,255.0,272.0,303.0,328.0,345.0,360.0,379.0,392.0,414.0,414.0,423.0,430.0,430.0,446.0,456.0
unmatched_applicants,453.0,224.0,201.0,201.0,201.0,215.0,223.0,247.0,282.0,300.0,316.0,336.0,360.0,375.0,385.0,399.0,412.0,419.0,425.0,441.0,445.0,454.0
unmatched_applicants,454.0,227.0,202.0,201.0,201.0,212.0,221.0,257.0,270.0,301.0,329.0,341.0,357.0,370.0,383.0,406.0,410.0,407.0,432.0,441.0,449.0,453.0
unmatched_applicants,453.0,213.0,202.0,202.0,201.0,217.0,221.0,247.0,284.0,305.0,320.0,344.0,372.0,376.0,389.0,393.0,403.0,416.0,434.0,442.0,449.0,457.0
unfilled_spots,247.0,16.0,3.0,1.0,1.0,4.0,13.0,49.0,72.0,76.0,114.0,144.0,166.0,170.0,190.0,202.0,204.0,220.0,223.0,236.0,249.0,257.0
