Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,14909.0,6207.0,6198.0,6190.0,6248.0,6778.0,7730.0,8744.0,9501.0,10283.0,10876.0,11490.0,11770.0,12228.0,12529.0,12774.0,13011.0,13253.0,13437.0,13658.0,13835.0,13912.0,14070.0,14198.0,14351.0,14417.0,14520.0,14610.0,14700.0,14785.0,14866.0
unmatched_applicants,14913.0,6258.0,6192.0,6190.0,6249.0,6831.0,7756.0,8725.0,9588.0,10332.0,10866.0,11403.0,11821.0,12146.0,12502.0,12734.0,13033.0,13275.0,13483.0,13641.0,13810.0,13931.0,14071.0,14190.0,14315.0,14422.0,14496.0,14638.0,14665.0,14794.0,14829.0
unmatched_applicants,14963.0,6238.0,6197.0,6190.0,6235.0,6795.0,7798.0,8726.0,9623.0,10274.0,10872.0,11315.0,11828.0,12157.0,12465.0,12769.0,13045.0,13239.0,13445.0,13642.0,13802.0,13984.0,14059.0,14191.0,14316.0,14392.0,14523.0,14607.0,14722.0,14804.0,14825.0
unmatched_applicants,14934.0,6226.0,6192.0,6190.0,6276.0,6790.0,7750.0,8778.0,9563.0,10382.0,10845.0,11405.0,11777.0,12169.0,12482.0,12782.0,13057.0,13261.0,13465.0,13598.0,13813.0,13987.0,14097.0,14238.0,14284.0,14436.0,14547.0,14635.0,14679.0,14791.0,14862.0
unmatched_applicants,14901.0,6235.0,6192.0,6191.0,6253.0,6784.0,7708.0,8672.0,9595.0,10246.0,10860.0,11423.0,11841.0,12141.0,12510.0,12773.0,13036.0,13312.0,13482.0,13661.0,13803.0,13958.0,14101.0,14192.0,14291.0,14463.0,14504.0,14638.0,14703.0,14747.0,14832.0
unmatched_applicants,14923.0,6234.0,6193.0,6190.0,6241.0,6831.0,7824.0,8807.0,9594.0,10299.0,10929.0,11414.0,11877.0,12222.0,12498.0,12787.0,13040.0,13233.0,13457.0,13602.0,13819.0,13950.0,14088.0,14211.0,14302.0,14387.0,14508.0,14645.0,14691.0,14754.0,14880.0
unmatched_applicants,14939.0,6240.0,6194.0,6190.0,6232.0,6817.0,7794.0,8697.0,9623.0,10276.0,10922.0,11417.0,11832.0,12147.0,12501.0,12805.0,13029.0,13261.0,13507.0,13637.0,13857.0,13936.0,14039.0,14215.0,14310.0,14453.0,14558.0,14631.0,14692.0,14775.0,14850.0
unmatched_applicants,14930.0,6216.0,6196.0,6190.0,6245.0,6803.0,7769.0,8728.0,9585.0,10285.0,10832.0,11330.0,11881.0,12208.0,12513.0,12742.0,13053.0,13301.0,13498.0,13616.0,13791.0,13956.0,14050.0,14180.0,14293.0,14411.0,14536.0,14626.0,14715.0,14774.0,14872.0
unmatched_applicants,14917.0,6240.0,6195.0,6190.0,6290.0,6752.0,7723.0,8693.0,9519.0,10279.0,10918.0,11398.0,11784.0,12198.0,12515.0,12798.0,13022.0,13272.0,13451.0,13595.0,13830.0,13939.0,14077.0,14224.0,14326.0,14424.0,14494.0,14620.0,14679.0,14788.0,14837.0
unmatched_applicants,14924.0,6226.0,6191.0,6190.0,6264.0,6818.0,7749.0,8772.0,9567.0,10234.0,10866.0,11330.0,11778.0,12189.0,12454.0,12805.0,13030.0,13230.0,13471.0,13638.0,13815.0,13955.0,14050.0,14186.0,14331.0,14402.0,14533.0,14649.0,14715.0,14760.0,14862.0
unfilled_spots,8719.0,17.0,8.0,0.0,58.0,588.0,1540.0,2554.0,3311.0,4093.0,4686.0,5300.0,5580.0,6038.0,6339.0,6584.0,6821.0,7063.0,7247.0,7468.0,7645.0,7722.0,7880.0,8008.0,8161.0,8227.0,8330.0,8420.0,8510.0,8595.0,8676.0
unfilled_spots,8723.0,68.0,2.0,0.0,59.0,641.0,1566.0,2535.0,3398.0,4142.0,4676.0,5213.0,5631.0,5956.0,6312.0,6544.0,6843.0,7085.0,7293.0,7451.0,7620.0,7741.0,7881.0,8000.0,8125.0,8232.0,8306.0,8448.0,8475.0,8604.0,8639.0
unfilled_spots,8773.0,48.0,7.0,0.0,45.0,605.0,1608.0,2536.0,3433.0,4084.0,4682.0,5125.0,5638.0,5967.0,6275.0,6579.0,6855.0,7049.0,7255.0,7452.0,7612.0,7794.0,7869.0,8001.0,8126.0,8202.0,8333.0,8417.0,8532.0,8614.0,8635.0
unfilled_spots,8744.0,36.0,2.0,0.0,86.0,600.0,1560.0,2588.0,3373.0,4192.0,4655.0,5215.0,5587.0,5979.0,6292.0,6592.0,6867.0,7071.0,7275.0,7408.0,7623.0,7797.0,7907.0,8048.0,8094.0,8246.0,8357.0,8445.0,8489.0,8601.0,8672.0
unfilled_spots,8711.0,45.0,2.0,1.0,63.0,594.0,1518.0,2482.0,3405.0,4056.0,4670.0,5233.0,5651.0,5951.0,6320.0,6583.0,6846.0,7122.0,7292.0,7471.0,7613.0,7768.0,7911.0,8002.0,8101.0,8273.0,8314.0,8448.0,8513.0,8557.0,8642.0
unfilled_spots,8733.0,44.0,3.0,0.0,51.0,641.0,1634.0,2617.0,3404.0,4109.0,4739.0,5224.0,5687.0,6032.0,6308.0,6597.0,6850.0,7043.0,7267.0,7412.0,7629.0,7760.0,7898.0,8021.0,8112.0,8197.0,8318.0,8455.0,8501.0,8564.0,8690.0
