Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,13211.0,6215.0,6196.0,6190.0,6193.0,6274.0,6703.0,7606.0,8412.0,9212.0,9828.0,10430.0,10881.0,11323.0,11685.0,12029.0,12298.0,12568.0,12808.0,12995.0
unmatched_applicants,13227.0,6231.0,6199.0,6190.0,6190.0,6250.0,6716.0,7555.0,8362.0,9086.0,9824.0,10356.0,10898.0,11296.0,11729.0,12041.0,12350.0,12628.0,12738.0,12968.0
unmatched_applicants,13199.0,6223.0,6203.0,6190.0,6190.0,6252.0,6781.0,7601.0,8416.0,9206.0,9853.0,10356.0,10938.0,11401.0,11675.0,12001.0,12339.0,12588.0,12805.0,13046.0
unmatched_applicants,13240.0,6218.0,6193.0,6190.0,6190.0,6270.0,6722.0,7493.0,8401.0,9169.0,9810.0,10367.0,10872.0,11277.0,11675.0,12039.0,12256.0,12552.0,12817.0,13041.0
unmatched_applicants,13205.0,6242.0,6195.0,6190.0,6190.0,6270.0,6758.0,7534.0,8425.0,9112.0,9850.0,10427.0,10965.0,11307.0,11722.0,12052.0,12330.0,12583.0,12824.0,13097.0
unmatched_applicants,13214.0,6238.0,6202.0,6190.0,6195.0,6257.0,6652.0,7482.0,8401.0,9152.0,9797.0,10425.0,10885.0,11346.0,11699.0,11993.0,12329.0,12556.0,12828.0,13037.0
unmatched_applicants,13216.0,6230.0,6194.0,6194.0,6191.0,6253.0,6742.0,7487.0,8357.0,9156.0,9805.0,10461.0,10944.0,11292.0,11685.0,12023.0,12318.0,12554.0,12820.0,13045.0
unmatched_applicants,13206.0,6224.0,6201.0,6190.0,6190.0,6235.0,6663.0,7612.0,8439.0,9208.0,9883.0,10456.0,10909.0,11333.0,11722.0,11995.0,12302.0,12584.0,12828.0,13002.0
unmatched_applicants,13179.0,6244.0,6192.0,6190.0,6191.0,6266.0,6768.0,7599.0,8380.0,9161.0,9792.0,10420.0,10843.0,11366.0,11692.0,12071.0,12335.0,12579.0,12841.0,13043.0
unmatched_applicants,13221.0,6216.0,6192.0,6190.0,6190.0,6241.0,6710.0,7574.0,8324.0,9119.0,9826.0,10409.0,10875.0,11305.0,11669.0,12043.0,12297.0,12593.0,12781.0,13012.0
unfilled_spots,7021.0,25.0,6.0,0.0,3.0,84.0,513.0,1416.0,2222.0,3022.0,3638.0,4240.0,4691.0,5133.0,5495.0,5839.0,6108.0,6378.0,6618.0,6805.0
unfilled_spots,7037.0,41.0,9.0,0.0,0.0,60.0,526.0,1365.0,2172.0,2896.0,3634.0,4166.0,4708.0,5106.0,5539.0,5851.0,6160.0,6438.0,6548.0,6778.0
unfilled_spots,7009.0,33.0,13.0,0.0,0.0,62.0,591.0,1411.0,2226.0,3016.0,3663.0,4166.0,4748.0,5211.0,5485.0,5811.0,6149.0,6398.0,6615.0,6856.0
unfilled_spots,7050.0,28.0,3.0,0.0,0.0,80.0,532.0,1303.0,2211.0,2979.0,3620.0,4177.0,4682.0,5087.0,5485.0,5849.0,6066.0,6362.0,6627.0,6851.0
unfilled_spots,7015.0,52.0,5.0,0.0,0.0,80.0,568.0,1344.0,2235.0,2922.0,3660.0,4237.0,4775.0,5117.0,5532.0,5862.0,6140.0,6393.0,6634.0,6907.0
unfilled_spots,7024.0,48.0,12.0,0.0,5.0,67.0,462.0,1292.0,2211.0,2962.0,3607.0,4235.0,4695.0,5156.0,5509.0,5803.0,6139.0,6366.0,6638.0,6847.0
unfilled_spots,7026.0,40.0,4.0,4.0,1.0,63.0,552.0,1297.0,2167.0,2966.0,3615.0,4271.0,4754.0,5102.0,5495.0,5833.0,6128.0,6364.0,6630.0,6855.0
unfilled_spots,7016.0,34.0,11.0,0.0,0.0,45.0,473.0,1422.0,2249.0,3018.0,3693.0,4266.0,4719.0,5143.0,5532.0,5805.0,6112.0,6394.0,6638.0,6812.0
unfilled_spots,6989.0,54.0,2.0,0.0,1.0,76.0,578.0,1409.0,2190.0,2971.0,3602.0,4230.0,4653.0,5176.0,5502.0,5881.0,6145.0,6389.0,6651.0,6853.0
unfilled_spots,7031.0,26.0,2.0,0.0,0.0,51.0,520.0,1384.0,2134.0,2929.0,3636.0,4219.0,4685.0,5115.0,5479.0,5853.0,6107.0,6403.0,6591.0,6822.0
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,439.8496042216359,218.53693931398416,113.94591029023746,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,444.32058047493405,216.62664907651714,115.67678100263852,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,443.86147757255935,209.36807387862797,113.8825857519789,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,444.93139841688657,215.34168865435356,115.65963060686016,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,443.8232189973615,213.01055408970976,114.78759894459102,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,446.97229551451187,215.41160949868075,116.5976253298153,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,445.44063324538257,212.43271767810026,113.91292875989446,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,442.8324538258575,214.23087071240104,113.88390501319262,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,446.532981530343,210.8509234828496,114.74934036939314,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
reviews_per_program,452.0052770448549,452.0052770448549,452.0052770448549,443.93931398416885,213.55672823218998,115.2071240105541,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216
pct_interview_given_signal,0.0,1.0,1.0,0.9987352363162298,0.9325345864222754,0.7663417196894519,0.638666744498278,0.5474286381413811,0.47900005837370846,0.42577782966551864,0.3832000466989668,0.3483636788172425,0.319333372249139,0.29476926669151293,0.27371431907069055,0.2554666977993112,0.23950002918685423,0.22541179217586282,0.21288891483275932,0.20168423510471936
pct_interview_given_signal,0.0,1.0,1.0,0.9990076469558111,0.930943902866149,0.7662016227890958,0.638666744498278,0.5474286381413811,0.47900005837370846,0.42577782966551864,0.3832000466989668,0.3483636788172425,0.319333372249139,0.29476926669151293,0.27371431907069055,0.2554666977993112,0.23950002918685423,0.22541179217586282,0.21288891483275932,0.20168423510471936
