Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,4468.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3550.0,3596.0,3646.0,3728.0,3818.0,3879.0,3956.0,4009.0,4068.0,4104.0,4168.0,4221.0,4241.0,4300.0,4332.0,4354.0,4391.0,4402.0
unmatched_applicants,4483.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3541.0,3571.0,3675.0,3752.0,3797.0,3878.0,3968.0,4006.0,4048.0,4110.0,4175.0,4215.0,4252.0,4292.0,4332.0,4367.0,4393.0,4413.0
unmatched_applicants,4474.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3553.0,3597.0,3662.0,3747.0,3828.0,3890.0,3966.0,4009.0,4065.0,4123.0,4168.0,4204.0,4271.0,4279.0,4326.0,4369.0,4390.0,4414.0
unmatched_applicants,4486.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3539.0,3590.0,3665.0,3721.0,3826.0,3876.0,3958.0,4008.0,4090.0,4125.0,4163.0,4212.0,4260.0,4293.0,4319.0,4354.0,4384.0,4402.0
unmatched_applicants,4487.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3542.0,3603.0,3656.0,3736.0,3813.0,3898.0,3925.0,4012.0,4067.0,4120.0,4181.0,4202.0,4254.0,4288.0,4332.0,4337.0,4387.0,4430.0
unmatched_applicants,4506.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3542.0,3613.0,3641.0,3749.0,3814.0,3873.0,3949.0,4020.0,4059.0,4141.0,4173.0,4235.0,4250.0,4302.0,4343.0,4353.0,4379.0,4415.0
unmatched_applicants,4489.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3530.0,3538.0,3608.0,3655.0,3739.0,3794.0,3905.0,3952.0,4020.0,4063.0,4120.0,4162.0,4205.0,4258.0,4308.0,4321.0,4362.0,4400.0,4405.0
unmatched_applicants,4489.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3522.0,3542.0,3602.0,3656.0,3742.0,3820.0,3873.0,3963.0,4007.0,4062.0,4104.0,4174.0,4218.0,4258.0,4295.0,4332.0,4361.0,4400.0,4414.0
unmatched_applicants,4493.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3524.0,3538.0,3589.0,3675.0,3736.0,3788.0,3904.0,3948.0,4020.0,4067.0,4124.0,4163.0,4193.0,4266.0,4302.0,4339.0,4358.0,4387.0,4417.0
unmatched_applicants,4478.0,3520.0,3520.0,3520.0,3520.0,3520.0,3520.0,3521.0,3520.0,3549.0,3559.0,3661.0,3721.0,3824.0,3878.0,3935.0,4008.0,4079.0,4130.0,4177.0,4200.0,4259.0,4287.0,4342.0,4357.0,4400.0,4421.0
unfilled_spots,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,76.0,126.0,208.0,298.0,359.0,436.0,489.0,548.0,584.0,648.0,701.0,721.0,780.0,812.0,834.0,871.0,882.0
unfilled_spots,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,51.0,155.0,232.0,277.0,358.0,448.0,486.0,528.0,590.0,655.0,695.0,732.0,772.0,812.0,847.0,873.0,893.0
unfilled_spots,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,77.0,142.0,227.0,308.0,370.0,446.0,489.0,545.0,603.0,648.0,684.0,751.0,759.0,806.0,849.0,870.0,894.0
unfilled_spots,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,70.0,145.0,201.0,306.0,356.0,438.0,488.0,570.0,605.0,643.0,692.0,740.0,773.0,799.0,834.0,864.0,882.0
unfilled_spots,967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,83.0,136.0,216.0,293.0,378.0,405.0,492.0,547.0,600.0,661.0,682.0,734.0,768.0,812.0,817.0,867.0,910.0
unfilled_spots,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,93.0,121.0,229.0,294.0,353.0,429.0,500.0,539.0,621.0,653.0,715.0,730.0,782.0,823.0,833.0,859.0,895.0
unfilled_spots,969.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,18.0,88.0,135.0,219.0,274.0,385.0,432.0,500.0,543.0,600.0,642.0,685.0,738.0,788.0,801.0,842.0,880.0,885.0
unfilled_spots,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,82.0,136.0,222.0,300.0,353.0,443.0,487.0,542.0,584.0,654.0,698.0,738.0,775.0,812.0,841.0,880.0,894.0
unfilled_spots,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,69.0,155.0,216.0,268.0,384.0,428.0,500.0,547.0,604.0,643.0,673.0,746.0,782.0,819.0,838.0,867.0,897.0
unfilled_spots,958.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,39.0,141.0,201.0,304.0,358.0,415.0,488.0,559.0,610.0,657.0,680.0,739.0,767.0,822.0,837.0,880.0,901.0
