Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
unmatched_applicants,11802.0,6229.0,6192.0,6190.0,6190.0,6190.0,6195.0,6279.0,6675.0,7241.0,7853.0,8547.0,9104.0,9679.0,10193.0,10567.0,10930.0,11285.0,11578.0
unmatched_applicants,11766.0,6245.0,6195.0,6190.0,6190.0,6190.0,6190.0,6295.0,6583.0,7228.0,7878.0,8688.0,9140.0,9738.0,10041.0,10542.0,10905.0,11187.0,11508.0
unmatched_applicants,11785.0,6214.0,6194.0,6190.0,6190.0,6190.0,6193.0,6310.0,6764.0,7201.0,7982.0,8621.0,9234.0,9612.0,10135.0,10550.0,10902.0,11203.0,11592.0
unmatched_applicants,11802.0,6222.0,6191.0,6190.0,6190.0,6190.0,6190.0,6299.0,6677.0,7215.0,8013.0,8606.0,9150.0,9677.0,10086.0,10466.0,10928.0,11205.0,11598.0
unmatched_applicants,11857.0,6235.0,6205.0,6190.0,6190.0,6190.0,6203.0,6257.0,6652.0,7317.0,7983.0,8549.0,9170.0,9651.0,10083.0,10586.0,10926.0,11216.0,11538.0
unmatched_applicants,11817.0,6237.0,6191.0,6190.0,6190.0,6190.0,6190.0,6261.0,6654.0,7262.0,8012.0,8574.0,9124.0,9670.0,10166.0,10549.0,10908.0,11283.0,11561.0
unmatched_applicants,11847.0,6252.0,6197.0,6190.0,6190.0,6190.0,6195.0,6322.0,6676.0,7288.0,7981.0,8636.0,9188.0,9701.0,10173.0,10539.0,10891.0,11291.0,11609.0
unmatched_applicants,11819.0,6222.0,6191.0,6190.0,6190.0,6190.0,6195.0,6252.0,6653.0,7195.0,7956.0,8575.0,9160.0,9721.0,10140.0,10546.0,10909.0,11274.0,11576.0
unmatched_applicants,11847.0,6231.0,6197.0,6190.0,6190.0,6190.0,6195.0,6275.0,6634.0,7220.0,7950.0,8606.0,9253.0,9740.0,10125.0,10575.0,10913.0,11296.0,11595.0
unmatched_applicants,11831.0,6241.0,6193.0,6190.0,6190.0,6190.0,6203.0,6264.0,6728.0,7218.0,7951.0,8583.0,9135.0,9662.0,10137.0,10493.0,10942.0,11272.0,11549.0
unfilled_spots,5612.0,39.0,2.0,0.0,0.0,0.0,5.0,89.0,485.0,1051.0,1663.0,2357.0,2914.0,3489.0,4003.0,4377.0,4740.0,5095.0,5388.0
unfilled_spots,5576.0,55.0,5.0,0.0,0.0,0.0,0.0,105.0,393.0,1038.0,1688.0,2498.0,2950.0,3548.0,3851.0,4352.0,4715.0,4997.0,5318.0
unfilled_spots,5595.0,24.0,4.0,0.0,0.0,0.0,3.0,120.0,574.0,1011.0,1792.0,2431.0,3044.0,3422.0,3945.0,4360.0,4712.0,5013.0,5402.0
unfilled_spots,5612.0,32.0,1.0,0.0,0.0,0.0,0.0,109.0,487.0,1025.0,1823.0,2416.0,2960.0,3487.0,3896.0,4276.0,4738.0,5015.0,5408.0
unfilled_spots,5667.0,45.0,15.0,0.0,0.0,0.0,13.0,67.0,462.0,1127.0,1793.0,2359.0,2980.0,3461.0,3893.0,4396.0,4736.0,5026.0,5348.0
unfilled_spots,5627.0,47.0,1.0,0.0,0.0,0.0,0.0,71.0,464.0,1072.0,1822.0,2384.0,2934.0,3480.0,3976.0,4359.0,4718.0,5093.0,5371.0
unfilled_spots,5657.0,62.0,7.0,0.0,0.0,0.0,5.0,132.0,486.0,1098.0,1791.0,2446.0,2998.0,3511.0,3983.0,4349.0,4701.0,5101.0,5419.0
unfilled_spots,5629.0,32.0,1.0,0.0,0.0,0.0,5.0,62.0,463.0,1005.0,1766.0,2385.0,2970.0,3531.0,3950.0,4356.0,4719.0,5084.0,5386.0
unfilled_spots,5657.0,41.0,7.0,0.0,0.0,0.0,5.0,85.0,444.0,1030.0,1760.0,2416.0,3063.0,3550.0,3935.0,4385.0,4723.0,5106.0,5405.0
unfilled_spots,5641.0,51.0,3.0,0.0,0.0,0.0,13.0,74.0,538.0,1028.0,1761.0,2393.0,2945.0,3472.0,3947.0,4303.0,4752.0,5082.0,5359.0
reviews_per_program,429.40501319261216,429.40501319261216,429.40501319261216,429.40501319261216,426.78891820580475,294.9089709762533,149.1688654353562,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937
reviews_per_program,429.40501319261216,429.40501319261216,429.40501319261216,429.40501319261216,426.7295514511873,296.1372031662269,149.032981530343,158.52374670184696,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937
reviews_per_program,429.40501319261216,429.40501319261216,429.40501319261216,429.40501319261216,427.25065963060683,287.8918205804749,150.37467018469658,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937
