Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13
unmatched_applicants,592.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,566.0,564.0,568.0
unmatched_applicants,591.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,569.0
unmatched_applicants,593.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,569.0
unmatched_applicants,593.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,571.0
unmatched_applicants,596.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,564.0,571.0
unmatched_applicants,588.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,573.0
unmatched_applicants,593.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,567.0
unmatched_applicants,588.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,569.0,568.0
unmatched_applicants,586.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,570.0
unmatched_applicants,596.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,569.0,567.0,571.0
unfilled_spots,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0
unfilled_spots,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0
unfilled_spots,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
unfilled_spots,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,6.0
unfilled_spots,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0
unfilled_spots,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,9.0
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,207.34545454545454,103.54545454545455,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,220.1090909090909,99.94545454545455,74.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,220.87272727272727,90.07272727272728,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,200.12727272727273,87.16363636363636,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,204.63636363636363,96.43636363636364,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,211.38181818181818,102.47272727272727,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,214.78181818181818,97.67272727272727,73.92727272727272,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,210.8181818181818,96.87272727272727,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,206.92727272727274,102.98181818181818,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
reviews_per_program,227.4909090909091,227.4909090909091,227.4909090909091,211.25454545454545,105.8,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364
pct_interview_given_signal,0.0,1.0421994884910486,1.0300511508951407,0.9931798806479113,0.8992966751918159,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.037084398976982,1.0313299232736572,1.010230179028133,0.9005754475703325,0.7312020460358056,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.0294117647058822,1.0300511508951407,1.0012787723785166,0.9008951406649617,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.051150895140665,1.0326086956521738,0.9978687127024722,0.8970588235294118,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.0498721227621484,1.0294117647058822,1.004688832054561,0.8900255754475703,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.0498721227621484,1.0242966751918159,1.0072463768115942,0.8957800511508951,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.0447570332480818,1.0319693094629157,1.0085251491901108,0.8970588235294118,0.7312020460358056,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.0421994884910486,1.0255754475703325,1.0055413469735721,0.9040920716112532,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.0639386189258313,1.028772378516624,1.0115089514066495,0.8906649616368286,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_signal,0.0,1.040920716112532,1.0255754475703325,1.0038363171355498,0.8925831202046036,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573
pct_interview_given_nosignal,0.22858056265984655,0.17433930093776642,0.11408476434051881,0.05213456620106236,0.005008525149190111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17468030690537084,0.1139020825721593,0.04819988195947275,0.004582267689684569,0.00011625203441060219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17519181585677748,0.11408476434051881,0.0502655911863073,0.004475703324808184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17374254049445864,0.11371940080379978,0.05105252803462522,0.005754475703324808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17382779198635975,0.11417610522469858,0.049478654337989376,0.008098891730605285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17382779198635975,0.11490683229813664,0.048888451701750935,0.00618073316283035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.1741687979539642,0.11381074168797954,0.04859335038363171,0.005754475703324808,0.00011625203441060219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17433930093776642,0.11472415052977712,0.049281920125909894,0.0034100596760443308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.17289002557544758,0.11426744610887833,0.047904780641353534,0.007885763000852515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.22858056265984655,0.1744245524296675,0.11472415052977712,0.04967538855006886,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_interview_given_application,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655,0.22858056265984655
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
