Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,1800.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1327.0,1343.0,1387.0,1419.0,1458.0,1521.0,1595.0,1635.0
unmatched_applicants,1807.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1327.0,1340.0,1380.0,1396.0,1477.0,1533.0,1582.0,1657.0
unmatched_applicants,1806.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1320.0,1318.0,1334.0,1361.0,1426.0,1463.0,1525.0,1597.0,1643.0
unmatched_applicants,1776.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1324.0,1345.0,1348.0,1433.0,1459.0,1526.0,1618.0,1655.0
unmatched_applicants,1808.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1318.0,1346.0,1379.0,1414.0,1466.0,1548.0,1569.0,1639.0
unmatched_applicants,1816.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1317.0,1332.0,1354.0,1426.0,1475.0,1526.0,1594.0,1650.0
unmatched_applicants,1808.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1319.0,1341.0,1374.0,1418.0,1475.0,1538.0,1562.0,1649.0
unmatched_applicants,1799.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1321.0,1325.0,1326.0,1363.0,1422.0,1470.0,1570.0,1596.0,1654.0
unmatched_applicants,1783.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1322.0,1336.0,1375.0,1452.0,1505.0,1540.0,1560.0,1646.0
unmatched_applicants,1815.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1319.0,1341.0,1345.0,1401.0,1464.0,1533.0,1577.0,1645.0
unfilled_spots,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,71.0,103.0,142.0,205.0,279.0,319.0
unfilled_spots,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,64.0,80.0,161.0,217.0,266.0,341.0
unfilled_spots,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,18.0,45.0,110.0,147.0,209.0,281.0,327.0
unfilled_spots,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,32.0,117.0,143.0,210.0,302.0,339.0
unfilled_spots,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,63.0,98.0,150.0,232.0,253.0,323.0
unfilled_spots,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,38.0,110.0,159.0,210.0,278.0,334.0
unfilled_spots,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,58.0,102.0,159.0,222.0,246.0,333.0
