Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,467.0,219.0,204.0,202.0,201.0,201.0,201.0,201.0,218.0,229.0,236.0,260.0,275.0,296.0,311.0,330.0,355.0,352.0,357.0,371.0,390.0,400.0,395.0,407.0,411.0,420.0,427.0,434.0,441.0,453.0,454.0,458.0,459.0
unmatched_applicants,468.0,214.0,203.0,203.0,201.0,201.0,201.0,201.0,205.0,216.0,234.0,255.0,267.0,289.0,311.0,317.0,340.0,357.0,369.0,372.0,379.0,394.0,404.0,414.0,418.0,421.0,436.0,441.0,444.0,452.0,450.0,456.0,452.0
unmatched_applicants,462.0,217.0,202.0,201.0,201.0,201.0,201.0,203.0,212.0,217.0,237.0,264.0,274.0,290.0,308.0,321.0,347.0,349.0,368.0,368.0,391.0,407.0,400.0,406.0,419.0,427.0,431.0,429.0,445.0,446.0,455.0,458.0,462.0
unmatched_applicants,461.0,223.0,205.0,201.0,201.0,201.0,201.0,204.0,202.0,217.0,232.0,251.0,270.0,297.0,318.0,323.0,334.0,355.0,357.0,376.0,390.0,390.0,415.0,403.0,418.0,424.0,434.0,445.0,441.0,448.0,457.0,459.0,461.0
unmatched_applicants,466.0,214.0,203.0,201.0,201.0,201.0,201.0,201.0,209.0,217.0,238.0,264.0,270.0,286.0,310.0,326.0,337.0,347.0,355.0,370.0,388.0,404.0,401.0,408.0,414.0,426.0,426.0,434.0,446.0,443.0,451.0,448.0,463.0
unmatched_applicants,469.0,215.0,205.0,201.0,201.0,201.0,201.0,202.0,204.0,213.0,234.0,258.0,264.0,295.0,308.0,324.0,343.0,356.0,369.0,372.0,379.0,395.0,404.0,414.0,418.0,421.0,427.0,436.0,438.0,451.0,451.0,457.0,465.0
unmatched_applicants,462.0,218.0,207.0,201.0,201.0,201.0,201.0,201.0,202.0,221.0,237.0,261.0,275.0,303.0,313.0,318.0,340.0,346.0,364.0,380.0,391.0,392.0,409.0,411.0,425.0,420.0,434.0,428.0,442.0,451.0,448.0,465.0,461.0
unmatched_applicants,464.0,220.0,207.0,201.0,201.0,201.0,201.0,202.0,211.0,224.0,230.0,253.0,277.0,302.0,320.0,328.0,341.0,358.0,370.0,378.0,385.0,395.0,395.0,412.0,420.0,426.0,427.0,433.0,450.0,447.0,455.0,462.0,459.0
unmatched_applicants,462.0,213.0,202.0,201.0,201.0,201.0,201.0,203.0,202.0,214.0,232.0,249.0,270.0,288.0,317.0,327.0,345.0,344.0,357.0,376.0,379.0,400.0,399.0,410.0,424.0,433.0,429.0,442.0,446.0,452.0,446.0,458.0,460.0
unmatched_applicants,467.0,226.0,204.0,201.0,201.0,201.0,201.0,203.0,208.0,225.0,237.0,253.0,263.0,299.0,305.0,320.0,347.0,347.0,361.0,378.0,393.0,390.0,408.0,407.0,420.0,427.0,425.0,439.0,446.0,451.0,450.0,460.0,457.0
