Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,136.0,97.0,97.0,95.0,96.0,96.0,104.0,106.0,106.0,111.0,115.0,119.0,118.0,125.0,125.0,127.0,132.0
unmatched_applicants,134.0,99.0,96.0,95.0,96.0,98.0,101.0,102.0,111.0,113.0,111.0,120.0,120.0,124.0,127.0,129.0,128.0
unmatched_applicants,136.0,99.0,96.0,95.0,96.0,97.0,101.0,106.0,105.0,113.0,113.0,112.0,122.0,122.0,125.0,129.0,129.0
unmatched_applicants,133.0,101.0,97.0,95.0,97.0,96.0,99.0,105.0,112.0,115.0,117.0,118.0,124.0,124.0,126.0,130.0,132.0
unmatched_applicants,137.0,99.0,97.0,96.0,96.0,96.0,103.0,101.0,110.0,109.0,118.0,119.0,120.0,124.0,129.0,126.0,130.0
unmatched_applicants,135.0,101.0,98.0,95.0,96.0,98.0,99.0,104.0,111.0,109.0,117.0,119.0,117.0,125.0,126.0,130.0,130.0
unmatched_applicants,134.0,102.0,95.0,95.0,98.0,98.0,99.0,107.0,108.0,113.0,118.0,119.0,122.0,123.0,122.0,124.0,130.0
unmatched_applicants,135.0,98.0,98.0,96.0,98.0,101.0,102.0,106.0,111.0,115.0,111.0,118.0,121.0,123.0,125.0,127.0,133.0
unmatched_applicants,132.0,103.0,95.0,95.0,96.0,98.0,102.0,107.0,106.0,108.0,112.0,120.0,119.0,122.0,126.0,130.0,129.0
unmatched_applicants,135.0,99.0,96.0,95.0,96.0,98.0,100.0,107.0,109.0,112.0,116.0,115.0,124.0,125.0,130.0,126.0,131.0
unfilled_spots,41.0,2.0,2.0,0.0,1.0,1.0,9.0,11.0,11.0,16.0,20.0,24.0,23.0,30.0,30.0,32.0,37.0
unfilled_spots,39.0,4.0,1.0,0.0,1.0,3.0,6.0,7.0,16.0,18.0,16.0,25.0,25.0,29.0,32.0,34.0,33.0
unfilled_spots,41.0,4.0,1.0,0.0,1.0,2.0,6.0,11.0,10.0,18.0,18.0,17.0,27.0,27.0,30.0,34.0,34.0
unfilled_spots,38.0,6.0,2.0,0.0,2.0,1.0,4.0,10.0,17.0,20.0,22.0,23.0,29.0,29.0,31.0,35.0,37.0
unfilled_spots,42.0,4.0,2.0,1.0,1.0,1.0,8.0,6.0,15.0,14.0,23.0,24.0,25.0,29.0,34.0,31.0,35.0
unfilled_spots,40.0,6.0,3.0,0.0,1.0,3.0,4.0,9.0,16.0,14.0,22.0,24.0,22.0,30.0,31.0,35.0,35.0
unfilled_spots,39.0,7.0,0.0,0.0,3.0,3.0,4.0,12.0,13.0,18.0,23.0,24.0,27.0,28.0,27.0,29.0,35.0
unfilled_spots,40.0,3.0,3.0,1.0,3.0,6.0,7.0,11.0,16.0,20.0,16.0,23.0,26.0,28.0,30.0,32.0,38.0
unfilled_spots,37.0,8.0,0.0,0.0,1.0,3.0,7.0,12.0,11.0,13.0,17.0,25.0,24.0,27.0,31.0,35.0,34.0
unfilled_spots,40.0,4.0,1.0,0.0,1.0,3.0,5.0,12.0,14.0,17.0,21.0,20.0,29.0,30.0,35.0,31.0,36.0
reviews_per_program,42.44155844155844,40.83116883116883,31.493506493506494,19.01298701298701,12.220779220779221,12.636363636363637,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
reviews_per_program,42.44155844155844,40.922077922077925,30.285714285714285,19.92207792207792,13.662337662337663,11.948051948051948,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
reviews_per_program,42.44155844155844,41.922077922077925,29.246753246753247,18.584415584415584,11.974025974025974,12.194805194805195,13.935064935064934,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
reviews_per_program,42.44155844155844,42.44155844155844,33.25974025974026,18.92207792207792,13.25974025974026,11.987012987012987,13.805194805194805,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
reviews_per_program,42.44155844155844,41.857142857142854,32.66233766233766,17.727272727272727,11.493506493506494,11.948051948051948,14.532467532467532,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
reviews_per_program,42.44155844155844,40.77922077922078,31.025974025974026,18.974025974025974,12.636363636363637,12.012987012987013,13.402597402597403,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
reviews_per_program,42.44155844155844,41.44155844155844,30.350649350649352,18.961038961038962,11.38961038961039,12.064935064935066,13.779220779220779,15.636363636363637,17.87012987012987,20.103896103896105,22.337662337662337,24.571428571428573,26.805194805194805,29.038961038961038,31.272727272727273,33.506493506493506,35.74025974025974
