Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,5903.0,2224.0,2051.0,1998.0,2052.0,2327.0,2735.0,3132.0,3490.0,3817.0,4130.0,4363.0,4548.0,4737.0,4904.0,5060.0,5165.0,5269.0,5374.0,5455.0,5562.0,5653.0,5700.0,5745.0,5832.0,5888.0
unmatched_applicants,5931.0,2240.0,2055.0,1999.0,2076.0,2326.0,2738.0,3176.0,3534.0,3793.0,4152.0,4367.0,4550.0,4764.0,4890.0,5031.0,5178.0,5273.0,5392.0,5448.0,5558.0,5637.0,5711.0,5758.0,5838.0,5900.0
unmatched_applicants,5922.0,2266.0,2042.0,2006.0,2053.0,2289.0,2726.0,3147.0,3514.0,3859.0,4072.0,4387.0,4508.0,4760.0,4958.0,5072.0,5158.0,5300.0,5367.0,5471.0,5563.0,5606.0,5683.0,5771.0,5837.0,5868.0
unmatched_applicants,5933.0,2231.0,2044.0,2009.0,2055.0,2322.0,2717.0,3154.0,3513.0,3832.0,4139.0,4357.0,4546.0,4740.0,4912.0,5048.0,5164.0,5254.0,5385.0,5472.0,5564.0,5613.0,5739.0,5764.0,5826.0,5881.0
unmatched_applicants,5918.0,2243.0,2050.0,2017.0,2041.0,2322.0,2745.0,3129.0,3538.0,3840.0,4134.0,4377.0,4562.0,4782.0,4874.0,5031.0,5148.0,5271.0,5371.0,5467.0,5553.0,5618.0,5685.0,5739.0,5818.0,5868.0
unmatched_applicants,5920.0,2226.0,2048.0,2008.0,2047.0,2321.0,2748.0,3132.0,3499.0,3847.0,4109.0,4342.0,4561.0,4727.0,4908.0,5017.0,5151.0,5329.0,5377.0,5474.0,5570.0,5629.0,5734.0,5781.0,5832.0,5866.0
unmatched_applicants,5920.0,2226.0,2057.0,1998.0,2077.0,2333.0,2757.0,3143.0,3557.0,3840.0,4060.0,4342.0,4562.0,4759.0,4918.0,5049.0,5144.0,5273.0,5383.0,5476.0,5560.0,5636.0,5706.0,5769.0,5815.0,5878.0
unmatched_applicants,5935.0,2198.0,2029.0,2011.0,2055.0,2288.0,2725.0,3134.0,3515.0,3848.0,4096.0,4321.0,4568.0,4689.0,4913.0,5051.0,5166.0,5256.0,5381.0,5493.0,5548.0,5628.0,5684.0,5785.0,5820.0,5877.0
unmatched_applicants,5921.0,2245.0,2059.0,1999.0,2042.0,2336.0,2756.0,3111.0,3474.0,3805.0,4058.0,4311.0,4574.0,4741.0,4892.0,5034.0,5196.0,5285.0,5388.0,5480.0,5554.0,5628.0,5702.0,5775.0,5819.0,5880.0
unmatched_applicants,5929.0,2295.0,2070.0,2004.0,2056.0,2329.0,2703.0,3089.0,3512.0,3850.0,4075.0,4361.0,4576.0,4676.0,4905.0,5015.0,5186.0,5301.0,5365.0,5449.0,5556.0,5628.0,5701.0,5792.0,5794.0,5877.0
unfilled_spots,3923.0,244.0,71.0,18.0,72.0,347.0,755.0,1152.0,1510.0,1837.0,2150.0,2383.0,2568.0,2757.0,2924.0,3080.0,3185.0,3289.0,3394.0,3475.0,3582.0,3673.0,3720.0,3765.0,3852.0,3908.0
unfilled_spots,3951.0,260.0,75.0,19.0,96.0,346.0,758.0,1196.0,1554.0,1813.0,2172.0,2387.0,2570.0,2784.0,2910.0,3051.0,3198.0,3293.0,3412.0,3468.0,3578.0,3657.0,3731.0,3778.0,3858.0,3920.0
unfilled_spots,3942.0,286.0,62.0,26.0,73.0,309.0,746.0,1167.0,1534.0,1879.0,2092.0,2407.0,2528.0,2780.0,2978.0,3092.0,3178.0,3320.0,3387.0,3491.0,3583.0,3626.0,3703.0,3791.0,3857.0,3888.0
unfilled_spots,3953.0,251.0,64.0,29.0,75.0,342.0,737.0,1174.0,1533.0,1852.0,2159.0,2377.0,2566.0,2760.0,2932.0,3068.0,3184.0,3274.0,3405.0,3492.0,3584.0,3633.0,3759.0,3784.0,3846.0,3901.0
unfilled_spots,3938.0,263.0,70.0,37.0,61.0,342.0,765.0,1149.0,1558.0,1860.0,2154.0,2397.0,2582.0,2802.0,2894.0,3051.0,3168.0,3291.0,3391.0,3487.0,3573.0,3638.0,3705.0,3759.0,3838.0,3888.0
unfilled_spots,3940.0,246.0,68.0,28.0,67.0,341.0,768.0,1152.0,1519.0,1867.0,2129.0,2362.0,2581.0,2747.0,2928.0,3037.0,3171.0,3349.0,3397.0,3494.0,3590.0,3649.0,3754.0,3801.0,3852.0,3886.0
unfilled_spots,3940.0,246.0,77.0,18.0,97.0,353.0,777.0,1163.0,1577.0,1860.0,2080.0,2362.0,2582.0,2779.0,2938.0,3069.0,3164.0,3293.0,3403.0,3496.0,3580.0,3656.0,3726.0,3789.0,3835.0,3898.0
unfilled_spots,3955.0,218.0,49.0,31.0,75.0,308.0,745.0,1154.0,1535.0,1868.0,2116.0,2341.0,2588.0,2709.0,2933.0,3071.0,3186.0,3276.0,3401.0,3513.0,3568.0,3648.0,3704.0,3805.0,3840.0,3897.0
unfilled_spots,3941.0,265.0,79.0,19.0,62.0,356.0,776.0,1131.0,1494.0,1825.0,2078.0,2331.0,2594.0,2761.0,2912.0,3054.0,3216.0,3305.0,3408.0,3500.0,3574.0,3648.0,3722.0,3795.0,3839.0,3900.0
unfilled_spots,3949.0,315.0,90.0,24.0,76.0,349.0,723.0,1109.0,1532.0,1870.0,2095.0,2381.0,2596.0,2696.0,2925.0,3035.0,3206.0,3321.0,3385.0,3469.0,3576.0,3648.0,3721.0,3812.0,3814.0,3897.0
