Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
unmatched_applicants,296.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,215.0,220.0,228.0,231.0,239.0,248.0,247.0,260.0,261.0,269.0,276.0,276.0,284.0
unmatched_applicants,297.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,217.0,218.0,225.0,227.0,243.0,242.0,253.0,258.0,263.0,275.0,275.0,281.0,284.0
unmatched_applicants,298.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,217.0,225.0,230.0,236.0,241.0,251.0,258.0,259.0,262.0,275.0,276.0,283.0
unmatched_applicants,292.0,215.0,214.0,214.0,214.0,214.0,214.0,215.0,218.0,221.0,226.0,227.0,236.0,242.0,253.0,251.0,264.0,274.0,281.0,281.0,277.0
unmatched_applicants,296.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,222.0,222.0,234.0,241.0,250.0,260.0,255.0,264.0,271.0,278.0,278.0,282.0
unmatched_applicants,295.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,218.0,218.0,223.0,229.0,239.0,238.0,247.0,263.0,265.0,263.0,274.0,276.0,285.0
unmatched_applicants,299.0,214.0,214.0,214.0,214.0,214.0,214.0,216.0,216.0,220.0,227.0,233.0,237.0,243.0,247.0,254.0,265.0,267.0,273.0,276.0,278.0
unmatched_applicants,299.0,214.0,215.0,214.0,214.0,214.0,214.0,216.0,217.0,223.0,225.0,229.0,238.0,241.0,245.0,260.0,266.0,268.0,271.0,282.0,284.0
unmatched_applicants,292.0,217.0,215.0,214.0,214.0,214.0,215.0,214.0,217.0,217.0,227.0,227.0,233.0,242.0,256.0,254.0,259.0,269.0,276.0,280.0,286.0
unmatched_applicants,300.0,214.0,215.0,214.0,214.0,214.0,215.0,214.0,214.0,217.0,223.0,229.0,239.0,243.0,250.0,257.0,267.0,270.0,279.0,279.0,288.0
unfilled_spots,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,17.0,25.0,34.0,33.0,46.0,47.0,55.0,62.0,62.0,70.0
unfilled_spots,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,11.0,13.0,29.0,28.0,39.0,44.0,49.0,61.0,61.0,67.0,70.0
unfilled_spots,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,16.0,22.0,27.0,37.0,44.0,45.0,48.0,61.0,62.0,69.0
unfilled_spots,78.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,12.0,13.0,22.0,28.0,39.0,37.0,50.0,60.0,67.0,67.0,63.0
unfilled_spots,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,20.0,27.0,36.0,46.0,41.0,50.0,57.0,64.0,64.0,68.0
unfilled_spots,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,15.0,25.0,24.0,33.0,49.0,51.0,49.0,60.0,62.0,71.0
unfilled_spots,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,13.0,19.0,23.0,29.0,33.0,40.0,51.0,53.0,59.0,62.0,64.0
unfilled_spots,85.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,11.0,15.0,24.0,27.0,31.0,46.0,52.0,54.0,57.0,68.0,70.0
unfilled_spots,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,13.0,13.0,19.0,28.0,42.0,40.0,45.0,55.0,62.0,66.0,72.0
unfilled_spots,86.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,15.0,25.0,29.0,36.0,43.0,53.0,56.0,65.0,65.0,74.0
reviews_per_program,100.08791208791209,100.08791208791209,100.08791208791209,96.23076923076923,76.7032967032967,47.24175824175824,27.86813186813187,32.747252747252745,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704
reviews_per_program,100.08791208791209,100.08791208791209,100.08791208791209,97.95604395604396,75.47252747252747,46.43956043956044,32.72527472527472,31.197802197802197,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704
reviews_per_program,100.08791208791209,100.08791208791209,100.08791208791209,95.35164835164835,77.79120879120879,42.15384615384615,32.56043956043956,30.46153846153846,34.81318681318681,39.16483516483517,43.51648351648352,47.86813186813187,52.21978021978022,56.57142857142857,60.92307692307692,65.27472527472527,69.62637362637362,73.97802197802197,78.32967032967034,82.68131868131869,87.03296703296704
