Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,91.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0,91.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,94.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0,90.0,91.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
reviews_per_program,65.0,65.0,65.0,63.675,63.925,51.2,41.575,30.2,28.875,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,61.15,52.65,37.825,27.325,27.125,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,58.4,51.05,34.225,30.125,27.1,30.075,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,63.575,63.8,51.375,36.975,30.7,27.9,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,62.275,52.325,40.85,30.875,26.625,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,60.9,53.25,40.175,26.925,28.225,30.375,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,60.775,56.725,41.9,27.125,26.875,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,62.25,51.925,36.425,31.0,27.625,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,62.35,49.75,38.0,30.925,29.1,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
reviews_per_program,65.0,65.0,65.0,65.0,61.175,49.95,36.8,28.175,27.775,30.175,32.5,35.75,39.0,42.25,45.5,48.75,52.0,55.25
pct_interview_given_signal,0.0,1.1538461538461537,1.0769230769230769,1.0615384615384615,1.0423076923076924,0.9769230769230769,0.9115384615384615,0.8142857142857143,0.7221153846153846,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.0923076923076922,1.0384615384615385,1.0846153846153845,1.0384615384615385,0.9830769230769231,0.8897435897435897,0.8285714285714286,0.7298076923076923,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.0923076923076922,1.0884615384615384,1.0538461538461539,1.023076923076923,0.9984615384615385,0.9282051282051282,0.8252747252747252,0.7298076923076923,0.6478632478632479,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.1,1.0846153846153845,1.064102564102564,1.0307692307692307,1.0015384615384615,0.9230769230769231,0.8032967032967033,0.7259615384615384,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.1538461538461537,1.0807692307692307,1.0487179487179488,1.0384615384615385,0.9907692307692307,0.9076923076923077,0.8120879120879121,0.7298076923076923,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.1307692307692307,1.1,1.0666666666666667,1.0307692307692307,0.9969230769230769,0.9076923076923077,0.8197802197802198,0.7278846153846154,0.647008547008547,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.1153846153846154,1.0846153846153845,1.0717948717948718,1.0269230769230768,1.0107692307692309,0.8884615384615384,0.8252747252747252,0.7307692307692307,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.146153846153846,1.0923076923076922,1.0692307692307692,1.0346153846153847,0.9861538461538462,0.9102564102564102,0.8186813186813187,0.7230769230769231,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
pct_interview_given_signal,0.0,1.1153846153846154,1.103846153846154,1.0538461538461539,1.0403846153846155,0.9984615384615385,0.9192307692307692,0.8186813186813187,0.7269230769230769,0.6495726495726496,0.5846153846153846,0.5314685314685315,0.48717948717948717,0.44970414201183434,0.4175824175824176,0.38974358974358975,0.36538461538461536,0.3438914027149321
