Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
unmatched_applicants,669.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,566.0,572.0,569.0,587.0,584.0,600.0,610.0,621.0,618.0,639.0,634.0,644.0,645.0,652.0,654.0
unmatched_applicants,668.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,570.0,575.0,584.0,598.0,605.0,610.0,618.0,617.0,623.0,632.0,641.0,644.0,656.0,661.0
unmatched_applicants,669.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,563.0,568.0,570.0,578.0,588.0,597.0,601.0,609.0,611.0,624.0,634.0,635.0,641.0,643.0,653.0,655.0
unmatched_applicants,667.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,578.0,579.0,596.0,604.0,606.0,617.0,623.0,630.0,644.0,637.0,648.0,648.0,656.0
unmatched_applicants,666.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,565.0,565.0,568.0,582.0,580.0,602.0,601.0,606.0,608.0,626.0,626.0,631.0,645.0,645.0,650.0,657.0
unmatched_applicants,663.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,567.0,568.0,581.0,578.0,600.0,606.0,610.0,622.0,618.0,630.0,640.0,639.0,641.0,646.0,658.0
unmatched_applicants,671.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,569.0,573.0,573.0,596.0,592.0,603.0,610.0,616.0,624.0,625.0,637.0,652.0,647.0,652.0,652.0
unmatched_applicants,670.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,569.0,567.0,571.0,583.0,598.0,601.0,611.0,614.0,623.0,629.0,633.0,646.0,647.0,648.0,653.0
unmatched_applicants,670.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,567.0,574.0,574.0,579.0,585.0,590.0,605.0,609.0,619.0,626.0,624.0,632.0,641.0,646.0,652.0,658.0
unmatched_applicants,667.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,573.0,579.0,596.0,588.0,605.0,604.0,614.0,629.0,626.0,632.0,637.0,654.0,655.0,656.0
unfilled_spots,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,7.0,25.0,22.0,38.0,48.0,59.0,56.0,77.0,72.0,82.0,83.0,90.0,92.0
unfilled_spots,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,13.0,22.0,36.0,43.0,48.0,56.0,55.0,61.0,70.0,79.0,82.0,94.0,99.0
unfilled_spots,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,8.0,16.0,26.0,35.0,39.0,47.0,49.0,62.0,72.0,73.0,79.0,81.0,91.0,93.0
unfilled_spots,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,34.0,42.0,44.0,55.0,61.0,68.0,82.0,75.0,86.0,86.0,94.0
unfilled_spots,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,6.0,20.0,18.0,40.0,39.0,44.0,46.0,64.0,64.0,69.0,83.0,83.0,88.0,95.0
unfilled_spots,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,19.0,16.0,38.0,44.0,48.0,60.0,56.0,68.0,78.0,77.0,79.0,84.0,96.0
unfilled_spots,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,11.0,34.0,30.0,41.0,48.0,54.0,62.0,63.0,75.0,90.0,85.0,90.0,90.0
unfilled_spots,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,9.0,21.0,36.0,39.0,49.0,52.0,61.0,67.0,71.0,84.0,85.0,86.0,91.0
unfilled_spots,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,17.0,23.0,28.0,43.0,47.0,57.0,64.0,62.0,70.0,79.0,84.0,90.0,96.0
unfilled_spots,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,17.0,34.0,26.0,43.0,42.0,52.0,67.0,64.0,70.0,75.0,92.0,93.0,94.0
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,384.76363636363635,128.2,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,365.92727272727274,134.25454545454545,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,352.0181818181818,133.6909090909091,76.96363636363637,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,372.3090909090909,128.63636363636363,77.81818181818181,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,365.4727272727273,142.07272727272726,77.14545454545454,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,351.8181818181818,134.14545454545456,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,372.1272727272727,134.85454545454544,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,398.74545454545455,102.81818181818181,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,385.74545454545455,142.3272727272727,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
reviews_per_program,412.3272727272727,412.3272727272727,412.3272727272727,386.43636363636364,141.38181818181818,77.14545454545454,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728,227.4909090909091,241.70909090909092,255.92727272727274,270.1454545454545,284.3636363636364,298.58181818181816,312.8,327.0181818181818,341.23636363636365,355.45454545454544,369.6727272727273
pct_interview_given_signal,0.0,1.0524296675191815,1.0313299232736572,1.0038363171355498,0.8999360613810742,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573,0.26123492875411036,0.24381926683716965,0.22858056265984655,0.21513464720926734,0.20318272236430804,0.1924888948714497,0.18286445012787725,0.1741566191694069,0.16624040920716113,0.1590125653285889,0.15238704177323104,0.1462915601023018,0.14066496163682865
pct_interview_given_signal,0.0,1.0473145780051152,1.026854219948849,1.0025575447570332,0.899616368286445,0.731457800511509,0.6095481670929241,0.5224698575082207,0.4571611253196931,0.4063654447286161,0.3657289002557545,0.33248081841432225,0.30477408354646207,0.2813299232736573,0.26123492875411036,0.24381926683716965,0.22858056265984655,0.21513464720926734,0.20318272236430804,0.1924888948714497,0.18286445012787725,0.1741566191694069,0.16624040920716113,0.1590125653285889,0.15238704177323104,0.1462915601023018,0.14066496163682865
