Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
unmatched_applicants,1988.0,1723.0,1723.0,1723.0,1723.0,1730.0,1730.0,1745.0,1763.0,1784.0,1809.0,1835.0,1842.0,1869.0,1881.0,1889.0,1906.0,1918.0,1930.0,1938.0,1940.0,1955.0,1967.0,1969.0,1973.0,1989.0,1989.0,1983.0
unmatched_applicants,1997.0,1723.0,1723.0,1723.0,1723.0,1730.0,1731.0,1747.0,1761.0,1784.0,1816.0,1830.0,1854.0,1860.0,1882.0,1889.0,1907.0,1908.0,1925.0,1938.0,1944.0,1960.0,1954.0,1974.0,1975.0,1982.0,1991.0,1994.0
unmatched_applicants,1997.0,1723.0,1723.0,1723.0,1723.0,1726.0,1734.0,1743.0,1769.0,1778.0,1807.0,1834.0,1839.0,1873.0,1889.0,1900.0,1919.0,1922.0,1929.0,1937.0,1937.0,1957.0,1956.0,1977.0,1973.0,1977.0,1985.0,1988.0
unmatched_applicants,1997.0,1723.0,1723.0,1723.0,1723.0,1723.0,1731.0,1752.0,1764.0,1784.0,1803.0,1832.0,1852.0,1871.0,1875.0,1897.0,1904.0,1924.0,1932.0,1934.0,1955.0,1956.0,1963.0,1963.0,1977.0,1981.0,1985.0,1988.0
unmatched_applicants,1993.0,1723.0,1723.0,1723.0,1723.0,1723.0,1728.0,1748.0,1769.0,1802.0,1821.0,1838.0,1846.0,1867.0,1887.0,1892.0,1910.0,1926.0,1925.0,1943.0,1944.0,1964.0,1964.0,1963.0,1976.0,1974.0,1984.0,1994.0
unmatched_applicants,2003.0,1723.0,1723.0,1723.0,1723.0,1726.0,1735.0,1746.0,1775.0,1782.0,1812.0,1838.0,1863.0,1859.0,1891.0,1895.0,1905.0,1921.0,1925.0,1937.0,1946.0,1954.0,1959.0,1972.0,1977.0,1985.0,1988.0,1995.0
unmatched_applicants,1991.0,1723.0,1723.0,1723.0,1727.0,1723.0,1741.0,1748.0,1762.0,1796.0,1808.0,1828.0,1839.0,1864.0,1881.0,1892.0,1909.0,1921.0,1934.0,1925.0,1952.0,1952.0,1959.0,1971.0,1973.0,1985.0,1985.0,1993.0
unmatched_applicants,2001.0,1723.0,1723.0,1723.0,1724.0,1723.0,1735.0,1751.0,1772.0,1799.0,1810.0,1845.0,1844.0,1865.0,1876.0,1905.0,1911.0,1914.0,1929.0,1945.0,1947.0,1943.0,1966.0,1972.0,1975.0,1984.0,1982.0,1990.0
unmatched_applicants,2004.0,1723.0,1723.0,1723.0,1723.0,1726.0,1732.0,1741.0,1778.0,1782.0,1814.0,1831.0,1843.0,1854.0,1877.0,1887.0,1912.0,1920.0,1930.0,1944.0,1958.0,1967.0,1961.0,1968.0,1967.0,1971.0,1982.0,1989.0
unmatched_applicants,1997.0,1723.0,1723.0,1723.0,1723.0,1726.0,1730.0,1737.0,1775.0,1777.0,1813.0,1840.0,1855.0,1873.0,1876.0,1896.0,1896.0,1919.0,1922.0,1941.0,1948.0,1969.0,1964.0,1973.0,1978.0,1985.0,1988.0,1993.0
unfilled_spots,265.0,0.0,0.0,0.0,0.0,7.0,7.0,22.0,40.0,61.0,86.0,112.0,119.0,146.0,158.0,166.0,183.0,195.0,207.0,215.0,217.0,232.0,244.0,246.0,250.0,266.0,266.0,260.0
unfilled_spots,274.0,0.0,0.0,0.0,0.0,7.0,8.0,24.0,38.0,61.0,93.0,107.0,131.0,137.0,159.0,166.0,184.0,185.0,202.0,215.0,221.0,237.0,231.0,251.0,252.0,259.0,268.0,271.0
unfilled_spots,274.0,0.0,0.0,0.0,0.0,3.0,11.0,20.0,46.0,55.0,84.0,111.0,116.0,150.0,166.0,177.0,196.0,199.0,206.0,214.0,214.0,234.0,233.0,254.0,250.0,254.0,262.0,265.0
unfilled_spots,274.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,41.0,61.0,80.0,109.0,129.0,148.0,152.0,174.0,181.0,201.0,209.0,211.0,232.0,233.0,240.0,240.0,254.0,258.0,262.0,265.0
unfilled_spots,270.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,46.0,79.0,98.0,115.0,123.0,144.0,164.0,169.0,187.0,203.0,202.0,220.0,221.0,241.0,241.0,240.0,253.0,251.0,261.0,271.0
unfilled_spots,280.0,0.0,0.0,0.0,0.0,3.0,12.0,23.0,52.0,59.0,89.0,115.0,140.0,136.0,168.0,172.0,182.0,198.0,202.0,214.0,223.0,231.0,236.0,249.0,254.0,262.0,265.0,272.0
unfilled_spots,268.0,0.0,0.0,0.0,4.0,0.0,18.0,25.0,39.0,73.0,85.0,105.0,116.0,141.0,158.0,169.0,186.0,198.0,211.0,202.0,229.0,229.0,236.0,248.0,250.0,262.0,262.0,270.0
unfilled_spots,278.0,0.0,0.0,0.0,1.0,0.0,12.0,28.0,49.0,76.0,87.0,122.0,121.0,142.0,153.0,182.0,188.0,191.0,206.0,222.0,224.0,220.0,243.0,249.0,252.0,261.0,259.0,267.0
unfilled_spots,281.0,0.0,0.0,0.0,0.0,3.0,9.0,18.0,55.0,59.0,91.0,108.0,120.0,131.0,154.0,164.0,189.0,197.0,207.0,221.0,235.0,244.0,238.0,245.0,244.0,248.0,259.0,266.0
unfilled_spots,274.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,52.0,54.0,90.0,117.0,132.0,150.0,153.0,173.0,173.0,196.0,199.0,218.0,225.0,246.0,241.0,250.0,255.0,262.0,265.0,270.0
reviews_per_program,656.6153846153846,615.010989010989,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352
reviews_per_program,656.6153846153846,588.065934065934,53.79120879120879,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352
reviews_per_program,656.6153846153846,621.3956043956044,46.9010989010989,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352
reviews_per_program,656.6153846153846,587.4285714285714,53.8021978021978,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352
reviews_per_program,656.6153846153846,599.8241758241758,67.17582417582418,70.35164835164835,93.8021978021978,117.25274725274726,140.7032967032967,164.15384615384616,187.6043956043956,211.05494505494505,234.5054945054945,257.95604395604397,281.4065934065934,304.85714285714283,328.3076923076923,351.75824175824175,375.2087912087912,398.65934065934067,422.1098901098901,445.56043956043953,469.010989010989,492.46153846153845,515.9120879120879,539.3626373626373,562.8131868131868,586.2637362637363,609.7142857142857,633.1648351648352
