Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
unmatched_applicants,2514.0,998.0,1024.0,1003.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1005.0,1028.0,1077.0,1162.0,1284.0,1429.0,1478.0,1566.0,1663.0,1780.0,1878.0,1926.0,2033.0,2103.0,2161.0,2220.0,2284.0,2311.0,2381.0
unmatched_applicants,2522.0,999.0,1007.0,1002.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1023.0,1079.0,1212.0,1229.0,1395.0,1511.0,1638.0,1668.0,1798.0,1860.0,1960.0,2038.0,2111.0,2164.0,2210.0,2260.0,2333.0,2388.0
unmatched_applicants,2505.0,999.0,1007.0,999.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1003.0,1013.0,1113.0,1213.0,1283.0,1380.0,1488.0,1585.0,1694.0,1781.0,1861.0,1929.0,2026.0,2108.0,2177.0,2249.0,2263.0,2305.0,2386.0
unmatched_applicants,2533.0,998.0,1007.0,1001.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1026.0,1090.0,1133.0,1261.0,1398.0,1516.0,1586.0,1684.0,1784.0,1870.0,1941.0,2033.0,2103.0,2143.0,2230.0,2268.0,2334.0,2385.0
unmatched_applicants,2521.0,998.0,1016.0,1002.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,999.0,1002.0,1028.0,1074.0,1171.0,1284.0,1367.0,1459.0,1601.0,1729.0,1788.0,1887.0,1977.0,2036.0,2083.0,2181.0,2211.0,2264.0,2320.0,2406.0
unmatched_applicants,2532.0,998.0,1015.0,1006.0,1000.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1038.0,1069.0,1151.0,1272.0,1352.0,1483.0,1612.0,1698.0,1774.0,1861.0,1952.0,2018.0,2083.0,2160.0,2229.0,2278.0,2344.0,2403.0
unmatched_applicants,2517.0,998.0,1018.0,1007.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1011.0,1090.0,1189.0,1318.0,1395.0,1481.0,1596.0,1696.0,1766.0,1881.0,1963.0,1988.0,2114.0,2167.0,2224.0,2278.0,2307.0,2385.0
unmatched_applicants,2554.0,998.0,1005.0,1010.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1003.0,1025.0,1091.0,1180.0,1293.0,1400.0,1490.0,1619.0,1686.0,1792.0,1858.0,1928.0,2006.0,2081.0,2142.0,2237.0,2291.0,2334.0,2350.0
unmatched_applicants,2521.0,998.0,1006.0,1011.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1035.0,1080.0,1195.0,1299.0,1374.0,1475.0,1605.0,1640.0,1762.0,1867.0,1936.0,2018.0,2092.0,2186.0,2218.0,2266.0,2321.0,2382.0
unmatched_applicants,2510.0,998.0,1011.0,1005.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,1006.0,1042.0,1089.0,1156.0,1243.0,1373.0,1499.0,1598.0,1684.0,1763.0,1870.0,1961.0,2019.0,2091.0,2140.0,2209.0,2265.0,2323.0,2389.0
unfilled_spots,1516.0,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,79.0,164.0,286.0,431.0,480.0,568.0,665.0,782.0,880.0,928.0,1035.0,1105.0,1163.0,1222.0,1286.0,1313.0,1383.0
unfilled_spots,1524.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,81.0,214.0,231.0,397.0,513.0,640.0,670.0,800.0,862.0,962.0,1040.0,1113.0,1166.0,1212.0,1262.0,1335.0,1390.0
unfilled_spots,1507.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,115.0,215.0,285.0,382.0,490.0,587.0,696.0,783.0,863.0,931.0,1028.0,1110.0,1179.0,1251.0,1265.0,1307.0,1388.0
unfilled_spots,1535.0,0.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,92.0,135.0,263.0,400.0,518.0,588.0,686.0,786.0,872.0,943.0,1035.0,1105.0,1145.0,1232.0,1270.0,1336.0,1387.0
unfilled_spots,1523.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,30.0,76.0,173.0,286.0,369.0,461.0,603.0,731.0,790.0,889.0,979.0,1038.0,1085.0,1183.0,1213.0,1266.0,1322.0,1408.0
unfilled_spots,1534.0,0.0,17.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,71.0,153.0,274.0,354.0,485.0,614.0,700.0,776.0,863.0,954.0,1020.0,1085.0,1162.0,1231.0,1280.0,1346.0,1405.0
unfilled_spots,1519.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,92.0,191.0,320.0,397.0,483.0,598.0,698.0,768.0,883.0,965.0,990.0,1116.0,1169.0,1226.0,1280.0,1309.0,1387.0
unfilled_spots,1556.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,93.0,182.0,295.0,402.0,492.0,621.0,688.0,794.0,860.0,930.0,1008.0,1083.0,1144.0,1239.0,1293.0,1336.0,1352.0
unfilled_spots,1523.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,82.0,197.0,301.0,376.0,477.0,607.0,642.0,764.0,869.0,938.0,1020.0,1094.0,1188.0,1220.0,1268.0,1323.0,1384.0
unfilled_spots,1512.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,91.0,158.0,245.0,375.0,501.0,600.0,686.0,765.0,872.0,963.0,1021.0,1093.0,1142.0,1211.0,1267.0,1325.0,1391.0
reviews_per_program,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,540.74,523.784,398.132,268.668,214.7,225.236,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752
reviews_per_program,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,542.192,522.196,392.916,250.472,214.576,223.888,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752
reviews_per_program,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,520.384,395.436,257.964,213.136,223.888,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752
reviews_per_program,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,543.728,516.244,403.764,256.544,220.356,223.888,239.88,255.872,271.864,287.856,303.848,319.84,335.832,351.824,367.816,383.808,399.8,415.792,431.784,447.776,463.768,479.76,495.752
