Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
unmatched_applicants,2282.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1798.0,1811.0,1836.0,1854.0,1891.0,1950.0,2013.0,2049.0,2108.0,2162.0
unmatched_applicants,2258.0,1797.0,1799.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1806.0,1832.0,1858.0,1916.0,1962.0,2003.0,2062.0,2129.0,2137.0
unmatched_applicants,2292.0,1802.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1799.0,1797.0,1799.0,1821.0,1865.0,1920.0,1942.0,2002.0,2052.0,2106.0,2153.0
unmatched_applicants,2260.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1799.0,1804.0,1813.0,1826.0,1860.0,1882.0,1950.0,2005.0,2039.0,2128.0,2149.0
unmatched_applicants,2264.0,1798.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1806.0,1810.0,1831.0,1878.0,1913.0,1970.0,2008.0,2051.0,2105.0,2151.0
unmatched_applicants,2285.0,1798.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1813.0,1825.0,1857.0,1911.0,1965.0,2013.0,2075.0,2114.0,2161.0
unmatched_applicants,2288.0,1797.0,1800.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1800.0,1805.0,1810.0,1841.0,1859.0,1910.0,1944.0,2000.0,2073.0,2098.0,2142.0
unmatched_applicants,2284.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1798.0,1809.0,1823.0,1872.0,1928.0,1937.0,2020.0,2078.0,2109.0,2165.0
unmatched_applicants,2280.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1804.0,1811.0,1832.0,1866.0,1917.0,1955.0,2006.0,2048.0,2097.0,2147.0
unmatched_applicants,2277.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1797.0,1800.0,1807.0,1837.0,1858.0,1915.0,1971.0,1996.0,2059.0,2115.0,2143.0
unfilled_spots,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,39.0,57.0,94.0,153.0,216.0,252.0,311.0,365.0
unfilled_spots,461.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,61.0,119.0,165.0,206.0,265.0,332.0,340.0
unfilled_spots,495.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,24.0,68.0,123.0,145.0,205.0,255.0,309.0,356.0
unfilled_spots,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,29.0,63.0,85.0,153.0,208.0,242.0,331.0,352.0
unfilled_spots,467.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,34.0,81.0,116.0,173.0,211.0,254.0,308.0,354.0
unfilled_spots,488.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.0,60.0,114.0,168.0,216.0,278.0,317.0,364.0
unfilled_spots,491.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,13.0,44.0,62.0,113.0,147.0,203.0,276.0,301.0,345.0
unfilled_spots,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,26.0,75.0,131.0,140.0,223.0,281.0,312.0,368.0
unfilled_spots,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,35.0,69.0,120.0,158.0,209.0,251.0,300.0,350.0
unfilled_spots,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,40.0,61.0,118.0,174.0,199.0,262.0,318.0,346.0
reviews_per_program,192.86472148541114,192.86472148541114,192.86472148541114,192.86472148541114,191.9389920424403,178.657824933687,114.46684350132627,73.657824933687,73.11671087533156,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052
reviews_per_program,192.86472148541114,192.86472148541114,192.86472148541114,192.86472148541114,191.17241379310346,172.9389920424403,116.90450928381964,73.52519893899205,71.81962864721486,79.24137931034483,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052
reviews_per_program,192.86472148541114,192.86472148541114,192.86472148541114,192.86472148541114,192.43236074270558,176.48806366047745,117.21220159151194,74.9973474801061,70.71618037135279,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052
reviews_per_program,192.86472148541114,192.86472148541114,192.86472148541114,192.86472148541114,192.42970822281168,176.48275862068965,116.29442970822281,73.76127320954907,71.45358090185677,79.18567639257294,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052
reviews_per_program,192.86472148541114,192.86472148541114,192.86472148541114,192.86472148541114,192.47745358090185,175.29973474801062,112.9867374005305,74.65251989389921,70.77984084880637,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052
reviews_per_program,192.86472148541114,192.86472148541114,192.86472148541114,192.86472148541114,191.6392572944297,174.17771883289126,115.41909814323607,75.14588859416446,72.16445623342175,78.89920424403184,87.6657824933687,96.43236074270557,105.19893899204244,113.96551724137932,122.73209549071618,131.49867374005305,140.26525198938992,149.0318302387268,157.79840848806367,166.56498673740052
