Parameter,0,1,2,3,4
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unmatched_applicants,84.0,84.0,84.0,84.0,84.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0
reviews_per_program,59.23076923076923,59.23076923076923,55.76923076923077,48.92307692307692,37.07692307692308
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,48.23076923076923,33.84615384615385
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,51.46153846153846,36.23076923076923
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,49.0,38.92307692307692
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,49.61538461538461,35.61538461538461
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,51.30769230769231,33.84615384615385
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,45.23076923076923,37.46153846153846
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,46.38461538461539,36.0
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,52.07692307692308,35.46153846153846
reviews_per_program,59.23076923076923,59.23076923076923,59.23076923076923,47.76923076923077,38.23076923076923
pct_interview_given_signal,0.0,1.2272727272727273,1.0772727272727274,1.0151515151515151,0.8181818181818182
pct_interview_given_signal,0.0,1.2,1.0818181818181818,1.0151515151515151,0.8272727272727273
pct_interview_given_signal,0.0,1.1363636363636365,1.1136363636363635,0.996969696969697,0.8272727272727273
pct_interview_given_signal,0.0,1.1636363636363636,1.0909090909090908,1.009090909090909,0.8159090909090909
pct_interview_given_signal,0.0,1.1181818181818182,1.1045454545454545,0.9727272727272728,0.825
pct_interview_given_signal,0.0,1.1545454545454545,1.1,1.006060606060606,0.8272727272727273
pct_interview_given_signal,0.0,1.2181818181818183,1.1318181818181818,0.9787878787878788,0.8204545454545454
pct_interview_given_signal,0.0,1.1636363636363636,1.1090909090909091,1.0,0.8272727272727273
pct_interview_given_signal,0.0,1.209090909090909,1.1090909090909091,0.9848484848484849,0.825
pct_interview_given_signal,0.0,1.1636363636363636,1.0772727272727274,0.9878787878787879,0.8227272727272728
pct_interview_given_nosignal,0.4727272727272727,0.346969696969697,0.2309090909090909,0.0659090909090909,0.012121212121212121
pct_interview_given_nosignal,0.4727272727272727,0.3515151515151515,0.2290909090909091,0.0659090909090909,0.0
pct_interview_given_nosignal,0.4727272727272727,0.3621212121212121,0.21636363636363637,0.07954545454545454,0.0
pct_interview_given_nosignal,0.4727272727272727,0.3575757575757576,0.22545454545454546,0.07045454545454545,0.015151515151515152
pct_interview_given_nosignal,0.4727272727272727,0.36515151515151517,0.22,0.09772727272727273,0.0030303030303030303
pct_interview_given_nosignal,0.4727272727272727,0.35909090909090907,0.22181818181818183,0.07272727272727272,0.0
pct_interview_given_nosignal,0.4727272727272727,0.3484848484848485,0.20909090909090908,0.09318181818181819,0.00909090909090909
pct_interview_given_nosignal,0.4727272727272727,0.3575757575757576,0.21818181818181817,0.07727272727272727,0.0
pct_interview_given_nosignal,0.4727272727272727,0.35,0.21818181818181817,0.08863636363636364,0.0030303030303030303
pct_interview_given_nosignal,0.4727272727272727,0.3575757575757576,0.2309090909090909,0.08636363636363636,0.006060606060606061
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_interview_given_application,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727,0.4727272727272727
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,1.0,1.0,1.0,1.0
