Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,2142.0,1317.0,1316.0,1316.0,1316.0,1316.0,1323.0,1351.0,1396.0,1485.0,1601.0,1706.0,1758.0,1863.0,1925.0,1986.0
unmatched_applicants,2135.0,1318.0,1319.0,1316.0,1316.0,1316.0,1317.0,1329.0,1382.0,1497.0,1541.0,1660.0,1758.0,1855.0,1911.0,1990.0
unmatched_applicants,2138.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1347.0,1400.0,1482.0,1567.0,1682.0,1785.0,1843.0,1920.0,1984.0
unmatched_applicants,2141.0,1318.0,1316.0,1316.0,1316.0,1316.0,1321.0,1343.0,1380.0,1491.0,1606.0,1672.0,1757.0,1834.0,1924.0,1979.0
unmatched_applicants,2129.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1327.0,1397.0,1485.0,1586.0,1678.0,1768.0,1834.0,1914.0,1980.0
unmatched_applicants,2144.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1339.0,1394.0,1510.0,1562.0,1665.0,1778.0,1842.0,1901.0,1987.0
unmatched_applicants,2143.0,1317.0,1316.0,1316.0,1316.0,1316.0,1316.0,1334.0,1378.0,1492.0,1563.0,1678.0,1744.0,1864.0,1901.0,1990.0
unmatched_applicants,2140.0,1316.0,1316.0,1316.0,1316.0,1316.0,1321.0,1331.0,1403.0,1476.0,1582.0,1652.0,1778.0,1856.0,1926.0,1971.0
unmatched_applicants,2148.0,1316.0,1316.0,1316.0,1316.0,1316.0,1316.0,1336.0,1391.0,1450.0,1603.0,1697.0,1775.0,1830.0,1905.0,1967.0
unmatched_applicants,2131.0,1317.0,1317.0,1316.0,1316.0,1316.0,1316.0,1331.0,1385.0,1481.0,1583.0,1667.0,1770.0,1843.0,1900.0,1978.0
unfilled_spots,826.0,1.0,0.0,0.0,0.0,0.0,7.0,35.0,80.0,169.0,285.0,390.0,442.0,547.0,609.0,670.0
unfilled_spots,819.0,2.0,3.0,0.0,0.0,0.0,1.0,13.0,66.0,181.0,225.0,344.0,442.0,539.0,595.0,674.0
unfilled_spots,822.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,84.0,166.0,251.0,366.0,469.0,527.0,604.0,668.0
unfilled_spots,825.0,2.0,0.0,0.0,0.0,0.0,5.0,27.0,64.0,175.0,290.0,356.0,441.0,518.0,608.0,663.0
unfilled_spots,813.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,81.0,169.0,270.0,362.0,452.0,518.0,598.0,664.0
unfilled_spots,828.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,78.0,194.0,246.0,349.0,462.0,526.0,585.0,671.0
unfilled_spots,827.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,62.0,176.0,247.0,362.0,428.0,548.0,585.0,674.0
unfilled_spots,824.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,87.0,160.0,266.0,336.0,462.0,540.0,610.0,655.0
unfilled_spots,832.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,75.0,134.0,287.0,381.0,459.0,514.0,589.0,651.0
unfilled_spots,815.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,69.0,165.0,267.0,351.0,454.0,527.0,584.0,662.0
