Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
unmatched_applicants,364.0,234.0,237.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,237.0,244.0,251.0,258.0,257.0,270.0,278.0,278.0,290.0,295.0,308.0,303.0,312.0,313.0,321.0,322.0,330.0,335.0,342.0,339.0,345.0,342.0,352.0,359.0
unmatched_applicants,362.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,241.0,241.0,249.0,255.0,265.0,262.0,271.0,275.0,283.0,289.0,297.0,300.0,304.0,309.0,313.0,319.0,329.0,330.0,335.0,338.0,337.0,345.0,349.0,355.0,352.0
unmatched_applicants,363.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,242.0,251.0,256.0,258.0,266.0,274.0,267.0,277.0,285.0,296.0,305.0,309.0,313.0,314.0,320.0,322.0,329.0,335.0,336.0,342.0,345.0,350.0,348.0,353.0
unmatched_applicants,362.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,236.0,238.0,244.0,241.0,252.0,257.0,263.0,270.0,279.0,285.0,289.0,294.0,299.0,302.0,313.0,315.0,322.0,327.0,327.0,335.0,340.0,342.0,342.0,352.0,350.0,358.0
unmatched_applicants,362.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,237.0,238.0,238.0,243.0,251.0,255.0,265.0,279.0,273.0,280.0,295.0,294.0,297.0,305.0,311.0,318.0,319.0,330.0,333.0,334.0,338.0,341.0,347.0,352.0,351.0,356.0
unmatched_applicants,358.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,234.0,243.0,245.0,247.0,246.0,263.0,267.0,265.0,277.0,288.0,288.0,303.0,300.0,307.0,311.0,315.0,323.0,321.0,327.0,333.0,334.0,343.0,346.0,346.0,353.0,348.0
unmatched_applicants,362.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,236.0,238.0,240.0,243.0,254.0,261.0,265.0,274.0,275.0,282.0,291.0,301.0,298.0,312.0,313.0,314.0,319.0,325.0,330.0,334.0,338.0,343.0,342.0,348.0,350.0,350.0
unmatched_applicants,361.0,234.0,235.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,237.0,234.0,239.0,244.0,254.0,261.0,259.0,270.0,283.0,281.0,286.0,294.0,305.0,304.0,316.0,311.0,320.0,325.0,327.0,331.0,333.0,343.0,349.0,350.0,356.0,354.0
unmatched_applicants,363.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,237.0,238.0,237.0,242.0,243.0,255.0,250.0,266.0,268.0,266.0,285.0,285.0,295.0,304.0,305.0,313.0,317.0,322.0,327.0,331.0,335.0,345.0,344.0,345.0,349.0,349.0,356.0
unmatched_applicants,362.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,235.0,234.0,234.0,234.0,235.0,238.0,241.0,236.0,249.0,257.0,262.0,270.0,277.0,279.0,296.0,293.0,302.0,303.0,315.0,317.0,319.0,322.0,324.0,336.0,338.0,341.0,343.0,347.0,353.0,352.0
