Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,94.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,92.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0,91.0
unmatched_applicants,93.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0,91.0
unmatched_applicants,92.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,90.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
reviews_per_program,61.75,61.75,61.75,61.75,56.625,41.775,34.75,27.4,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,56.7,44.175,33.55,27.925,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,55.825,46.425,35.75,27.5,28.825,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,60.35,55.7,41.7,27.8,29.35,26.825,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,55.8,41.475,29.775,25.85,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,58.05,45.65,34.5,22.75,27.05,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,52.45,44.95,36.775,27.525,26.7,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,57.05,43.725,28.875,26.8,26.75,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,61.75,57.85,46.35,34.15,27.1,26.0,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
reviews_per_program,61.75,61.75,61.75,60.475,53.8,44.75,31.95,27.875,26.775,29.25,32.5,35.75,39.0,42.25,45.5,48.75,52.0
pct_interview_given_signal,0.0,1.1076923076923078,1.0653846153846154,1.0487179487179488,1.0038461538461538,0.9815384615384616,0.882051282051282,0.7769230769230769,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.1076923076923078,1.0653846153846154,1.058974358974359,1.0173076923076922,0.9523076923076923,0.8589743589743589,0.7824175824175824,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.1076923076923078,1.0576923076923077,1.0461538461538462,0.9961538461538462,0.9476923076923077,0.8756410256410256,0.7791208791208791,0.6884615384615385,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.1307692307692307,1.103846153846154,1.058974358974359,1.0115384615384615,0.9676923076923077,0.8948717948717949,0.7758241758241758,0.6884615384615385,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.1076923076923078,1.0769230769230769,1.064102564102564,1.0192307692307692,0.98,0.8846153846153846,0.7758241758241758,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.123076923076923,1.0846153846153845,1.058974358974359,1.0307692307692307,0.9661538461538461,0.8705128205128205,0.7912087912087912,0.6903846153846154,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.1307692307692307,1.0615384615384615,1.064102564102564,1.0173076923076922,0.9584615384615385,0.867948717948718,0.7714285714285715,0.6913461538461538,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.1,1.1153846153846154,1.0564102564102564,1.0153846153846153,0.9769230769230769,0.8910256410256411,0.7813186813186813,0.6903846153846154,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.146153846153846,1.0692307692307692,1.0512820512820513,1.025,0.9738461538461538,0.8846153846153846,0.7857142857142857,0.6923076923076923,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_signal,0.0,1.0923076923076922,1.0884615384615384,1.0512820512820513,1.021153846153846,0.9676923076923077,0.8717948717948718,0.7670329670329671,0.6894230769230769,0.6153846153846154,0.5538461538461539,0.5034965034965035,0.46153846153846156,0.4260355029585799,0.3956043956043956,0.36923076923076925,0.34615384615384615
pct_interview_given_nosignal,0.291497975708502,0.24615384615384617,0.20045248868778281,0.14951923076923077,0.10153846153846154,0.045054945054945054,0.01893491124260355,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.291497975708502,0.24615384615384617,0.20045248868778281,0.14759615384615385,0.09794871794871794,0.05549450549450549,0.029585798816568046,0.005128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.291497975708502,0.24615384615384617,0.20135746606334842,0.15,0.10358974358974359,0.05714285714285714,0.021893491124260357,0.007051282051282051,0.002797202797202797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.291497975708502,0.24487179487179486,0.19592760180995475,0.14759615384615385,0.09948717948717949,0.05,0.01301775147928994,0.008974358974358974,0.002797202797202797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
