Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
unmatched_applicants,279.0,247.0,247.0,248.0,247.0,253.0,250.0,258.0,262.0,264.0,268.0,270.0,271.0,271.0,275.0,276.0,279.0,277.0
unmatched_applicants,280.0,247.0,248.0,247.0,247.0,249.0,256.0,256.0,259.0,265.0,266.0,267.0,272.0,273.0,274.0,275.0,277.0,278.0
unmatched_applicants,281.0,247.0,247.0,247.0,248.0,255.0,256.0,258.0,258.0,266.0,266.0,268.0,270.0,273.0,276.0,275.0,276.0,277.0
unmatched_applicants,278.0,247.0,247.0,247.0,248.0,251.0,256.0,259.0,259.0,265.0,266.0,266.0,268.0,272.0,273.0,275.0,278.0,279.0
unmatched_applicants,280.0,247.0,247.0,247.0,250.0,251.0,251.0,257.0,261.0,263.0,266.0,268.0,270.0,273.0,275.0,277.0,277.0,280.0
unmatched_applicants,277.0,247.0,247.0,247.0,248.0,250.0,252.0,257.0,261.0,261.0,266.0,268.0,270.0,273.0,272.0,276.0,275.0,277.0
unmatched_applicants,278.0,247.0,247.0,247.0,247.0,249.0,254.0,255.0,258.0,264.0,269.0,270.0,273.0,273.0,273.0,276.0,280.0,278.0
unmatched_applicants,278.0,247.0,247.0,247.0,248.0,250.0,256.0,255.0,260.0,262.0,266.0,265.0,271.0,274.0,274.0,274.0,275.0,280.0
unmatched_applicants,280.0,247.0,247.0,247.0,247.0,252.0,253.0,258.0,259.0,263.0,269.0,269.0,269.0,272.0,275.0,275.0,279.0,279.0
unmatched_applicants,279.0,247.0,247.0,247.0,247.0,249.0,258.0,257.0,259.0,267.0,264.0,269.0,267.0,272.0,276.0,278.0,277.0,280.0
unfilled_spots,32.0,0.0,0.0,1.0,0.0,6.0,3.0,11.0,15.0,17.0,21.0,23.0,24.0,24.0,28.0,29.0,32.0,30.0
unfilled_spots,33.0,0.0,1.0,0.0,0.0,2.0,9.0,9.0,12.0,18.0,19.0,20.0,25.0,26.0,27.0,28.0,30.0,31.0
unfilled_spots,34.0,0.0,0.0,0.0,1.0,8.0,9.0,11.0,11.0,19.0,19.0,21.0,23.0,26.0,29.0,28.0,29.0,30.0
unfilled_spots,31.0,0.0,0.0,0.0,1.0,4.0,9.0,12.0,12.0,18.0,19.0,19.0,21.0,25.0,26.0,28.0,31.0,32.0
unfilled_spots,33.0,0.0,0.0,0.0,3.0,4.0,4.0,10.0,14.0,16.0,19.0,21.0,23.0,26.0,28.0,30.0,30.0,33.0
unfilled_spots,30.0,0.0,0.0,0.0,1.0,3.0,5.0,10.0,14.0,14.0,19.0,21.0,23.0,26.0,25.0,29.0,28.0,30.0
unfilled_spots,31.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,11.0,17.0,22.0,23.0,26.0,26.0,26.0,29.0,33.0,31.0
unfilled_spots,31.0,0.0,0.0,0.0,1.0,3.0,9.0,8.0,13.0,15.0,19.0,18.0,24.0,27.0,27.0,27.0,28.0,33.0
unfilled_spots,33.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,12.0,16.0,22.0,22.0,22.0,25.0,28.0,28.0,32.0,32.0
unfilled_spots,32.0,0.0,0.0,0.0,0.0,2.0,11.0,10.0,12.0,20.0,17.0,22.0,20.0,25.0,29.0,31.0,30.0,33.0
reviews_per_program,199.33333333333334,82.07407407407408,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,81.88888888888889,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,66.77777777777777,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,68.44444444444444,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,59.888888888888886,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,82.55555555555556,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,68.0,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,67.37037037037037,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,53.96296296296296,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
reviews_per_program,199.33333333333334,68.37037037037037,22.14814814814815,33.22222222222222,44.2962962962963,55.370370370370374,66.44444444444444,77.51851851851852,88.5925925925926,99.66666666666667,110.74074074074075,121.81481481481481,132.88888888888889,143.96296296296296,155.03703703703704,166.11111111111111,177.1851851851852,188.25925925925927
pct_interview_given_signal,0.0,0.8093645484949833,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.7993311036789298,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.8127090301003345,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.8193979933110368,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.8060200668896321,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.7792642140468228,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.7959866220735786,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.8260869565217391,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.7993311036789298,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
pct_interview_given_signal,0.0,0.7892976588628763,0.43478260869565216,0.2898550724637681,0.21739130434782608,0.17391304347826086,0.14492753623188406,0.12422360248447205,0.10869565217391304,0.0966183574879227,0.08695652173913043,0.07905138339920949,0.07246376811594203,0.06688963210702341,0.062111801242236024,0.057971014492753624,0.05434782608695652,0.05115089514066496
