Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
unmatched_applicants,14902.0,6531.0,6519.0,6519.0,6519.0,6576.0,7077.0,7792.0,8691.0,9414.0,10094.0,10592.0,11100.0,11508.0,11859.0,12189.0,12435.0,12744.0,12980.0,13146.0,13358.0,13514.0,13683.0,13787.0,13902.0,14083.0,14159.0,14269.0,14371.0,14472.0,14559.0,14642.0,14685.0
unmatched_applicants,14882.0,6550.0,6523.0,6519.0,6521.0,6568.0,7029.0,7861.0,8685.0,9533.0,10010.0,10687.0,11168.0,11566.0,11856.0,12203.0,12446.0,12725.0,12993.0,13173.0,13304.0,13488.0,13648.0,13820.0,13938.0,14054.0,14171.0,14275.0,14398.0,14470.0,14544.0,14616.0,14711.0
unmatched_applicants,14895.0,6525.0,6519.0,6519.0,6519.0,6597.0,7041.0,7827.0,8643.0,9411.0,10101.0,10567.0,11188.0,11572.0,11882.0,12235.0,12559.0,12759.0,13007.0,13165.0,13326.0,13568.0,13720.0,13843.0,13944.0,14068.0,14190.0,14293.0,14400.0,14506.0,14589.0,14621.0,14711.0
unmatched_applicants,14880.0,6533.0,6524.0,6519.0,6519.0,6573.0,7080.0,7892.0,8794.0,9394.0,10103.0,10652.0,11118.0,11547.0,11865.0,12212.0,12465.0,12698.0,12977.0,13219.0,13372.0,13535.0,13694.0,13791.0,13928.0,14036.0,14209.0,14296.0,14373.0,14485.0,14562.0,14598.0,14668.0
unmatched_applicants,14905.0,6538.0,6522.0,6519.0,6520.0,6612.0,7017.0,7828.0,8670.0,9414.0,10091.0,10633.0,11103.0,11498.0,11903.0,12196.0,12469.0,12786.0,12970.0,13168.0,13375.0,13498.0,13664.0,13787.0,13929.0,14053.0,14176.0,14301.0,14378.0,14451.0,14579.0,14604.0,14689.0
unmatched_applicants,14861.0,6527.0,6519.0,6519.0,6521.0,6602.0,7038.0,7880.0,8663.0,9380.0,10006.0,10625.0,11126.0,11552.0,11947.0,12196.0,12506.0,12714.0,12979.0,13206.0,13393.0,13575.0,13645.0,13810.0,13957.0,14044.0,14180.0,14268.0,14404.0,14495.0,14527.0,14652.0,14732.0
unmatched_applicants,14911.0,6523.0,6519.0,6519.0,6521.0,6572.0,7034.0,7859.0,8661.0,9392.0,10169.0,10600.0,11068.0,11502.0,11919.0,12212.0,12459.0,12749.0,12970.0,13201.0,13345.0,13534.0,13637.0,13853.0,13928.0,14090.0,14147.0,14245.0,14354.0,14486.0,14549.0,14592.0,14675.0
unmatched_applicants,14886.0,6528.0,6523.0,6519.0,6519.0,6612.0,7013.0,7862.0,8678.0,9488.0,10081.0,10643.0,11103.0,11573.0,11876.0,12193.0,12487.0,12774.0,12950.0,13151.0,13352.0,13507.0,13670.0,13803.0,13986.0,14049.0,14187.0,14277.0,14393.0,14451.0,14534.0,14641.0,14705.0
unmatched_applicants,14914.0,6519.0,6519.0,6519.0,6519.0,6574.0,7055.0,7789.0,8743.0,9404.0,10098.0,10614.0,11085.0,11523.0,11887.0,12225.0,12507.0,12778.0,12997.0,13135.0,13352.0,13502.0,13665.0,13796.0,13924.0,14062.0,14153.0,14301.0,14374.0,14442.0,14534.0,14613.0,14711.0
unmatched_applicants,14877.0,6526.0,6519.0,6519.0,6519.0,6575.0,7012.0,7790.0,8656.0,9399.0,10035.0,10623.0,11102.0,11529.0,11848.0,12202.0,12521.0,12730.0,12930.0,13176.0,13399.0,13478.0,13725.0,13771.0,13937.0,14044.0,14160.0,14284.0,14410.0,14460.0,14548.0,14630.0,14696.0
unfilled_spots,8383.0,12.0,0.0,0.0,0.0,57.0,558.0,1273.0,2172.0,2895.0,3575.0,4073.0,4581.0,4989.0,5340.0,5670.0,5916.0,6225.0,6461.0,6627.0,6839.0,6995.0,7164.0,7268.0,7383.0,7564.0,7640.0,7750.0,7852.0,7953.0,8040.0,8123.0,8166.0
unfilled_spots,8363.0,31.0,4.0,0.0,2.0,49.0,510.0,1342.0,2166.0,3014.0,3491.0,4168.0,4649.0,5047.0,5337.0,5684.0,5927.0,6206.0,6474.0,6654.0,6785.0,6969.0,7129.0,7301.0,7419.0,7535.0,7652.0,7756.0,7879.0,7951.0,8025.0,8097.0,8192.0
unfilled_spots,8376.0,6.0,0.0,0.0,0.0,78.0,522.0,1308.0,2124.0,2892.0,3582.0,4048.0,4669.0,5053.0,5363.0,5716.0,6040.0,6240.0,6488.0,6646.0,6807.0,7049.0,7201.0,7324.0,7425.0,7549.0,7671.0,7774.0,7881.0,7987.0,8070.0,8102.0,8192.0
unfilled_spots,8361.0,14.0,5.0,0.0,0.0,54.0,561.0,1373.0,2275.0,2875.0,3584.0,4133.0,4599.0,5028.0,5346.0,5693.0,5946.0,6179.0,6458.0,6700.0,6853.0,7016.0,7175.0,7272.0,7409.0,7517.0,7690.0,7777.0,7854.0,7966.0,8043.0,8079.0,8149.0
unfilled_spots,8386.0,19.0,3.0,0.0,1.0,93.0,498.0,1309.0,2151.0,2895.0,3572.0,4114.0,4584.0,4979.0,5384.0,5677.0,5950.0,6267.0,6451.0,6649.0,6856.0,6979.0,7145.0,7268.0,7410.0,7534.0,7657.0,7782.0,7859.0,7932.0,8060.0,8085.0,8170.0
unfilled_spots,8342.0,8.0,0.0,0.0,2.0,83.0,519.0,1361.0,2144.0,2861.0,3487.0,4106.0,4607.0,5033.0,5428.0,5677.0,5987.0,6195.0,6460.0,6687.0,6874.0,7056.0,7126.0,7291.0,7438.0,7525.0,7661.0,7749.0,7885.0,7976.0,8008.0,8133.0,8213.0
unfilled_spots,8392.0,4.0,0.0,0.0,2.0,53.0,515.0,1340.0,2142.0,2873.0,3650.0,4081.0,4549.0,4983.0,5400.0,5693.0,5940.0,6230.0,6451.0,6682.0,6826.0,7015.0,7118.0,7334.0,7409.0,7571.0,7628.0,7726.0,7835.0,7967.0,8030.0,8073.0,8156.0
unfilled_spots,8367.0,9.0,4.0,0.0,0.0,93.0,494.0,1343.0,2159.0,2969.0,3562.0,4124.0,4584.0,5054.0,5357.0,5674.0,5968.0,6255.0,6431.0,6632.0,6833.0,6988.0,7151.0,7284.0,7467.0,7530.0,7668.0,7758.0,7874.0,7932.0,8015.0,8122.0,8186.0
unfilled_spots,8395.0,0.0,0.0,0.0,0.0,55.0,536.0,1270.0,2224.0,2885.0,3579.0,4095.0,4566.0,5004.0,5368.0,5706.0,5988.0,6259.0,6478.0,6616.0,6833.0,6983.0,7146.0,7277.0,7405.0,7543.0,7634.0,7782.0,7855.0,7923.0,8015.0,8094.0,8192.0
unfilled_spots,8358.0,7.0,0.0,0.0,0.0,56.0,493.0,1271.0,2137.0,2880.0,3516.0,4104.0,4583.0,5010.0,5329.0,5683.0,6002.0,6211.0,6411.0,6657.0,6880.0,6959.0,7206.0,7252.0,7418.0,7525.0,7641.0,7765.0,7891.0,7941.0,8029.0,8111.0,8177.0
reviews_per_program,791.009234828496,791.009234828496,791.009234828496,770.9142480211082,269.34696569920845,115.68997361477572,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251,723.2084432717678
reviews_per_program,791.009234828496,791.009234828496,791.009234828496,772.8192612137203,253.31134564643799,114.85883905013192,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251,723.2084432717678
reviews_per_program,791.009234828496,791.009234828496,791.009234828496,769.7638522427441,259.5527704485488,113.00131926121372,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251,723.2084432717678
reviews_per_program,791.009234828496,791.009234828496,791.009234828496,768.8627968337731,252.23746701846966,113.84036939313984,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251,723.2084432717678
reviews_per_program,791.009234828496,791.009234828496,791.009234828496,765.4234828496042,248.21899736147756,115.6939313984169,135.60158311345646,158.20184696569922,180.80211081794195,203.40237467018468,226.00263852242745,248.60290237467018,271.2031662269129,293.80343007915565,316.40369393139844,339.00395778364117,361.6042216358839,384.20448548812664,406.80474934036937,429.40501319261216,452.0052770448549,474.6055408970976,497.20580474934036,519.8060686015831,542.4063324538258,565.0065963060686,587.6068601583113,610.2071240105541,632.8073878627969,655.4076517150396,678.0079155672823,700.6081794195251,723.2084432717678
