Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
unmatched_applicants,405.0,211.0,206.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,219.0,237.0,252.0,259.0,273.0,295.0,307.0,309.0,329.0,343.0,346.0,355.0,362.0,380.0,386.0,390.0,403.0
unmatched_applicants,407.0,220.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,206.0,208.0,215.0,237.0,245.0,259.0,275.0,289.0,313.0,314.0,328.0,351.0,355.0,360.0,363.0,374.0,390.0,392.0,395.0
unmatched_applicants,411.0,210.0,210.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,207.0,210.0,211.0,228.0,237.0,261.0,279.0,284.0,292.0,324.0,325.0,329.0,351.0,354.0,368.0,382.0,386.0,390.0,385.0
unmatched_applicants,402.0,213.0,203.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,207.0,221.0,238.0,250.0,260.0,269.0,294.0,302.0,324.0,329.0,334.0,347.0,358.0,375.0,379.0,385.0,392.0,398.0
unmatched_applicants,407.0,215.0,207.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,209.0,220.0,232.0,243.0,259.0,278.0,286.0,299.0,321.0,330.0,339.0,352.0,361.0,359.0,371.0,386.0,378.0,393.0
unmatched_applicants,400.0,216.0,201.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,209.0,214.0,241.0,246.0,247.0,276.0,292.0,310.0,323.0,332.0,346.0,338.0,356.0,372.0,374.0,375.0,391.0,397.0
unmatched_applicants,407.0,208.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,203.0,201.0,207.0,215.0,227.0,245.0,250.0,281.0,300.0,307.0,320.0,326.0,345.0,351.0,365.0,370.0,379.0,384.0,390.0,399.0
unmatched_applicants,403.0,212.0,202.0,202.0,201.0,201.0,201.0,201.0,201.0,203.0,204.0,209.0,216.0,241.0,246.0,258.0,279.0,281.0,307.0,321.0,324.0,337.0,346.0,356.0,366.0,380.0,382.0,391.0,404.0
unmatched_applicants,408.0,210.0,207.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,207.0,208.0,226.0,234.0,234.0,265.0,271.0,290.0,303.0,318.0,331.0,340.0,346.0,356.0,374.0,369.0,384.0,390.0,401.0
unmatched_applicants,401.0,212.0,206.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,205.0,212.0,223.0,236.0,233.0,262.0,279.0,298.0,314.0,311.0,311.0,346.0,346.0,362.0,363.0,380.0,387.0,390.0,390.0
