Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
unmatched_applicants,704.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,567.0,571.0,586.0,595.0,604.0,611.0,613.0,629.0,634.0,637.0,644.0,647.0,655.0,654.0,658.0,672.0,671.0,678.0,678.0,681.0,687.0,688.0,692.0,697.0
unmatched_applicants,700.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,566.0,572.0,579.0,587.0,595.0,601.0,611.0,614.0,623.0,637.0,640.0,643.0,650.0,650.0,660.0,666.0,670.0,672.0,677.0,683.0,681.0,691.0,686.0,691.0,693.0
unmatched_applicants,699.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,567.0,564.0,582.0,577.0,582.0,594.0,601.0,608.0,617.0,618.0,634.0,636.0,648.0,651.0,655.0,659.0,668.0,671.0,670.0,675.0,678.0,682.0,689.0,684.0,688.0,694.0
unmatched_applicants,706.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,567.0,578.0,586.0,583.0,596.0,602.0,609.0,618.0,634.0,630.0,631.0,648.0,650.0,655.0,658.0,667.0,669.0,666.0,674.0,679.0,687.0,687.0,690.0,694.0,695.0
unmatched_applicants,701.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,569.0,577.0,586.0,601.0,608.0,605.0,621.0,627.0,627.0,636.0,648.0,651.0,651.0,660.0,666.0,672.0,675.0,673.0,682.0,683.0,686.0,687.0,690.0,696.0
unmatched_applicants,701.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,566.0,567.0,580.0,590.0,596.0,599.0,604.0,617.0,625.0,627.0,638.0,647.0,651.0,656.0,658.0,664.0,666.0,666.0,677.0,682.0,684.0,684.0,692.0,687.0,697.0
unmatched_applicants,703.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,566.0,568.0,575.0,582.0,585.0,605.0,609.0,618.0,622.0,631.0,635.0,646.0,648.0,655.0,659.0,663.0,671.0,673.0,672.0,680.0,680.0,685.0,689.0,693.0,695.0
unmatched_applicants,699.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,570.0,581.0,582.0,592.0,607.0,611.0,622.0,626.0,637.0,639.0,648.0,649.0,655.0,660.0,668.0,670.0,675.0,676.0,682.0,685.0,685.0,689.0,694.0,699.0
unmatched_applicants,701.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,566.0,565.0,576.0,586.0,594.0,597.0,619.0,618.0,626.0,634.0,640.0,644.0,652.0,660.0,656.0,665.0,668.0,673.0,673.0,675.0,684.0,687.0,687.0,692.0,697.0
unmatched_applicants,706.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,564.0,566.0,579.0,581.0,600.0,604.0,611.0,620.0,622.0,632.0,633.0,645.0,650.0,652.0,657.0,665.0,671.0,674.0,677.0,675.0,685.0,684.0,688.0,693.0,691.0
