Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
unmatched_applicants,93.0,91.0,91.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0
unmatched_applicants,94.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0
unmatched_applicants,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0
unmatched_applicants,95.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,95.0
unmatched_applicants,95.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0,93.0
unmatched_applicants,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,91.0
unmatched_applicants,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,91.0
unmatched_applicants,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,92.0
unfilled_spots,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
unfilled_spots,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
unfilled_spots,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
unfilled_spots,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unfilled_spots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
unfilled_spots,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.61538461538461,54.12820512820513,52.15384615384615,50.51282051282051,50.93589743589744,51.717948717948715,52.91025641025641
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.11538461538461,54.666666666666664,52.08974358974359,51.08974358974359,50.73076923076923,51.6025641025641,52.76923076923077
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.282051282051285,52.5,51.01282051282051,50.205128205128204,51.794871794871796,53.1025641025641
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,53.666666666666664,54.14102564102564,53.03846153846154,51.8974358974359,50.64102564102564,51.794871794871796,53.02564102564103
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.46153846153846,54.705128205128204,54.282051282051285,51.93589743589744,50.91025641025641,51.1025641025641,51.64102564102564,53.19230769230769
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.34615384615385,53.64102564102564,52.80769230769231,50.91025641025641,50.38461538461539,51.48717948717949,52.93589743589744
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.42307692307692,53.51282051282051,51.65384615384615,51.705128205128204,50.42307692307692,51.53846153846154,53.03846153846154
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.67948717948718,53.53846153846154,52.67948717948718,50.35897435897436,50.82051282051282,51.38461538461539,53.217948717948715
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.53846153846154,53.30769230769231,50.91025641025641,50.85897435897436,51.0,51.55128205128205,53.0
reviews_per_program,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,54.47435897435897,52.97435897435897,53.11538461538461,50.48717948717949,51.03846153846154,51.717948717948715,53.205128205128204
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986888111888111,0.9961149961149961,0.9884615384615385,0.9643992371265099,0.9557109557109557,0.9349112426035503,0.8876123876123876
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9947552447552448,0.9992229992229992,0.9804195804195804,0.9675778766687858,0.9460955710955711,0.9217321140398064,0.8833666333666333
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9972804972804973,0.9853146853146854,0.9736172917991099,0.9478438228438228,0.9139322216245294,0.8876123876123876
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969405594405595,0.9961149961149961,0.9839160839160839,0.9752066115702479,0.9379370629370629,0.9195804195804196,0.8901098901098901
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985014985014985,1.0,0.9941724941724942,0.9853146853146854,0.9631277813095995,0.9513403263403264,0.9115115653577192,0.8791208791208791
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9934440559440559,0.9945609945609946,0.9951048951048951,0.9637635092180546,0.9405594405594405,0.9308768154922001,0.8841158841158842
pct_interview_given_signal,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978146853146853,0.9957264957264957,0.9790209790209791,0.9739351557533376,0.9460955710955711,0.922270037654653,0.8718781218781219
