Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
unmatched_applicants,144.0,94.0,94.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,91.0,93.0,96.0,93.0,102.0,100.0,102.0,103.0,108.0,113.0,113.0,118.0,120.0,117.0,126.0,128.0,135.0,133.0,143.0,136.0,151.0
unmatched_applicants,153.0,95.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,94.0,91.0,94.0,97.0,100.0,103.0,106.0,104.0,111.0,115.0,114.0,121.0,120.0,120.0,134.0,135.0,134.0,140.0,144.0,150.0
unmatched_applicants,144.0,98.0,94.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,97.0,93.0,95.0,96.0,98.0,98.0,109.0,107.0,119.0,121.0,124.0,117.0,121.0,125.0,128.0,132.0,136.0,139.0,144.0,141.0
unmatched_applicants,150.0,98.0,94.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,95.0,99.0,98.0,99.0,110.0,105.0,109.0,107.0,116.0,116.0,119.0,117.0,130.0,125.0,132.0,142.0,137.0,144.0,145.0
unmatched_applicants,149.0,95.0,94.0,93.0,92.0,91.0,92.0,91.0,91.0,91.0,91.0,91.0,94.0,91.0,91.0,92.0,96.0,98.0,103.0,100.0,106.0,107.0,115.0,105.0,116.0,116.0,123.0,116.0,121.0,137.0,135.0,136.0,132.0,147.0,144.0
unmatched_applicants,143.0,93.0,91.0,94.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,94.0,97.0,92.0,102.0,102.0,102.0,111.0,104.0,114.0,116.0,114.0,116.0,119.0,120.0,128.0,136.0,139.0,148.0,136.0,143.0
unmatched_applicants,146.0,95.0,91.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,93.0,95.0,99.0,96.0,101.0,98.0,100.0,109.0,117.0,111.0,123.0,112.0,120.0,124.0,125.0,134.0,137.0,141.0,137.0,144.0,149.0
unmatched_applicants,149.0,97.0,94.0,93.0,92.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,91.0,91.0,93.0,91.0,94.0,105.0,104.0,103.0,108.0,107.0,114.0,113.0,118.0,118.0,120.0,132.0,138.0,124.0,136.0,137.0,140.0,141.0
unmatched_applicants,145.0,97.0,94.0,91.0,92.0,91.0,91.0,91.0,91.0,91.0,92.0,91.0,92.0,91.0,91.0,91.0,93.0,93.0,97.0,102.0,112.0,108.0,98.0,118.0,112.0,117.0,116.0,120.0,131.0,131.0,130.0,136.0,139.0,139.0,144.0
unmatched_applicants,144.0,93.0,93.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,93.0,91.0,91.0,98.0,91.0,99.0,97.0,103.0,102.0,112.0,116.0,110.0,117.0,114.0,124.0,120.0,124.0,132.0,137.0,140.0,137.0,145.0,138.0
unfilled_spots,53.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,11.0,9.0,11.0,12.0,17.0,22.0,22.0,27.0,29.0,26.0,35.0,37.0,44.0,42.0,52.0,45.0,60.0
unfilled_spots,62.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,9.0,12.0,15.0,13.0,20.0,24.0,23.0,30.0,29.0,29.0,43.0,44.0,43.0,49.0,53.0,59.0
unfilled_spots,53.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,4.0,5.0,7.0,7.0,18.0,16.0,28.0,30.0,33.0,26.0,30.0,34.0,37.0,41.0,45.0,48.0,53.0,50.0
unfilled_spots,59.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,8.0,19.0,14.0,18.0,16.0,25.0,25.0,28.0,26.0,39.0,34.0,41.0,51.0,46.0,53.0,54.0
unfilled_spots,58.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,7.0,12.0,9.0,15.0,16.0,24.0,14.0,25.0,25.0,32.0,25.0,30.0,46.0,44.0,45.0,41.0,56.0,53.0
unfilled_spots,52.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,11.0,11.0,11.0,20.0,13.0,23.0,25.0,23.0,25.0,28.0,29.0,37.0,45.0,48.0,57.0,45.0,52.0
unfilled_spots,55.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,8.0,5.0,10.0,7.0,9.0,18.0,26.0,20.0,32.0,21.0,29.0,33.0,34.0,43.0,46.0,50.0,46.0,53.0,58.0
unfilled_spots,58.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,14.0,13.0,12.0,17.0,16.0,23.0,22.0,27.0,27.0,29.0,41.0,47.0,33.0,45.0,46.0,49.0,50.0
unfilled_spots,54.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,21.0,17.0,7.0,27.0,21.0,26.0,25.0,29.0,40.0,40.0,39.0,45.0,48.0,48.0,53.0
