Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
unmatched_applicants,679.0,562.0,562.0,562.0,562.0,564.0,573.0,576.0,590.0,589.0,613.0,618.0,634.0,642.0,654.0,658.0
unmatched_applicants,675.0,562.0,562.0,562.0,562.0,562.0,565.0,572.0,590.0,602.0,612.0,620.0,628.0,642.0,640.0,656.0
unmatched_applicants,678.0,562.0,562.0,562.0,562.0,562.0,565.0,573.0,593.0,597.0,612.0,630.0,638.0,640.0,651.0,663.0
unmatched_applicants,675.0,562.0,562.0,562.0,562.0,562.0,566.0,581.0,587.0,598.0,613.0,622.0,637.0,644.0,649.0,659.0
unmatched_applicants,678.0,562.0,562.0,562.0,562.0,562.0,563.0,579.0,583.0,598.0,609.0,626.0,625.0,637.0,648.0,658.0
unmatched_applicants,675.0,562.0,562.0,562.0,562.0,562.0,562.0,572.0,586.0,596.0,608.0,616.0,636.0,640.0,652.0,659.0
unmatched_applicants,677.0,562.0,562.0,562.0,562.0,563.0,565.0,575.0,580.0,599.0,612.0,620.0,636.0,643.0,652.0,659.0
unmatched_applicants,675.0,562.0,562.0,562.0,562.0,562.0,564.0,577.0,587.0,600.0,616.0,620.0,630.0,644.0,643.0,654.0
unmatched_applicants,677.0,562.0,562.0,562.0,562.0,562.0,566.0,583.0,586.0,604.0,610.0,630.0,634.0,634.0,655.0,655.0
unmatched_applicants,678.0,562.0,562.0,562.0,562.0,563.0,570.0,572.0,589.0,600.0,607.0,625.0,638.0,641.0,651.0,652.0
unfilled_spots,117.0,0.0,0.0,0.0,0.0,2.0,11.0,14.0,28.0,27.0,51.0,56.0,72.0,80.0,92.0,96.0
unfilled_spots,113.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,28.0,40.0,50.0,58.0,66.0,80.0,78.0,94.0
unfilled_spots,116.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,31.0,35.0,50.0,68.0,76.0,78.0,89.0,101.0
unfilled_spots,113.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,25.0,36.0,51.0,60.0,75.0,82.0,87.0,97.0
unfilled_spots,116.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,21.0,36.0,47.0,64.0,63.0,75.0,86.0,96.0
unfilled_spots,113.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,34.0,46.0,54.0,74.0,78.0,90.0,97.0
unfilled_spots,115.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,18.0,37.0,50.0,58.0,74.0,81.0,90.0,97.0
unfilled_spots,113.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,25.0,38.0,54.0,58.0,68.0,82.0,81.0,92.0
unfilled_spots,115.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,24.0,42.0,48.0,68.0,72.0,72.0,93.0,93.0
unfilled_spots,116.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,27.0,38.0,45.0,63.0,76.0,79.0,89.0,90.0
reviews_per_program,255.92727272727274,255.92727272727274,115.52727272727273,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,118.36363636363636,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,122.92727272727272,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,136.47272727272727,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,110.67272727272727,46.49090909090909,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,119.81818181818181,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,135.47272727272727,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,126.50909090909092,46.10909090909091,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,127.32727272727273,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
reviews_per_program,255.92727272727274,255.92727272727274,131.72727272727272,42.654545454545456,56.872727272727275,71.0909090909091,85.30909090909091,99.52727272727273,113.74545454545455,127.96363636363637,142.1818181818182,156.4,170.61818181818182,184.83636363636364,199.05454545454546,213.27272727272728
pct_interview_given_signal,0.0,1.0153452685421995,0.9271099744245525,0.6564364876385337,0.49232736572890023,0.3938618925831202,0.32821824381926684,0.2813299232736573,0.24616368286445012,0.21881216254617789,0.1969309462915601,0.17902813299232737,0.16410912190963342,0.1514853433012001,0.14066496163682865,0.13128729752770674
pct_interview_given_signal,0.0,1.0153452685421995,0.9315856777493606,0.6564364876385337,0.49232736572890023,0.3938618925831202,0.32821824381926684,0.2813299232736573,0.24616368286445012,0.21881216254617789,0.1969309462915601,0.17902813299232737,0.16410912190963342,0.1514853433012001,0.14066496163682865,0.13128729752770674
pct_interview_given_signal,0.0,1.014066496163683,0.9290281329923273,0.6564364876385337,0.49232736572890023,0.3938618925831202,0.32821824381926684,0.2813299232736573,0.24616368286445012,0.21881216254617789,0.1969309462915601,0.17902813299232737,0.16410912190963342,0.1514853433012001,0.14066496163682865,0.13128729752770674
