Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,673.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,565.0,575.0,577.0,590.0,591.0,601.0,604.0,610.0,615.0,620.0,634.0,632.0,638.0,642.0,646.0,654.0,658.0,657.0,665.0,671.0
unmatched_applicants,675.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,563.0,563.0,567.0,571.0,586.0,587.0,593.0,600.0,609.0,612.0,612.0,627.0,629.0,632.0,638.0,643.0,647.0,651.0,653.0,659.0,663.0,667.0
unmatched_applicants,673.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,569.0,574.0,567.0,581.0,586.0,593.0,597.0,609.0,609.0,620.0,626.0,630.0,635.0,635.0,640.0,642.0,651.0,660.0,660.0,660.0,664.0
unmatched_applicants,673.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,564.0,567.0,574.0,574.0,579.0,588.0,599.0,599.0,613.0,617.0,621.0,630.0,631.0,635.0,647.0,646.0,650.0,651.0,656.0,660.0,663.0
unmatched_applicants,672.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,565.0,566.0,565.0,569.0,577.0,579.0,589.0,598.0,607.0,613.0,609.0,617.0,628.0,632.0,632.0,639.0,641.0,648.0,650.0,650.0,658.0,662.0,662.0
unmatched_applicants,675.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,562.0,562.0,571.0,577.0,580.0,593.0,591.0,599.0,603.0,613.0,612.0,616.0,629.0,634.0,641.0,644.0,648.0,648.0,657.0,661.0,663.0,663.0
unmatched_applicants,673.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,566.0,564.0,566.0,573.0,576.0,582.0,585.0,591.0,597.0,605.0,614.0,622.0,625.0,623.0,631.0,637.0,647.0,645.0,650.0,654.0,661.0,666.0,665.0
unmatched_applicants,676.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,565.0,571.0,577.0,589.0,587.0,595.0,600.0,605.0,609.0,616.0,623.0,629.0,635.0,641.0,645.0,641.0,653.0,657.0,656.0,663.0,666.0
unmatched_applicants,672.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,572.0,573.0,579.0,578.0,586.0,594.0,602.0,601.0,611.0,618.0,627.0,627.0,633.0,639.0,641.0,645.0,645.0,653.0,655.0,658.0,667.0
unmatched_applicants,673.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,562.0,564.0,566.0,565.0,573.0,580.0,589.0,595.0,598.0,602.0,611.0,623.0,623.0,626.0,632.0,642.0,642.0,647.0,652.0,654.0,660.0,659.0,665.0
