Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,1909.0,1258.0,1263.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1264.0,1263.0,1309.0,1314.0,1398.0,1443.0,1502.0,1578.0,1637.0,1690.0,1765.0
unmatched_applicants,1920.0,1266.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1266.0,1303.0,1348.0,1394.0,1474.0,1518.0,1591.0,1622.0,1692.0,1747.0
unmatched_applicants,1895.0,1265.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1269.0,1305.0,1325.0,1377.0,1460.0,1515.0,1560.0,1631.0,1716.0,1746.0
unmatched_applicants,1905.0,1259.0,1271.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1271.0,1296.0,1340.0,1397.0,1432.0,1494.0,1588.0,1632.0,1683.0,1750.0
unmatched_applicants,1897.0,1266.0,1261.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1271.0,1301.0,1330.0,1388.0,1441.0,1513.0,1544.0,1629.0,1681.0,1748.0
unmatched_applicants,1883.0,1260.0,1262.0,1259.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1269.0,1295.0,1312.0,1368.0,1449.0,1512.0,1593.0,1645.0,1702.0,1738.0
unmatched_applicants,1912.0,1261.0,1260.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1262.0,1278.0,1291.0,1317.0,1389.0,1446.0,1527.0,1583.0,1613.0,1692.0,1768.0
unmatched_applicants,1897.0,1270.0,1261.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1263.0,1277.0,1301.0,1324.0,1375.0,1429.0,1504.0,1561.0,1653.0,1677.0,1755.0
unmatched_applicants,1874.0,1260.0,1265.0,1262.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1273.0,1317.0,1336.0,1375.0,1434.0,1528.0,1569.0,1636.0,1653.0,1754.0
unmatched_applicants,1905.0,1258.0,1262.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1258.0,1261.0,1264.0,1283.0,1344.0,1391.0,1450.0,1501.0,1563.0,1638.0,1689.0,1743.0
unfilled_spots,651.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,51.0,56.0,140.0,185.0,244.0,320.0,379.0,432.0,507.0
unfilled_spots,662.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,45.0,90.0,136.0,216.0,260.0,333.0,364.0,434.0,489.0
unfilled_spots,637.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,47.0,67.0,119.0,202.0,257.0,302.0,373.0,458.0,488.0
unfilled_spots,647.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,38.0,82.0,139.0,174.0,236.0,330.0,374.0,425.0,492.0
unfilled_spots,639.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,43.0,72.0,130.0,183.0,255.0,286.0,371.0,423.0,490.0
unfilled_spots,625.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,37.0,54.0,110.0,191.0,254.0,335.0,387.0,444.0,480.0
unfilled_spots,654.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,33.0,59.0,131.0,188.0,269.0,325.0,355.0,434.0,510.0
unfilled_spots,639.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,43.0,66.0,117.0,171.0,246.0,303.0,395.0,419.0,497.0
unfilled_spots,616.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,59.0,78.0,117.0,176.0,270.0,311.0,378.0,395.0,496.0
unfilled_spots,647.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,25.0,86.0,133.0,192.0,243.0,305.0,380.0,431.0,485.0
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.05693069306932,185.72772277227722,150.13118811881188,109.15346534653466,95.66584158415841,98.62128712871286,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.46039603960395,186.11881188118812,148.13118811881188,109.7450495049505,96.67574257425743,98.3069306930693,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.42821782178217,187.08168316831683,147.53960396039605,109.81683168316832,94.38613861386139,97.88118811881188,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.70544554455446,186.41336633663366,148.38118811881188,108.38366336633663,96.46039603960396,97.62871287128714,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,183.71039603960395,147.04950495049505,110.5519801980198,94.63118811881188,97.61386138613861,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.07920792079207,186.53960396039605,148.25742574257427,109.92326732673267,94.63613861386139,98.36633663366337,105.48019801980197,113.81435643564356,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,201.48019801980197,186.65841584158414,150.009900990099,110.09158415841584,96.93564356435644,97.36633663366337,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,200.69554455445544,188.61138613861385,147.0742574257426,107.29702970297029,94.63366336633663,98.35643564356435,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.4950495049505,201.0,185.69059405940595,145.62623762376236,111.27722772277228,95.68316831683168,97.85891089108911,105.48019801980197,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
reviews_per_program,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,202.84653465346534,200.6509900990099,187.23019801980197,149.87623762376236,108.25247524752476,94.50990099009901,98.17079207920793,105.7128712871287,113.5940594059406,121.70792079207921,129.82178217821783,137.93564356435644,146.04950495049505,154.16336633663366,162.27722772277227,170.3910891089109,178.5049504950495
pct_interview_given_signal,0.0,1.0198291641244661,1.017236119585113,1.0158633312995728,1.0122788285539963,1.010006101281269,1.0075757575757576,1.0048810250152531,0.9979408175716901,0.9666463290624364,0.9082977425259304,0.8375672527594431,0.7700579621720561,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0164734594264795,1.0151006711409396,1.0144396990034574,1.0123550945698596,1.0103111653447223,1.007982509660362,1.0054475725616665,0.9951952410006101,0.9659345129143787,0.9091214154972544,0.8376781851461534,0.7698800081350416,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0176937156802928,1.0192190359975595,1.0139312588977019,1.0141092129347162,1.0095179987797438,1.007067317470002,1.0043580580493332,0.9964917632702868,0.9662734729848824,0.9082367297132398,0.8378168506295413,0.7702104942037828,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0183038438071994,1.0152532031726662,1.0151515151515151,1.014261744966443,1.0101281269066504,1.0074740695546065,1.0039658328248933,0.9962248322147651,0.9673920412175445,0.9077181208053692,0.837900049919574,0.7702104942037828,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0201342281879195,1.0158633312995728,1.0146430750457596,1.011973764490543,1.010189139719341,1.0073723815334554,1.0053604114006798,0.9940893837705919,0.9661039929496306,0.9079316656497864,0.8376781851461534,0.7702104942037828,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.019524100061013,1.017236119585113,1.014846451088062,1.011058572300183,1.0104942037827944,1.0072198495017286,1.005011766756733,0.9961104331909701,0.9690190495559623,0.9109517998779744,0.8384269787564479,0.7701342281879194,0.7110339325104426,0.6601150527325024,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0176937156802928,1.0187614399023794,1.0155582672361196,1.0125076266015864,1.0100671140939597,1.0081350416920887,1.0051860890787065,0.9959579011592434,0.967697105280998,0.909640024405125,0.8374008541793777,0.7702867602196461,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.016778523489933,1.0161683953630263,1.0143380109823064,1.0127364246491763,1.0089078706528372,1.0081350416920887,1.0052296696591998,0.9950808419768151,0.9664768490271846,0.9085723001830385,0.8381496477896722,0.7699054301403294,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0207443563148262,1.0179987797437462,1.0132194427496442,1.012888956680903,1.0093959731543625,1.007880821639211,1.0042708968883465,0.9962629652226968,0.9685106094502067,0.9080231848688225,0.8375672527594431,0.7701596501932072,0.7110339325104426,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_signal,0.0,1.0204392922513728,1.0201342281879195,1.014846451088062,1.0118974984746796,1.0091519219035998,1.0074740695546065,1.0051860890787065,0.9953859060402684,0.9668836011117891,0.9085112873703478,0.8385656442398358,0.7699054301403294,0.7109869995776036,0.6602457944739824,0.6162294081757169,0.5777150701647346,0.5437318307432796,0.5135245068130975,0.48649690119135547,0.4621720561317877,0.4401638629826549,0.42015641466526155
pct_interview_given_nosignal,0.36973764490543015,0.3426504982713036,0.3134334297158925,0.2816295967607743,0.24734884801998896,0.2096705308114704,0.16831508300953726,0.12273744152938784,0.074112622474249,0.033976510067114093,0.010697579825096604,0.0021572387344199425,0.00021119819777537898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.36973764490543015,0.3427903193003864,0.31361912088495103,0.28182372843751735,0.2473343211598245,0.20959426479560708,0.16818663498282008,0.12251711748356044,0.07540465850769838,0.03437690665039658,0.010148464510880618,0.0020700775734332783,0.0003754634627117849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.36973764490543015,0.34273947528981086,0.3132610022017667,0.28189306117921126,0.2470002033760423,0.20979255643685174,0.16847564304293375,0.12294081757169005,0.07479453038079173,0.03418624161073826,0.010738255033557046,0.0019611261221999477,7.039939925845966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.36973764490543015,0.3427140532845231,0.3136058572300183,0.2817266625991458,0.2469711496557134,0.20964002440512508,0.16834719501621656,0.12309334960341672,0.07492014499515487,0.03355704697986577,0.011083994305470815,0.0018957552514599495,7.039939925845966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pct_interview_given_nosignal,0.36973764490543015,0.34263778726865973,0.3135528026102873,0.28179599534083977,0.24740695546064673,0.20962477120195241,0.16837930702289586,0.1225510134906108,0.07592506191005993,0.03428157413056742,0.010941631075859264,0.0020700775734332783,7.039939925845966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
