Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
unmatched_applicants,456.0,216.0,204.0,203.0,201.0,201.0,201.0,201.0,201.0,205.0,208.0,224.0,232.0,244.0,257.0,289.0,292.0,318.0,323.0,344.0,343.0,355.0,364.0,377.0,388.0,391.0,397.0,414.0,412.0,415.0,422.0,428.0,430.0,439.0,444.0,454.0,456.0
unmatched_applicants,460.0,225.0,201.0,202.0,201.0,201.0,201.0,201.0,201.0,208.0,201.0,223.0,235.0,253.0,271.0,284.0,303.0,306.0,331.0,333.0,343.0,351.0,374.0,385.0,378.0,380.0,403.0,407.0,410.0,414.0,416.0,421.0,432.0,442.0,444.0,445.0,449.0
unmatched_applicants,458.0,219.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,202.0,202.0,220.0,236.0,243.0,275.0,270.0,297.0,303.0,326.0,336.0,343.0,359.0,362.0,377.0,380.0,389.0,400.0,406.0,419.0,413.0,421.0,427.0,434.0,435.0,445.0,444.0,446.0
unmatched_applicants,454.0,219.0,202.0,202.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,217.0,225.0,249.0,261.0,272.0,288.0,302.0,330.0,338.0,347.0,352.0,373.0,375.0,380.0,396.0,393.0,402.0,423.0,421.0,425.0,431.0,429.0,438.0,434.0,446.0,449.0
unmatched_applicants,457.0,220.0,201.0,203.0,201.0,201.0,201.0,201.0,204.0,201.0,207.0,217.0,234.0,253.0,255.0,279.0,298.0,317.0,327.0,336.0,349.0,364.0,367.0,384.0,380.0,395.0,404.0,407.0,406.0,414.0,422.0,435.0,437.0,440.0,447.0,450.0,455.0
unmatched_applicants,457.0,217.0,203.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,206.0,214.0,236.0,256.0,264.0,270.0,295.0,307.0,322.0,339.0,345.0,364.0,366.0,382.0,374.0,396.0,397.0,406.0,413.0,418.0,429.0,427.0,432.0,438.0,440.0,451.0,445.0
unmatched_applicants,458.0,220.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,212.0,221.0,224.0,251.0,266.0,273.0,291.0,304.0,325.0,326.0,339.0,366.0,367.0,379.0,394.0,385.0,400.0,407.0,406.0,419.0,429.0,434.0,436.0,439.0,443.0,446.0,455.0
unmatched_applicants,459.0,222.0,203.0,205.0,201.0,201.0,201.0,201.0,201.0,201.0,208.0,220.0,234.0,247.0,272.0,279.0,287.0,305.0,319.0,337.0,356.0,367.0,361.0,376.0,383.0,389.0,395.0,404.0,408.0,415.0,420.0,434.0,446.0,441.0,443.0,450.0,459.0
unmatched_applicants,451.0,220.0,205.0,201.0,201.0,201.0,201.0,201.0,202.0,202.0,211.0,222.0,230.0,252.0,261.0,285.0,294.0,311.0,324.0,333.0,337.0,350.0,375.0,381.0,387.0,389.0,398.0,407.0,414.0,425.0,424.0,430.0,433.0,444.0,446.0,448.0,450.0
unmatched_applicants,452.0,219.0,205.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,213.0,228.0,230.0,251.0,271.0,280.0,296.0,302.0,324.0,334.0,337.0,350.0,361.0,378.0,383.0,391.0,399.0,401.0,414.0,414.0,428.0,430.0,431.0,443.0,446.0,441.0,453.0
unfilled_spots,255.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,23.0,31.0,43.0,56.0,88.0,91.0,117.0,122.0,143.0,142.0,154.0,163.0,176.0,187.0,190.0,196.0,213.0,211.0,214.0,221.0,227.0,229.0,238.0,243.0,253.0,255.0
unfilled_spots,259.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,34.0,52.0,70.0,83.0,102.0,105.0,130.0,132.0,142.0,150.0,173.0,184.0,177.0,179.0,202.0,206.0,209.0,213.0,215.0,220.0,231.0,241.0,243.0,244.0,248.0
