Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
unmatched_applicants,244.0,132.0,130.0,130.0,131.0,133.0,142.0,154.0,157.0,171.0,170.0,180.0,187.0,197.0,196.0,204.0,208.0,206.0,219.0,218.0,221.0,224.0,224.0,225.0,229.0,235.0,234.0,237.0,238.0,239.0,238.0
unmatched_applicants,246.0,141.0,132.0,132.0,130.0,133.0,145.0,152.0,162.0,162.0,169.0,188.0,191.0,194.0,194.0,203.0,208.0,211.0,215.0,218.0,223.0,220.0,221.0,226.0,230.0,232.0,234.0,234.0,238.0,239.0,243.0
unmatched_applicants,245.0,134.0,132.0,130.0,131.0,136.0,142.0,152.0,159.0,165.0,175.0,190.0,184.0,193.0,196.0,201.0,209.0,215.0,214.0,216.0,225.0,224.0,225.0,227.0,229.0,235.0,234.0,234.0,237.0,241.0,239.0
unmatched_applicants,246.0,140.0,132.0,130.0,130.0,136.0,139.0,147.0,158.0,160.0,167.0,181.0,184.0,194.0,198.0,200.0,211.0,215.0,213.0,219.0,224.0,222.0,228.0,228.0,233.0,232.0,237.0,236.0,239.0,243.0,240.0
unmatched_applicants,242.0,133.0,131.0,131.0,133.0,133.0,134.0,151.0,154.0,164.0,177.0,178.0,186.0,194.0,202.0,202.0,210.0,210.0,217.0,216.0,222.0,223.0,226.0,229.0,232.0,233.0,235.0,239.0,238.0,240.0,243.0
unmatched_applicants,245.0,134.0,132.0,130.0,132.0,135.0,139.0,148.0,156.0,166.0,175.0,179.0,187.0,192.0,199.0,204.0,206.0,208.0,220.0,219.0,219.0,223.0,222.0,231.0,230.0,232.0,233.0,234.0,239.0,238.0,241.0
unmatched_applicants,246.0,137.0,132.0,131.0,133.0,133.0,145.0,152.0,160.0,172.0,175.0,184.0,192.0,191.0,195.0,198.0,205.0,212.0,210.0,221.0,220.0,228.0,221.0,230.0,233.0,228.0,233.0,239.0,237.0,238.0,238.0
unmatched_applicants,246.0,134.0,130.0,130.0,134.0,135.0,147.0,150.0,157.0,164.0,176.0,188.0,186.0,195.0,196.0,201.0,206.0,207.0,218.0,216.0,220.0,224.0,229.0,228.0,229.0,232.0,233.0,236.0,240.0,239.0,239.0
unmatched_applicants,246.0,137.0,132.0,130.0,132.0,133.0,137.0,153.0,161.0,168.0,175.0,183.0,186.0,192.0,199.0,206.0,211.0,209.0,214.0,213.0,221.0,226.0,224.0,230.0,227.0,233.0,237.0,236.0,239.0,240.0,240.0
unmatched_applicants,245.0,136.0,130.0,130.0,133.0,135.0,143.0,155.0,165.0,167.0,172.0,178.0,188.0,198.0,200.0,202.0,206.0,210.0,216.0,213.0,218.0,227.0,226.0,229.0,229.0,229.0,234.0,234.0,238.0,235.0,241.0
unfilled_spots,114.0,2.0,0.0,0.0,1.0,3.0,12.0,24.0,27.0,41.0,40.0,50.0,57.0,67.0,66.0,74.0,78.0,76.0,89.0,88.0,91.0,94.0,94.0,95.0,99.0,105.0,104.0,107.0,108.0,109.0,108.0
unfilled_spots,116.0,11.0,2.0,2.0,0.0,3.0,15.0,22.0,32.0,32.0,39.0,58.0,61.0,64.0,64.0,73.0,78.0,81.0,85.0,88.0,93.0,90.0,91.0,96.0,100.0,102.0,104.0,104.0,108.0,109.0,113.0
unfilled_spots,115.0,4.0,2.0,0.0,1.0,6.0,12.0,22.0,29.0,35.0,45.0,60.0,54.0,63.0,66.0,71.0,79.0,85.0,84.0,86.0,95.0,94.0,95.0,97.0,99.0,105.0,104.0,104.0,107.0,111.0,109.0
unfilled_spots,116.0,10.0,2.0,0.0,0.0,6.0,9.0,17.0,28.0,30.0,37.0,51.0,54.0,64.0,68.0,70.0,81.0,85.0,83.0,89.0,94.0,92.0,98.0,98.0,103.0,102.0,107.0,106.0,109.0,113.0,110.0
unfilled_spots,112.0,3.0,1.0,1.0,3.0,3.0,4.0,21.0,24.0,34.0,47.0,48.0,56.0,64.0,72.0,72.0,80.0,80.0,87.0,86.0,92.0,93.0,96.0,99.0,102.0,103.0,105.0,109.0,108.0,110.0,113.0
unfilled_spots,115.0,4.0,2.0,0.0,2.0,5.0,9.0,18.0,26.0,36.0,45.0,49.0,57.0,62.0,69.0,74.0,76.0,78.0,90.0,89.0,89.0,93.0,92.0,101.0,100.0,102.0,103.0,104.0,109.0,108.0,111.0
unfilled_spots,116.0,7.0,2.0,1.0,3.0,3.0,15.0,22.0,30.0,42.0,45.0,54.0,62.0,61.0,65.0,68.0,75.0,82.0,80.0,91.0,90.0,98.0,91.0,100.0,103.0,98.0,103.0,109.0,107.0,108.0,108.0
unfilled_spots,116.0,4.0,0.0,0.0,4.0,5.0,17.0,20.0,27.0,34.0,46.0,58.0,56.0,65.0,66.0,71.0,76.0,77.0,88.0,86.0,90.0,94.0,99.0,98.0,99.0,102.0,103.0,106.0,110.0,109.0,109.0
unfilled_spots,116.0,7.0,2.0,0.0,2.0,3.0,7.0,23.0,31.0,38.0,45.0,53.0,56.0,62.0,69.0,76.0,81.0,79.0,84.0,83.0,91.0,96.0,94.0,100.0,97.0,103.0,107.0,106.0,109.0,110.0,110.0
unfilled_spots,115.0,6.0,0.0,0.0,3.0,5.0,13.0,25.0,35.0,37.0,42.0,48.0,58.0,68.0,70.0,72.0,76.0,80.0,86.0,83.0,88.0,97.0,96.0,99.0,99.0,99.0,104.0,104.0,108.0,105.0,111.0
reviews_per_program,121.0,121.0,113.33333333333333,71.71794871794872,41.67948717948718,25.28205128205128,22.0,27.012820512820515,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,113.87179487179488,75.07692307692308,41.44871794871795,25.192307692307693,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,112.33333333333333,71.91025641025641,30.653846153846153,22.08974358974359,22.0,27.0,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,113.93589743589743,74.15384615384616,31.71794871794872,19.705128205128204,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,112.3076923076923,73.1025641025641,29.743589743589745,19.807692307692307,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,117.71794871794872,73.26923076923077,38.282051282051285,23.23076923076923,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,115.28205128205128,72.8076923076923,39.205128205128204,23.576923076923077,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,115.15384615384616,80.35897435897436,31.307692307692307,22.256410256410255,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,116.43589743589743,76.32051282051282,43.53846153846154,22.26923076923077,22.0,25.666666666666668,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
reviews_per_program,121.0,121.0,113.67948717948718,81.48717948717949,29.28205128205128,23.487179487179485,23.115384615384617,26.743589743589745,29.333333333333332,33.0,36.666666666666664,40.333333333333336,44.0,47.666666666666664,51.333333333333336,55.0,58.666666666666664,62.333333333333336,66.0,69.66666666666667,73.33333333333333,77.0,80.66666666666667,84.33333333333333,88.0,91.66666666666667,95.33333333333333,99.0,102.66666666666667,106.33333333333333,110.0
pct_interview_given_signal,0.0,1.0174825174825175,1.006993006993007,0.9370629370629371,0.7701048951048951,0.6503496503496503,0.5454545454545454,0.46703296703296704,0.4090909090909091,0.36363636363636365,0.32727272727272727,0.2975206611570248,0.2727272727272727,0.2517482517482518,0.23376623376623376,0.21818181818181817,0.20454545454545456,0.1925133689839572,0.18181818181818182,0.1722488038277512,0.16363636363636364,0.15584415584415584,0.1487603305785124,0.1422924901185771,0.13636363636363635,0.13090909090909092,0.1258741258741259,0.12121212121212122,0.11688311688311688,0.11285266457680251,0.10909090909090909
pct_interview_given_signal,0.0,1.0314685314685315,1.0052447552447552,0.9102564102564102,0.7762237762237763,0.6496503496503496,0.5454545454545454,0.4675324675324675,0.4090909090909091,0.36363636363636365,0.32727272727272727,0.2975206611570248,0.2727272727272727,0.2517482517482518,0.23376623376623376,0.21818181818181817,0.20454545454545456,0.1925133689839572,0.18181818181818182,0.1722488038277512,0.16363636363636364,0.15584415584415584,0.1487603305785124,0.1422924901185771,0.13636363636363635,0.13090909090909092,0.1258741258741259,0.12121212121212122,0.11688311688311688,0.11285266457680251,0.10909090909090909
pct_interview_given_signal,0.0,1.0244755244755244,1.006993006993007,0.914918414918415,0.7902097902097902,0.6517482517482518,0.5454545454545454,0.4675324675324675,0.4090909090909091,0.36363636363636365,0.32727272727272727,0.2975206611570248,0.2727272727272727,0.2517482517482518,0.23376623376623376,0.21818181818181817,0.20454545454545456,0.1925133689839572,0.18181818181818182,0.1722488038277512,0.16363636363636364,0.15584415584415584,0.1487603305785124,0.1422924901185771,0.13636363636363635,0.13090909090909092,0.1258741258741259,0.12121212121212122,0.11688311688311688,0.11285266457680251,0.10909090909090909
pct_interview_given_signal,0.0,1.013986013986014,1.0052447552447552,0.9347319347319347,0.7867132867132867,0.6538461538461539,0.5454545454545454,0.4675324675324675,0.4090909090909091,0.36363636363636365,0.32727272727272727,0.2975206611570248,0.2727272727272727,0.2517482517482518,0.23376623376623376,0.21818181818181817,0.20454545454545456,0.1925133689839572,0.18181818181818182,0.1722488038277512,0.16363636363636364,0.15584415584415584,0.1487603305785124,0.1422924901185771,0.13636363636363635,0.13090909090909092,0.1258741258741259,0.12121212121212122,0.11688311688311688,0.11285266457680251,0.10909090909090909
pct_interview_given_signal,0.0,1.027972027972028,0.9965034965034965,0.9428904428904429,0.791958041958042,0.6538461538461539,0.5454545454545454,0.4675324675324675,0.4090909090909091,0.36363636363636365,0.32727272727272727,0.2975206611570248,0.2727272727272727,0.2517482517482518,0.23376623376623376,0.21818181818181817,0.20454545454545456,0.1925133689839572,0.18181818181818182,0.1722488038277512,0.16363636363636364,0.15584415584415584,0.1487603305785124,0.1422924901185771,0.13636363636363635,0.13090909090909092,0.1258741258741259,0.12121212121212122,0.11688311688311688,0.11285266457680251,0.10909090909090909
pct_interview_given_signal,0.0,1.020979020979021,1.0122377622377623,0.9382284382284383,0.7875874125874126,0.6496503496503496,0.5454545454545454,0.4675324675324675,0.4090909090909091,0.36363636363636365,0.32727272727272727,0.2975206611570248,0.2727272727272727,0.2517482517482518,0.23376623376623376,0.21818181818181817,0.20454545454545456,0.1925133689839572,0.18181818181818182,0.1722488038277512,0.16363636363636364,0.15584415584415584,0.1487603305785124,0.1422924901185771,0.13636363636363635,0.13090909090909092,0.1258741258741259,0.12121212121212122,0.11688311688311688,0.11285266457680251,0.10909090909090909
