Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
unmatched_applicants,669.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,493.0,500.0,500.0,525.0,526.0,548.0,564.0,575.0,592.0,602.0,623.0,629.0
unmatched_applicants,672.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,499.0,499.0,516.0,531.0,550.0,567.0,581.0,599.0,609.0,627.0,635.0
unmatched_applicants,675.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,501.0,511.0,521.0,527.0,537.0,568.0,578.0,596.0,601.0,628.0,633.0
unmatched_applicants,675.0,493.0,493.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,501.0,507.0,525.0,522.0,548.0,569.0,588.0,598.0,598.0,621.0,635.0
unmatched_applicants,670.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,496.0,498.0,508.0,514.0,529.0,543.0,555.0,574.0,588.0,623.0,617.0,642.0
unmatched_applicants,677.0,493.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,494.0,497.0,495.0,512.0,516.0,526.0,546.0,559.0,583.0,590.0,602.0,621.0,625.0
unmatched_applicants,678.0,494.0,493.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,498.0,497.0,509.0,508.0,529.0,541.0,564.0,577.0,594.0,597.0,631.0,631.0
unmatched_applicants,672.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,502.0,509.0,515.0,534.0,544.0,559.0,583.0,592.0,608.0,624.0,640.0
unmatched_applicants,668.0,493.0,494.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,493.0,498.0,502.0,512.0,529.0,557.0,569.0,575.0,592.0,604.0,622.0,646.0
unmatched_applicants,670.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,495.0,497.0,508.0,528.0,519.0,549.0,564.0,574.0,598.0,606.0,634.0,632.0
unfilled_spots,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,7.0,32.0,33.0,55.0,71.0,82.0,99.0,109.0,130.0,136.0
unfilled_spots,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,23.0,38.0,57.0,74.0,88.0,106.0,116.0,134.0,142.0
unfilled_spots,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,28.0,34.0,44.0,75.0,85.0,103.0,108.0,135.0,140.0
unfilled_spots,182.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,14.0,32.0,29.0,55.0,76.0,95.0,105.0,105.0,128.0,142.0
unfilled_spots,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,15.0,21.0,36.0,50.0,62.0,81.0,95.0,130.0,124.0,149.0
unfilled_spots,184.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,19.0,23.0,33.0,53.0,66.0,90.0,97.0,109.0,128.0,132.0
unfilled_spots,185.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,16.0,15.0,36.0,48.0,71.0,84.0,101.0,104.0,138.0,138.0
unfilled_spots,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,16.0,22.0,41.0,51.0,66.0,90.0,99.0,115.0,131.0,147.0
unfilled_spots,175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,19.0,36.0,64.0,76.0,82.0,99.0,111.0,129.0,153.0
unfilled_spots,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,15.0,35.0,26.0,56.0,71.0,81.0,105.0,113.0,141.0,139.0
