Parameter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
unmatched_applicants,1107.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,851.0,856.0,883.0,897.0,918.0,952.0,967.0,1006.0,1021.0,1049.0,1064.0
unmatched_applicants,1105.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,847.0,846.0,862.0,885.0,907.0,920.0,944.0,990.0,1003.0,1011.0,1047.0,1078.0
unmatched_applicants,1100.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,859.0,862.0,887.0,881.0,912.0,948.0,980.0,985.0,1033.0,1052.0,1092.0
unmatched_applicants,1083.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,847.0,846.0,847.0,853.0,850.0,877.0,892.0,912.0,951.0,970.0,1005.0,1040.0,1052.0,1088.0
unmatched_applicants,1099.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,856.0,870.0,895.0,921.0,952.0,978.0,998.0,1018.0,1052.0,1062.0
unmatched_applicants,1098.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,853.0,844.0,847.0,865.0,876.0,893.0,931.0,939.0,982.0,1011.0,1012.0,1045.0,1073.0
unmatched_applicants,1083.0,844.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,845.0,847.0,857.0,880.0,902.0,928.0,951.0,984.0,1011.0,1025.0,1051.0,1071.0
unmatched_applicants,1087.0,844.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,853.0,857.0,858.0,885.0,895.0,909.0,959.0,969.0,1000.0,1023.0,1052.0,1078.0
unmatched_applicants,1091.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,848.0,853.0,856.0,878.0,901.0,925.0,946.0,987.0,1001.0,1016.0,1058.0,1084.0
unmatched_applicants,1096.0,845.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,844.0,845.0,844.0,849.0,849.0,868.0,866.0,889.0,922.0,958.0,957.0,989.0,1013.0,1049.0,1066.0
