Parameter,0,1,2,3,4,5,6,7,8
unmatched_applicants,266.0,205.0,201.0,201.0,201.0,201.0,202.0,217.0,250.0
unmatched_applicants,272.0,203.0,201.0,201.0,201.0,201.0,215.0,211.0,250.0
unmatched_applicants,265.0,202.0,205.0,201.0,201.0,202.0,207.0,225.0,246.0
unmatched_applicants,265.0,202.0,201.0,201.0,201.0,201.0,208.0,222.0,245.0
unmatched_applicants,267.0,204.0,203.0,201.0,201.0,204.0,203.0,229.0,245.0
unmatched_applicants,265.0,203.0,204.0,201.0,201.0,201.0,213.0,222.0,238.0
unmatched_applicants,253.0,205.0,201.0,201.0,201.0,201.0,213.0,226.0,250.0
unmatched_applicants,257.0,205.0,204.0,204.0,201.0,201.0,204.0,213.0,259.0
unmatched_applicants,262.0,201.0,201.0,202.0,201.0,201.0,205.0,214.0,246.0
unmatched_applicants,266.0,206.0,202.0,201.0,201.0,201.0,210.0,219.0,237.0
unfilled_spots,65.0,4.0,0.0,0.0,0.0,0.0,1.0,16.0,49.0
unfilled_spots,71.0,2.0,0.0,0.0,0.0,0.0,14.0,10.0,49.0
unfilled_spots,64.0,1.0,4.0,0.0,0.0,1.0,6.0,24.0,45.0
unfilled_spots,64.0,1.0,0.0,0.0,0.0,0.0,7.0,21.0,44.0
unfilled_spots,66.0,3.0,2.0,0.0,0.0,3.0,2.0,28.0,44.0
unfilled_spots,64.0,2.0,3.0,0.0,0.0,0.0,12.0,21.0,37.0
unfilled_spots,52.0,4.0,0.0,0.0,0.0,0.0,12.0,25.0,49.0
unfilled_spots,56.0,4.0,3.0,3.0,0.0,0.0,3.0,12.0,58.0
unfilled_spots,61.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,45.0
unfilled_spots,65.0,5.0,1.0,0.0,0.0,0.0,9.0,18.0,36.0
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,68.24050632911393,60.36708860759494,47.0253164556962,46.075949367088604,53.075949367088604,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,68.24050632911393,59.962025316455694,47.46835443037975,46.936708860759495,53.21518987341772,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,68.24050632911393,61.0253164556962,47.45569620253165,46.962025316455694,53.21518987341772,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,68.24050632911393,58.949367088607595,46.64556962025316,47.88607594936709,53.21518987341772,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,67.21518987341773,61.075949367088604,47.45569620253165,45.835443037974684,53.075949367088604,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,66.58227848101266,59.835443037974684,49.12658227848101,46.81012658227848,53.075949367088604,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,68.24050632911393,61.10126582278481,48.392405063291136,47.607594936708864,53.075949367088604,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,68.24050632911393,60.949367088607595,48.67088607594937,46.949367088607595,53.41772151898734,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,67.15189873417721,59.9873417721519,47.177215189873415,46.44303797468354,53.075949367088604,60.65822784810127
reviews_per_program,68.24050632911393,68.24050632911393,68.24050632911393,67.73417721518987,60.77215189873418,46.48101265822785,46.89873417721519,53.25316455696203,60.65822784810127
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9853923205342237,0.9058430717863105,0.7737896494156928,0.664440734557596,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9816360601001669,0.8924874791318865,0.7693377851975515,0.6634867636537085,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9795492487479132,0.8931552587646077,0.771841958820256,0.6639637491056523,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9824707846410684,0.9075125208681135,0.7679465776293823,0.6642022418316241,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9787145242070117,0.8968280467445743,0.7737896494156928,0.664440734557596,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,0.9977740678909294,0.9795492487479132,0.8931552587646077,0.7729549248747913,0.664440734557596,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9812186978297162,0.896160267111853,0.770172509738453,0.664440734557596,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9812186978297162,0.8968280467445743,0.7712854757929883,0.662771285475793,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,0.9988870339454646,0.9808013355592654,0.8968280467445743,0.7726766833611575,0.664440734557596,0.5813856427378965
pct_interview_given_signal,0.0,1.0,1.0,1.0,0.9812186978297162,0.8931552587646077,0.7712854757929883,0.6632482709277367,0.5813856427378965
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.1419031719532554,0.03046744574290484,0.0027824151363383415,0.0,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14490818030050084,0.04716193656093489,0.011686143572621035,0.00333889816360601,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14657762938230384,0.04632721202003339,0.00667779632721202,0.001669449081803005,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14424040066777963,0.028380634390651086,0.014468558708959377,0.0008347245409015025,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14724540901502503,0.041736227045075125,0.0027824151363383415,0.0,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27629382303839733,0.14657762938230384,0.04632721202003339,0.004451864218141347,0.0,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14524207011686144,0.04257095158597663,0.01001669449081803,0.0,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14524207011686144,0.041736227045075125,0.0077907623817473565,0.005843071786310518,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27573734001112965,0.14557595993322203,0.041736227045075125,0.005008347245409015,0.0,0.0
pct_interview_given_nosignal,0.5167872379892413,0.4563856427378965,0.3787264488433103,0.27518085698386197,0.14524207011686144,0.04632721202003339,0.0077907623817473565,0.004173622704507512,0.0
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_interview_given_application,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413,0.5167872379892413
pct_of_app_match_via_signal_given_matched,0.0,0.9720812182741116,0.9974874371859297,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9671717171717171,0.9974874371859297,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9622166246851386,0.9923857868020305,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9722921914357683,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9493670886075949,0.9974747474747475,0.9974874371859297,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9671717171717171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9695431472081218,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9644670050761421,0.9974683544303797,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9522613065326633,0.992462311557789,1.0,1.0,1.0,1.0,1.0,1.0
pct_of_app_match_via_signal_given_matched,0.0,0.9440203562340967,1.0,1.0,0.9974874371859297,1.0,1.0,1.0,1.0
